"workerid","proliferate.condition.x","CC","SpeakerGender","block1","file","item_type","list","list_genderMaxes","list_whichSpPoliticsFirst","matrix_clause","name","orientation","participant_beliefs","predicate","rt_block1","slide_number_block1","socialInfo","speakerGendersMaxes","topic","whichSpPoliticsFirst","assertiveness_rating","block2","democrat_rating","empathy_rating","femininity_rating","intelligence_rating","location_rating","republican_rating","rt_block2","slide_number_block2","spBelief_rating","state_correct","state_incorrect","state_type","block3","projection","rt_block3","slide_number_block3","true_false","trial","proliferate.condition.y","about","accent","age","american","comments","education","gender","income","language","otherParty","party","politics","race_asian","race_black","race_hawaiian","race_latino","race_native","race_otherRaceCheck","race_otherRaceText","race_white","state","state1year","whichAccent","error"
4316,"default","the military is overfunded","F","block1","F-N-Anna.png","critical","list1","list1_1","list1_NS","Emma didn't acknowledge","Anna","liberal",0.51,"acknowledge",2540,14,"N",1,"military","NS",0.57,"block2",0.51,0.62,1,0.96,0.99,0.53,10537,32,0.49,"Maryland","Minnesota","CORRECT","block3",0.63,4044,57,NA,11,"default","I do not know.","Yes",45,"Yes","Jesus loves you!",3,"Female",1,"n/a","independent","Other",0.7,0,0,0,0,0,0,NA,1,"OH","['OH']","midwest",NA
4316,"default","it is too easy to get an abortion","F","block1","F-N-Michelle.png","critical","list1","list1_1","list1_NS","Grace doesn't know that","Michelle","conservative",0.67,"know",2269,15,"N",1,"abortion","NS",0.58,"block2",0.5,0.72,1,0.97,1,0.49,11492,23,0.58,"Pennsylvania","North Dakota","CORRECT","block3",0.96,5638,59,NA,12,"default","I do not know.","Yes",45,"Yes","Jesus loves you!",3,"Female",1,"n/a","independent","Other",0.7,0,0,0,0,0,0,NA,1,"OH","['OH']","midwest",NA
4316,"default","immigrants steal jobs from Americans","M","block1","M-S-Michael.png","critical","list1","list1_1","list1_NS","Ben doesn't see that","Michael","conservative",0.25,"see",2566,16,"S",1,"immigrants","NS",0.68,"block2",0.46,0.62,0,1,1,0.49,14765,25,0.53,"Georgia","New Jersey","CORRECT","block3",1,4693,50,NA,13,"default","I do not know.","Yes",45,"Yes","Jesus loves you!",3,"Female",1,"n/a","independent","Other",0.7,0,0,0,0,0,0,NA,1,"OH","['OH']","midwest",NA
4316,"default","it is too difficult to buy guns","F","block1","F-S-Kimberly.png","critical","list1","list1_1","list1_NS","Owen isn't right that","Kimberly","conservative",0.44,"be_right",2488,17,"S",1,"gun_laws","NS",0.66,"block2",0.5,0.81,0.99,0.97,0,0.48,10669,28,0.5,"Alabama","Vermont","INCORRECT","block3",0.99,4872,53,NA,14,"default","I do not know.","Yes",45,"Yes","Jesus loves you!",3,"Female",1,"n/a","independent","Other",0.7,0,0,0,0,0,0,NA,1,"OH","['OH']","midwest",NA
4316,"default","medicaid is overfunded","M","block1","M-N-John.png","critical","list1","list1_1","list1_NS","Allison didn't admit that","John","conservative",0.46,"admit",2013,18,"N",1,"medicaid","NS",0.66,"block2",0.51,0.61,0.01,0.98,0,0.51,10993,30,0.52,"California","Florida","INCORRECT","block3",0.53,3428,60,NA,15,"default","I do not know.","Yes",45,"Yes","Jesus loves you!",3,"Female",1,"n/a","independent","Other",0.7,0,0,0,0,0,0,NA,1,"OH","['OH']","midwest",NA
4316,"default","Trump handled the pandemic badly","M","block1","M-S-Jason.png","critical","list1","list1_1","list1_NS","Danny doesn't see that","Jason","liberal",0.5,"see",3182,19,"S",1,"Trump_pandemic","NS",0.69,"block2",0.5,0.62,0.02,0.99,0,0.53,11850,27,0.54,"Kentucky","Hawaii","INCORRECT","block3",0.99,4157,48,NA,16,"default","I do not know.","Yes",45,"Yes","Jesus loves you!",3,"Female",1,"n/a","independent","Other",0.7,0,0,0,0,0,0,NA,1,"OH","['OH']","midwest",NA
4239,"default","medicaid is underfunded","M","block1","M-N-Tim.png","critical","list2","list2_2","list2_NS","Allison didn't say that","Tim","liberal",0.7,"say",6040,4,"N",2,"medicaid","NS",0.18,"block2",0.86,0.67,0.38,0.32,0.01,0.2,20651,25,0.12,"California","Maine","INCORRECT","block3",0.33,7229,55,NA,1,"default","perceptions of politics","No",32,"Yes","thanks",3,"Female",5,NA,NA,"Dem",0.24,0,0,0,0,0,0,NA,1,"FL","['FL']",NA,NA
4239,"default","it is too hard to get an abortion","F","block1","F-N-Elizabeth.png","critical","list2","list2_2","list2_NS","Grace doesn't know that","Elizabeth","liberal",0.4,"know",6384,5,"N",2,"abortion","NS",0.6,"block2",0.88,0.69,0.61,0.43,0,0.1,53341,35,0.76,"Colorado","West Virginia","INCORRECT","block3",0.77,7763,57,NA,2,"default","perceptions of politics","No",32,"Yes","thanks",3,"Female",5,NA,NA,"Dem",0.24,0,0,0,0,0,0,NA,1,"FL","['FL']",NA,NA
4239,"default","it is too easy to buy guns","F","block1","F-S-Kimberly.png","critical","list2","list2_2","list2_NS","Owen didn't admit that","Kimberly","liberal",0.91,"admit",4192,6,"S",2,"gun_laws","NS",0.37,"block2",0.13,0.63,0.69,0.63,0.01,0.9,17778,34,0.04,"Alabama","Hawaii","INCORRECT","block3",0.71,6347,58,NA,3,"default","perceptions of politics","No",32,"Yes","thanks",3,"Female",5,NA,NA,"Dem",0.24,0,0,0,0,0,0,NA,1,"FL","['FL']",NA,NA
4239,"default","the 2020 election was legitimate","M","block1","M-N-John.png","critical","list2","list2_2","list2_NS","Jen didn't suggest that","John","liberal",0.97,"suggest",3719,7,"N",2,"2020_election","NS",0.8,"block2",0.44,0.19,0.04,0.34,0.99,0.57,114182,36,0.58,"California","Kansas","CORRECT","block3",0.46,237382,42,NA,4,"default","perceptions of politics","No",32,"Yes","thanks",3,"Female",5,NA,NA,"Dem",0.24,0,0,0,0,0,0,NA,1,"FL","['FL']",NA,NA
4239,"default","the rich are taxed too much","F","block1","F-N-Veronica.png","MC","list2","list2_2","list2_NS",NA,"Veronica","conservative",0.05,NA,4499,8,"N",2,"taxes","NS",0.71,"block2",0.73,0.72,0.85,0.81,0.02,0.28,41469,22,0.31,"Illinois","Nevada","INCORRECT","block3",0.99,5066,48,NA,5,"default","perceptions of politics","No",32,"Yes","thanks",3,"Female",5,NA,NA,"Dem",0.24,0,0,0,0,0,0,NA,1,"FL","['FL']",NA,NA
4239,"default","the minimum wage is too low","F","block1","F-S-Amy.png","critical","list2","list2_2","list2_NS","Ken doesn't see that","Amy","liberal",0.97,"see",5040,9,"S",2,"minimum_wage","NS",0.65,"block2",0.12,0.54,0.74,0.5,0.99,0.85,28296,26,0.07,"Arkansas","Wisconsin","CORRECT","block3",0.78,8123,46,NA,6,"default","perceptions of politics","No",32,"Yes","thanks",3,"Female",5,NA,NA,"Dem",0.24,0,0,0,0,0,0,NA,1,"FL","['FL']",NA,NA
4239,"default","COVID is an overhyped virus","F","block1","F-N-Anna.png","critical","list2","list2_2","list2_NS","Mary doesn't know that","Anna","conservative",0.11,"know",4918,10,"N",2,"COVID","NS",0.74,"block2",0.38,0.3,0.27,0.4,0.01,0.69,47645,31,0.91,"Maryland","Illinois","INCORRECT","block3",0.94,4582,47,NA,7,"default","perceptions of politics","No",32,"Yes","thanks",3,"Female",5,NA,NA,"Dem",0.24,0,0,0,0,0,0,NA,1,"FL","['FL']",NA,NA
4239,"default","closing businesses during COVID was unnecessary","F","block1","F-S-Lily.png","MC","list2","list2_2","list2_NS",NA,"Lily","conservative",0.28,NA,3506,11,"S",2,"lockdown","NS",0.21,"block2",0.51,0.35,0.71,0.67,0.98,0.41,103182,28,0.44,"Missouri","South Dakota","CORRECT","block3",0.99,4698,53,NA,8,"default","perceptions of politics","No",32,"Yes","thanks",3,"Female",5,NA,NA,"Dem",0.24,0,0,0,0,0,0,NA,1,"FL","['FL']",NA,NA
4239,"default","immigrants support the economy","M","block1","M-S-Ryan.png","critical","list2","list2_2","list2_NS","Ben didn't acknowledge","Ryan","liberal",0.99,"acknowledge",3506,12,"S",2,"immigrants","NS",0.71,"block2",0.04,0.25,0.01,0.17,0.03,0.95,81648,24,0.03,"Arkansas","New Hampshire","INCORRECT","block3",0.86,4367,59,NA,9,"default","perceptions of politics","No",32,"Yes","thanks",3,"Female",5,NA,NA,"Dem",0.24,0,0,0,0,0,0,NA,1,"FL","['FL']",NA,NA
4239,"default","mask mandates are unnecessary","M","block1","M-N-James.png","critical","list2","list2_2","list2_NS","Wendy didn't say that","James","conservative",0.25,"say",3671,13,"N",2,"masks","NS",0.49,"block2",0.8,0.66,0.25,0.62,0.02,0.13,28509,21,0.08,"New York","Montana","INCORRECT","block3",0.26,5174,43,NA,10,"default","perceptions of politics","No",32,"Yes","thanks",3,"Female",5,NA,NA,"Dem",0.24,0,0,0,0,0,0,NA,1,"FL","['FL']",NA,NA
4239,"default","the uprising at the Capitol was patriotic","M","block1","M-S-Anthony.png","critical","list2","list2_2","list2_NS","Glenn didn't admit that","Anthony","conservative",0.01,"admit",5122,14,"S",2,"capitol_uprising","NS",0.55,"block2",0.37,0.37,0.21,0.47,1,0.6,73422,29,0.65,"Tennessee","Nebraska","CORRECT","block3",0.16,3912,45,NA,11,"default","perceptions of politics","No",32,"Yes","thanks",3,"Female",5,NA,NA,"Dem",0.24,0,0,0,0,0,0,NA,1,"FL","['FL']",NA,NA
4239,"default","the military is underfunded","F","block1","F-N-Lisa.png","critical","list2","list2_2","list2_NS","Emma didn't suggest that","Lisa","conservative",0.01,"suggest",4466,15,"N",2,"military","NS",0.4,"block2",0.89,0.71,0.78,0.73,0.98,0.11,64567,32,0.02,"Oregon","New Mexico","CORRECT","block3",0.24,13733,61,NA,12,"default","perceptions of politics","No",32,"Yes","thanks",3,"Female",5,NA,NA,"Dem",0.24,0,0,0,0,0,0,NA,1,"FL","['FL']",NA,NA
4239,"default","Trump handled the pandemic well","M","block1","M-S-Joseph.png","critical","list2","list2_2","list2_NS","Danny didn't acknowledge","Joseph","conservative",0.25,"acknowledge",5628,16,"S",2,"Trump_pandemic","NS",0.4,"block2",0.02,0.4,0.13,0.58,0.98,0.99,200957,27,0.93,"Mississippi","Delaware","CORRECT","block3",0.97,5586,51,NA,13,"default","perceptions of politics","No",32,"Yes","thanks",3,"Female",5,NA,NA,"Dem",0.24,0,0,0,0,0,0,NA,1,"FL","['FL']",NA,NA
4239,"default","U.S. presidential elections are held in November",NA,"block1","NA.png","O","list2","list2_2","list2_NS",NA,NA,NA,0.99,NA,30035,17,NA,2,"elections","NS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"default","perceptions of politics","No",32,"Yes","thanks",3,"Female",5,NA,NA,"Dem",0.24,0,0,0,0,0,0,NA,1,"FL","['FL']",NA,NA
4239,"default","the capital of the US is in Ohio",NA,"block1","NA.png","O","list2","list2_2","list2_NS",NA,NA,NA,0.01,NA,6636,18,NA,2,"capital","NS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"default","perceptions of politics","No",32,"Yes","thanks",3,"Female",5,NA,NA,"Dem",0.24,0,0,0,0,0,0,NA,1,"FL","['FL']",NA,NA
4239,"default","Trump's policies improved the American economy","F","block1","F-S-Donna.png","critical","list2","list2_2","list2_NS","Tony doesn't see that","Donna","conservative",0.05,"see",4357,19,"S",2,"Trump_economy","NS",0.41,"block2",0.13,0.33,0.61,0.54,0.98,0.84,60833,23,0.91,"Tennessee","Wyoming","CORRECT","block3",0.97,5433,50,NA,16,"default","perceptions of politics","No",32,"Yes","thanks",3,"Female",5,NA,NA,"Dem",0.24,0,0,0,0,0,0,NA,1,"FL","['FL']",NA,NA
4147,"default","the capital of the US is in Ohio",NA,"block1","NA.png","O","list1","list1_2","list1_NS",NA,NA,NA,0.03,NA,7142,4,NA,2,"capital","NS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"default","How peoples perception of biases are effected by how people look and where they live.","No",36,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.38,0,0,0,0,0,0,NA,1,"PA","['PA']",NA,NA
4147,"default","the 2020 election was rigged","F","block1","F-N-Elizabeth.png","critical","list1","list1_2","list1_NS","Jen didn't acknowledge","Elizabeth","conservative",0,"acknowledge",2605,5,"N",2,"2020_election","NS",0.7,"block2",0.5,0.6,0.74,0.58,1,0.51,12535,30,0.12,"Colorado","Rhode Island","CORRECT","block3",0.17,5040,45,NA,2,"default","How peoples perception of biases are effected by how people look and where they live.","No",36,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.38,0,0,0,0,0,0,NA,1,"PA","['PA']",NA,NA
4147,"default","immigrants steal jobs from Americans","F","block1","F-S-Amy.png","critical","list1","list1_2","list1_NS","Ben doesn't think that","Amy","conservative",0.26,"think",3953,6,"S",2,"immigrants","NS",0.63,"block2",0.13,0.56,0.66,0.6,0,0.79,13576,34,0.72,"Arkansas","Illinois","INCORRECT","block3",0.34,4119,60,NA,3,"default","How peoples perception of biases are effected by how people look and where they live.","No",36,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.38,0,0,0,0,0,0,NA,1,"PA","['PA']",NA,NA
4147,"default","it is too easy to get an abortion","M","block1","M-N-Tim.png","critical","list1","list1_2","list1_NS","Grace didn't admit that","Tim","conservative",0,"admit",2367,7,"N",2,"abortion","NS",0.77,"block2",0.77,0.67,0.13,0.73,0,0.17,12264,27,0.15,"California","Ohio","INCORRECT","block3",0.39,3111,61,NA,4,"default","How peoples perception of biases are effected by how people look and where they live.","No",36,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.38,0,0,0,0,0,0,NA,1,"PA","['PA']",NA,NA
4147,"default","Trump handled the pandemic badly","F","block1","F-S-Donna.png","critical","list1","list1_2","list1_NS","Danny doesn't think that","Donna","liberal",0.85,"think",3881,8,"S",2,"Trump_pandemic","NS",0.68,"block2",0.48,0.62,0.87,0.54,0,0.58,16873,31,0.68,"Tennessee","Kansas","INCORRECT","block3",0,11512,41,NA,5,"default","How peoples perception of biases are effected by how people look and where they live.","No",36,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.38,0,0,0,0,0,0,NA,1,"PA","['PA']",NA,NA
4147,"default","Trump's policies damaged the American economy","M","block1","M-S-Jason.png","critical","list1","list1_2","list1_NS","Tony isn't annoyed that","Jason","liberal",0.78,"be_annoyed",3056,9,"S",2,"Trump_economy","NS",0.67,"block2",0.12,0.23,0.46,0.49,1,0.75,16288,32,0.23,"Kentucky","New Jersey","CORRECT","block3",0,6161,43,NA,6,"default","How peoples perception of biases are effected by how people look and where they live.","No",36,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.38,0,0,0,0,0,0,NA,1,"PA","['PA']",NA,NA
4147,"default","the uprising at the Capitol was domestic terrorism","F","block1","F-S-Sarah.png","critical","list1","list1_2","list1_NS","Glenn isn't right that","Sarah","liberal",1,"be_right",3199,10,"S",2,"capitol_uprising","NS",0.61,"block2",0.46,0.44,0.53,0.27,1,0.56,15576,28,0.57,"Kentucky","Florida","CORRECT","block3",1,12807,42,NA,7,"default","How peoples perception of biases are effected by how people look and where they live.","No",36,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.38,0,0,0,0,0,0,NA,1,"PA","['PA']",NA,NA
4147,"default","COVID is a dangerous virus","M","block1","M-N-James.png","critical","list1","list1_2","list1_NS","Mary didn't admit that","James","liberal",0.63,"admit",2984,11,"N",2,"COVID","NS",0.79,"block2",0.72,0.69,0.17,0.71,0,0.25,17256,23,0.92,"New York","Utah","INCORRECT","block3",0.33,4192,56,NA,8,"default","How peoples perception of biases are effected by how people look and where they live.","No",36,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.38,0,0,0,0,0,0,NA,1,"PA","['PA']",NA,NA
4147,"default","the rich are taxed too little","M","block1","M-N-Jacob.png","MC","list1","list1_2","list1_NS",NA,"Jacob","liberal",0.9,NA,2408,12,"N",2,"taxes","NS",0.73,"block2",0.84,0.81,0.09,0.73,1,0.16,12912,26,0.8,"Massachusetts","Hawaii","CORRECT","block3",1,5215,50,NA,9,"default","How peoples perception of biases are effected by how people look and where they live.","No",36,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.38,0,0,0,0,0,0,NA,1,"PA","['PA']",NA,NA
4147,"default","medicaid is overfunded","F","block1","F-N-Lisa.png","critical","list1","list1_2","list1_NS","Allison didn't pretend that","Lisa","conservative",0,"pretend",2577,13,"N",2,"medicaid","NS",0.74,"block2",0.74,0.75,0.88,0.88,0,0.33,24149,21,0.25,"Oregon","Alaska","INCORRECT","block3",0.27,2911,57,NA,10,"default","How peoples perception of biases are effected by how people look and where they live.","No",36,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.38,0,0,0,0,0,0,NA,1,"PA","['PA']",NA,NA
4147,"default","the military is overfunded","M","block1","M-N-Daniel.png","critical","list1","list1_2","list1_NS","Emma didn't acknowledge","Daniel","liberal",0.71,"acknowledge",2406,14,"N",2,"military","NS",0.82,"block2",0.75,0.73,0.16,0.76,0,0.23,19615,22,0.74,"Washington","Delaware","INCORRECT","block3",0.32,4143,54,NA,11,"default","How peoples perception of biases are effected by how people look and where they live.","No",36,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.38,0,0,0,0,0,0,NA,1,"PA","['PA']",NA,NA
4147,"default","closing businesses during COVID was necessary","M","block1","M-S-Jay.png","MC","list1","list1_2","list1_NS",NA,"Jay","liberal",0.71,NA,3383,15,"S",2,"lockdown","NS",0.66,"block2",0.5,0.75,0.15,0.85,1,0.51,17319,24,0.57,"Virginia","New Mexico","CORRECT","block3",1,4305,51,NA,12,"default","How peoples perception of biases are effected by how people look and where they live.","No",36,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.38,0,0,0,0,0,0,NA,1,"PA","['PA']",NA,NA
4147,"default","the minimum wage is too high","M","block1","M-S-Joseph.png","critical","list1","list1_2","list1_NS","Ken isn't annoyed that","Joseph","conservative",0,"be_annoyed",2568,16,"S",2,"minimum_wage","NS",0.62,"block2",0.13,0.53,0.1,0.57,0.88,0.77,16489,25,0.77,"Mississippi","Montana","CORRECT","block3",0.2,5496,49,NA,13,"default","How peoples perception of biases are effected by how people look and where they live.","No",36,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.38,0,0,0,0,0,0,NA,1,"PA","['PA']",NA,NA
4147,"default","mask mandates are necessary","F","block1","F-N-Michelle.png","critical","list1","list1_2","list1_NS","Wendy didn't pretend that","Michelle","liberal",0.6,"pretend",5072,17,"N",2,"masks","NS",0.76,"block2",0.77,0.77,0.81,0.79,1,0.18,15760,33,0.72,"Pennsylvania","Idaho","CORRECT","block3",0.18,5670,48,NA,14,"default","How peoples perception of biases are effected by how people look and where they live.","No",36,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.38,0,0,0,0,0,0,NA,1,"PA","['PA']",NA,NA
4147,"default","U.S. presidential elections are held in November",NA,"block1","NA.png","O","list1","list1_2","list1_NS",NA,NA,NA,1,NA,3358,18,NA,2,"elections","NS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"default","How peoples perception of biases are effected by how people look and where they live.","No",36,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.38,0,0,0,0,0,0,NA,1,"PA","['PA']",NA,NA
4147,"default","it is too difficult to buy guns","M","block1","M-S-Ryan.png","critical","list1","list1_2","list1_NS","Owen isn't right that","Ryan","conservative",0,"be_right",2856,19,"S",2,"gun_laws","NS",0.53,"block2",0.2,0.39,0.21,0.5,1,0.75,16183,29,0.75,"Arkansas","Wisconsin","CORRECT","block3",0.81,4984,58,NA,16,"default","How peoples perception of biases are effected by how people look and where they live.","No",36,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.38,0,0,0,0,0,0,NA,1,"PA","['PA']",NA,NA
4350,"default","it is too hard to get an abortion","M","block1","M-S-Joseph.png","critical","list2","list2_2","list2_S","Grace didn't hear that","Joseph","liberal",0.93,"hear",5206,4,"S",2,"abortion","S",0.53,"block2",0.14,0.31,0.1,0.24,0.02,0.87,25710,31,0.06,"Mississippi","New Hampshire","INCORRECT","block3",0.93,5776,60,NA,1,"default","how our political views impact how we understand or perceive others","No",22,"Yes","not sure if this matters, but i recognized the faces as being from chicago face database",3,"Female",3,NA,NA,"Dem",0.02,0,0,0,0,0,0,NA,1,"PA","['MD', 'MA']",NA,NA
4350,"default","the capital of the US is in Ohio",NA,"block1","NA.png","O","list2","list2_2","list2_S",NA,NA,NA,0.01,NA,3786,5,NA,2,"capital","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"default","how our political views impact how we understand or perceive others","No",22,"Yes","not sure if this matters, but i recognized the faces as being from chicago face database",3,"Female",3,NA,NA,"Dem",0.02,0,0,0,0,0,0,NA,1,"PA","['MD', 'MA']",NA,NA
4350,"default","COVID is an overhyped virus","M","block1","M-S-Ryan.png","critical","list2","list2_2","list2_S","Mary didn't hear that","Ryan","conservative",0.03,"hear",3215,6,"S",2,"COVID","S",0.59,"block2",0.12,0.35,0.13,0.22,1,0.88,18797,24,0.91,"Arkansas","Minnesota","CORRECT","block3",0.93,7047,53,NA,3,"default","how our political views impact how we understand or perceive others","No",22,"Yes","not sure if this matters, but i recognized the faces as being from chicago face database",3,"Female",3,NA,NA,"Dem",0.02,0,0,0,0,0,0,NA,1,"PA","['MD', 'MA']",NA,NA
4350,"default","it is too easy to buy guns","M","block1","M-N-James.png","critical","list2","list2_2","list2_S","Owen didn't admit that","James","liberal",0.93,"admit",2792,7,"N",2,"gun_laws","S",0.4,"block2",0.92,0.75,0.18,0.41,0.95,0.07,21682,36,0.74,"New York","North Dakota","CORRECT","block3",0.97,7119,56,NA,4,"default","how our political views impact how we understand or perceive others","No",22,"Yes","not sure if this matters, but i recognized the faces as being from chicago face database",3,"Female",3,NA,NA,"Dem",0.02,0,0,0,0,0,0,NA,1,"PA","['MD', 'MA']",NA,NA
4350,"default","U.S. presidential elections are held in November",NA,"block1","NA.png","O","list2","list2_2","list2_S",NA,NA,NA,0.92,NA,6568,8,NA,2,"elections","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"default","how our political views impact how we understand or perceive others","No",22,"Yes","not sure if this matters, but i recognized the faces as being from chicago face database",3,"Female",3,NA,NA,"Dem",0.02,0,0,0,0,0,0,NA,1,"PA","['MD', 'MA']",NA,NA
4350,"default","the 2020 election was legitimate","F","block1","F-S-Kimberly.png","critical","list2","list2_2","list2_S","Jen isn't annoyed that","Kimberly","liberal",0.99,"be_annoyed",3479,9,"S",2,"2020_election","S",0.61,"block2",0.16,0.23,0.84,0.27,0,0.89,21152,22,0.3,"Alabama","Hawaii","INCORRECT","block3",0.96,7528,44,NA,6,"default","how our political views impact how we understand or perceive others","No",22,"Yes","not sure if this matters, but i recognized the faces as being from chicago face database",3,"Female",3,NA,NA,"Dem",0.02,0,0,0,0,0,0,NA,1,"PA","['MD', 'MA']",NA,NA
4350,"default","medicaid is underfunded","F","block1","F-S-Amy.png","critical","list2","list2_2","list2_S","Allison doesn't know that","Amy","liberal",0.75,"know",17645,10,"S",2,"medicaid","S",0.43,"block2",0.17,0.48,0.68,0.26,0.96,0.83,46120,28,0.22,"Arkansas","Rhode Island","CORRECT","block3",0.96,5586,55,NA,7,"default","how our political views impact how we understand or perceive others","No",22,"Yes","not sure if this matters, but i recognized the faces as being from chicago face database",3,"Female",3,NA,NA,"Dem",0.02,0,0,0,0,0,0,NA,1,"PA","['MD', 'MA']",NA,NA
4350,"default","mask mandates are unnecessary","F","block1","F-S-Donna.png","critical","list2","list2_2","list2_S","Wendy doesn't know that","Donna","conservative",0.11,"know",3837,11,"S",2,"masks","S",0.73,"block2",0.35,0.5,0.82,0.56,0.02,0.66,19949,32,0.65,"Tennessee","Kansas","INCORRECT","block3",0.17,11567,41,NA,8,"default","how our political views impact how we understand or perceive others","No",22,"Yes","not sure if this matters, but i recognized the faces as being from chicago face database",3,"Female",3,NA,NA,"Dem",0.02,0,0,0,0,0,0,NA,1,"PA","['MD', 'MA']",NA,NA
4350,"default","the rich are taxed too much","M","block1","M-S-Jay.png","MC","list2","list2_2","list2_S",NA,"Jay","conservative",0,NA,2858,12,"S",2,"taxes","S",0.47,"block2",0.66,0.64,0.23,0.69,0.97,0.36,21877,33,0.15,"Virginia","Wisconsin","CORRECT","block3",0.97,4354,40,NA,9,"default","how our political views impact how we understand or perceive others","No",22,"Yes","not sure if this matters, but i recognized the faces as being from chicago face database",3,"Female",3,NA,NA,"Dem",0.02,0,0,0,0,0,0,NA,1,"PA","['MD', 'MA']",NA,NA
4350,"default","the military is underfunded","M","block1","M-S-Anthony.png","critical","list2","list2_2","list2_S","Emma isn't annoyed that","Anthony","conservative",0,"be_annoyed",2712,13,"S",2,"military","S",0.47,"block2",0.25,0.38,0.03,0.34,0.98,0.76,17253,34,0.59,"Tennessee","Utah","CORRECT","block3",0.93,9661,59,NA,10,"default","how our political views impact how we understand or perceive others","No",22,"Yes","not sure if this matters, but i recognized the faces as being from chicago face database",3,"Female",3,NA,NA,"Dem",0.02,0,0,0,0,0,0,NA,1,"PA","['MD', 'MA']",NA,NA
4350,"default","immigrants support the economy","F","block1","F-N-Helen.png","critical","list2","list2_2","list2_S","Ben didn't pretend that","Helen","liberal",0.96,"pretend",2641,14,"N",2,"immigrants","S",0.46,"block2",0.96,0.79,0.84,0.84,0.02,0.05,26374,29,0.91,"California","Nevada","INCORRECT","block3",0.06,9203,49,NA,11,"default","how our political views impact how we understand or perceive others","No",22,"Yes","not sure if this matters, but i recognized the faces as being from chicago face database",3,"Female",3,NA,NA,"Dem",0.02,0,0,0,0,0,0,NA,1,"PA","['MD', 'MA']",NA,NA
4350,"default","closing businesses during COVID was unnecessary","F","block1","F-N-Veronica.png","MC","list2","list2_2","list2_S",NA,"Veronica","conservative",0.04,NA,2964,15,"N",2,"lockdown","S",0.51,"block2",0.92,0.73,0.82,0.63,0.01,0.09,18921,26,0.29,"Illinois","Wyoming","INCORRECT","block3",0.83,20766,38,NA,12,"default","how our political views impact how we understand or perceive others","No",22,"Yes","not sure if this matters, but i recognized the faces as being from chicago face database",3,"Female",3,NA,NA,"Dem",0.02,0,0,0,0,0,0,NA,1,"PA","['MD', 'MA']",NA,NA
4350,"default","the uprising at the Capitol was patriotic","F","block1","F-N-Lisa.png","critical","list2","list2_2","list2_S","Glenn didn't admit that","Lisa","conservative",0.01,"admit",2970,16,"N",2,"capitol_uprising","S",0.67,"block2",0.67,0.84,0.85,0.81,0,0.36,20805,23,0.21,"Oregon","Delaware","INCORRECT","block3",0.84,7884,46,NA,13,"default","how our political views impact how we understand or perceive others","No",22,"Yes","not sure if this matters, but i recognized the faces as being from chicago face database",3,"Female",3,NA,NA,"Dem",0.02,0,0,0,0,0,0,NA,1,"PA","['MD', 'MA']",NA,NA
4350,"default","Trump's policies improved the American economy","M","block1","M-N-John.png","critical","list2","list2_2","list2_S","Tony isn't right that","John","conservative",0.06,"be_right",2701,17,"N",2,"Trump_economy","S",0.78,"block2",0.66,0.66,0.22,0.4,1,0.42,32750,21,0.39,"California","Illinois","CORRECT","block3",0.07,21488,58,NA,14,"default","how our political views impact how we understand or perceive others","No",22,"Yes","not sure if this matters, but i recognized the faces as being from chicago face database",3,"Female",3,NA,NA,"Dem",0.02,0,0,0,0,0,0,NA,1,"PA","['MD', 'MA']",NA,NA
