workerid,proliferate.condition,about,accent,age,american,comments,education,gender,income,language,otherParty,party,politics,race_asian,race_black,race_hawaiian,race_latino,race_native,race_otherRaceCheck,race_otherRaceText,race_white,state,state1year,whichAccent,error
4274,default,Biases based on perceptions,Yes,48,Yes,,3,Male,1,"Spanish, Japanese",,Lib,0.49,0,0,0,0,0,0,,1,FL,['FL'],British,
4104,default,"Perceptions of peoples political beliefs based on location, age, etc. ",No,41,Yes,None.,2,Female,6,None,,Dem,0.32,0,0,0,0,0,0,,1,MN,"['IA', 'MN']",N/A,
4020,default,not sure,-1,43,Yes,,3,Female,2,,,Other,0.48,0,0,0,0,0,0,,1,IN,['IN'],,
4270,default,I don't know,No,57,Yes,,1,Female,1,,,Rep,0.64,0,0,0,0,0,0,,1,CA,['CA'],,
4310,default,Measuring bias based on demographic factors.,No,51,Yes,Lots of fun.  Thank you.,3,Male,3,None,,Dem,0.63,0,0,0,0,0,0,,1,WA,"['ID', 'WA']",N/A,
4023,default,How we perceive people's demographics and their intelligence against our own beliefs and backgrounds.,Yes,49,Yes,I have no further comments.,2,Female,2,none,,Green,0.51,0,0,0,0,0,0,,1,IL,"['CO', 'IL']",Chicago,
4278,default,I have no idea,Yes,56,Yes,,2,Female,4,english,,Green,0,0,0,0,0,0,0,,1,NJ,['PA'],new york,
4144,default,Judging people based on appearance and demographic factors,No,55,Yes,,3,Male,5,English,,Dem,0.11,0,0,0,0,0,0,,1,OH,['OH'],,
4194,default,Perception of people's political views based on their appearance and where they are from.,Yes,23,Yes,,3,Female,3,n/a,,Dem,0,0,0,0,0,1,0,,1,SD,"['CA', 'SD']",northern/midwestern,
4211,default,How people view others.,No,35,Yes,Seemed pretty straightforward.,1,Male,1,n/a,,Dem,0,0,0,0,0,0,0,,1,WI,"['MA', 'WI']",n/a,
4328,default,I don't know,No,34,Yes,"I never like those slider questions. one of the last asked me something like how certain was Joe that there are too many environmental laws. he stated that it is false there are too many. so which is the right answer here? 100% yes or no? he is 100% certain, but not for what was proposed. but if I choose 100% not certain, it is a bit misleading regarding his conviction.",4,Male,6,,,Green,0.51,0,0,0,0,0,0,,1,NY,"['ME', 'MA', 'NY']",,
4287,default,See how personal perceptions effect what I believe people are and their political beliefs.,No,40,Yes,,4,Female,6,,,Dem,0.08,0,0,0,0,0,0,,1,PA,['PA'],,
4119,default,regional political beliefs,No,55,Yes,none,3,Female,3,,,Rep,0.99,0,0,0,0,0,0,,1,MO,['MO'],,
4086,default,evaluating people based on their looks,No,58,Yes,none,3,Male,2,none,,Dem,0.12,0,0,0,0,0,0,,1,FL,"['FL', 'NJ']",,
4214,default,I'm not sure. ,No,46,Yes,No thanks. ,2,Male,1,None,It varies,-1,0.52,0,0,0,0,0,0,,1,WV,['WV'],,
4156,default,impressions of people based off of little information and their political standings,No,31,Yes,,1,Female,1,,,Rep,1,0,0,0,0,0,0,,1,CO,['IL'],,
4136,default,Perception of people's political beliefs based on where they're from and other demographic info,No,34,Yes,,4,Female,2,,,Green,0.02,0,0,0,0,0,0,,1,NY,['NY'],,
4071,default,Judging people based on their demographics,No,34,Yes,,2,Female,4,,,Dem,0.11,0,0,0,0,0,0,,1,WI,['WI'],,
4246,default,judging peoples political affiliation.,No,38,Yes,unique,1,Female,1,English,,Dem,0.03,0,0,0,0,0,0,,1,IN,['IN'],N/A,
4167,default,not sure,No,41,Yes,,3,Female,4,,,Dem,0.14,0,0,0,0,0,0,,1,PA,['PA'],,
4210,default,"seeing how people perceive other's political beliefs based on where they are from, their age, gender and race",Yes,30,Yes,I have also lived in Florida but it wouldn't let me select multiple states,4,Female,6,,,Dem,0.1,0,0,0,0,0,0,,1,NY,['CT'],southern/Florida,
4232,default,Political beliefs ,No,31,Yes,n/a,3,Male,1,,,Rep,0.96,0,1,0,0,0,0,,0,LA,"['GA', 'KS', 'LA']",,
4199,default,,No,22,Yes,,3,Female,4,,,Dem,0.14,0,0,0,0,0,0,,1,MA,"['CA', 'CO', 'MA', 'NY']",,
4150,default,"Location, race in assuming political affiliation",No,24,Yes,,3,Female,4,,,Dem,0.16,1,0,0,0,0,0,,0,WA,['MI'],,
4276,default,To see how we judge people's political beliefs.,Yes,28,Yes,Thanks!,3,Male,5,English,,Dem,0.05,0,0,0,0,0,0,,1,TN,['TN'],Memphis,
4254,default,"Our biases on where people live, their age, and their appearances affect how we think they align politically as well as how intelligent we think they are.",Yes,24,Yes,,3,Female,0,,,Dem,0.41,0,0,0,0,0,0,,1,NE,"['KS', 'NE']",Midwestern,
4025,default,Political leanings,Yes,33,Yes,,2,Other,2,None,,Dem,0,0,0,0,0,0,0,,1,GA,"['GA', 'IN']",Southern/country,
4073,default,assumptions based on geographic location,Yes,51,Yes,,3,Female,3,,,Rep,0.76,0,0,0,0,0,0,,1,AZ,"['AZ', 'NY']",northeast US,
4293,default,Bias?,No,32,Yes,Thank you!,2,Male,2,none,,Dem,0,0,0,0,0,0,0,,1,NV,['NV'],,
4272,default,One's perception of a persons opinion based on their look and place of residence.,No,42,Yes,This was fascinating. Thank you!,3,Male,3,,,Green,0.48,0,0,0,0,0,0,,1,FL,"['AZ', 'FL', 'ME', 'MA', 'NH', 'NY', 'VA']",,
4198,default,I think this experiment is about learning how people make assumptions about others on limited information.,No,30,Yes,I thought everything was clear and easy to understand. Thank you!,1,Female,2,N/A,,Rep,0.58,0,0,0,0,0,0,,1,OH,['OH'],,
4233,default,How people are perceived ,No,29,Yes,,3,Female,5,,,Dem,0.35,0,0,0,0,0,0,,1,GA,['GA'],,
4283,default,first impressions,Yes,73,Yes,interesting ,3,Female,2,,none,Other,0.52,0,0,0,0,0,0,,1,TN,['TN'],southern,
4294,default,Determining a person's political stance,Yes,50,Yes,,4,Female,5,,,Dem,0.24,0,0,0,0,0,0,,1,NC,['NC'],Southern,
4285,default,Perception of others. And decision making on social beliefs.,No,37,Yes,Thank You,2,Male,5,N/A,,Rep,0.98,0,0,0,0,0,0,,1,FL,"['FL', 'NC', 'TN']",N/A,
4224,default,how I perceive there political opinions based on how they look/where they I've,No,26,Yes,,1,Female,4,,,Dem,0.47,0,0,0,0,0,0,,1,TN,['TN'],,
4026,default,How we perceive other people online.,Yes,55,Yes,,2,Female,1,,,Rep,0.96,0,0,0,0,0,0,,1,FL,['FL'],Southern,
4084,default,How people view others and their political views based on their faces and background.,Yes,23,Yes,none,3,Male,5,NA,,Dem,0.36,0,0,0,0,0,0,,1,PA,['PA'],Pennsylvanian,
4075,default,Perceptions of people's political thoughts based on location and/or race?,No,62,Yes,,3,Female,3,,,Dem,0.11,0,0,0,0,0,0,,1,NE,"['IA', 'NE', 'NJ', 'OR', 'PA']",,
4258,default,I do not know,No,32,Yes,,4,Male,5,,,Lib,0.52,0,0,0,0,0,0,,1,WI,['WI'],,
4061,default,not sure,No,36,Yes,,3,Female,3,,,Dem,0.14,0,0,0,0,0,0,,1,MA,"['MA', 'NH']",,
4320,default,unsure,No,49,Yes,,3,Female,3,english,,Dem,0.02,0,0,0,0,0,0,,1,OH,"['FL', 'IN', 'NC', 'OH', 'TN']",,
4238,default,unsure,No,34,Yes,,3,Female,4,,,Dem,0.01,0,0,0,0,0,0,,1,VA,['VA'],,
4179,default,Stereotypes and First impressions and how they lead to conclusions on factual sourcing.,Yes,40,Yes,"Some of the questions in part 3 were somewhat confusing.  Often after reading the comment from the person that was against something, the question would be in the affirmative or polar opposite.  It was hard to answer the question because each person had three different aspects to think about: For/Against, certainty without doubt, and knowledge of factual basis to support their conclusion.  Because of this, one could choose both sides, and base their decision ""factually"" on how they thought the question was being asked.",3,Male,3,none,,Dem,0.29,0,0,0,0,0,0,,1,LA,"['LA', 'MS', 'NC']",slight southern deep cowboy accent,
4305,default,I think the experiment is about guessing people's political orientations. ,No,44,Yes,No comments. ,2,Male,3,None,,Green,0,0,0,0,0,0,0,,1,VA,"['FL', 'OH', 'VA']",N/A,
4184,default,not sure,No,42,Yes,,3,Male,5,,,Green,0,0,0,0,0,0,0,,1,TN,['TN'],,
4256,default,political assumptions about others ,No,21,Yes,,3,Male,5,,,Green,0,0,0,0,1,0,0,,0,FL,['CT'],,
4201,default,Judgements and comprehension,Yes,27,Yes,Thank you!,2,Male,0,,,Dem,0.08,1,0,0,0,1,0,,0,MA,['MA'],American,
4056,default,maybe judgements about political affiliation based on sight,Yes,36,Yes,,3,Female,1,none,,Dem,0,0,0,0,0,0,0,,1,OH,"['CA', 'OH']",midwest,
4068,default,How I view others political beliefs and what they mean by what they say. ,Yes,30,Yes,None. Thank you.,3,Female,2,,Independent,Other,0.51,0,1,0,0,0,0,,0,WI,['WI'],Midwestern,
4313,default,Perceptions of people and use of leading language. ,Yes,28,Yes,Go Bucks! Class of 2015 alumna.,4,Female,3,N/A,I,Dem,0.37,0,0,0,0,0,0,,1,MD,"['MD', 'OH']",Midwest/Ohio,
4259,default,Perceptions of political beliefs based on geography,No,25,Yes,,4,Other,3,none,,Dem,0,0,0,0,0,0,0,,1,CA,"['CA', 'TX']",,
4180,default,I think it has to do with how race and location affect political perceptions. ,No,31,Yes,,3,Male,4,,,Dem,0.11,0,0,0,0,0,0,,1,NC,['NC'],,
4113,default,how we make impressions of what people political opinions would be,No,22,Yes,,2,Other,1,Spanish,,Dem,0.18,0,0,0,1,0,0,,0,CA,['CA'],,
4221,default,Biases,No,53,Yes,,3,Male,6,None,,Dem,0.13,0,0,0,0,0,0,,1,LA,"['GA', 'LA']",,
4139,default,I don't know,Yes,51,Yes,,2,Female,5,none,,Rep,0.62,0,0,0,0,0,0,,1,AR,"['AR', 'TX']",southern,
4273,default,Perceptions of people based on race and where they live. ,No,51,Yes,"I am not always sure where someone stands based on factors such as their current state of residence, age and the way they talk. ",3,Female,5,Yiddish ,,Dem,0.31,0,0,0,0,0,0,,1,NJ,"['NJ', 'NY']",,
4292,default,"How we judge people's political views based on what they look like, where they're from, their age, and what they say.",Yes,22,Yes,,3,Female,2,Spanish,,Lib,0.51,0,0,0,1,0,0,,1,SC,"['SC', 'TX']",Hispanic,
4133,default,perceptions ,No,32,Yes,,3,Male,5,,,Lib,0.44,0,0,0,0,0,0,,1,MO,['MO'],,
4326,default,To determine how people perceive others as well as their political preferences.,Yes,44,Yes,"It's always hard to determine details based on so little information, but also always fun to try.",2,Male,2,None,Independent,Other,0.5,0,0,0,0,0,0,,1,NJ,['NJ'],Jersey accent (So I've been told),
4188,default,"how location, gender, and appearance impact perceptions of political beliefs ",Yes,38,Yes,none,4,Female,6,None,Democratic Socialists,Other,0,0,0,0,0,0,0,,1,PA,"['KY', 'OH', 'PA']",Southern (slightly),
4241,default,Not sure,No,33,Yes,None,3,Male,4,,,Rep,0.69,0,0,0,0,0,0,,1,FL,['FL'],,
4123,default,making judgements,No,54,Yes,,3,Female,1,,,Dem,0.05,0,0,0,0,0,0,,1,OH,['OH'],,
4303,default,no idea,Yes,34,Yes,n/a,2,Female,3,,,Rep,0.7,0,0,0,0,0,0,,1,NE,['NE'],not sure,
4343,default,How we judge others on little information provided.,Yes,33,Yes,,2,Female,3,,,Dem,0.37,0,0,0,0,0,0,,1,TN,"['IL', 'KY']",Southern,
4262,default,"assumption of views based on location, gender and race",No,35,Yes,n/a,3,Male,1,,,Rep,0.8,0,0,0,0,0,0,,1,GA,"['GA', 'IL']",,
4124,default,political views,No,21,Yes,,3,Female,4,,,Rep,0.52,0,0,0,0,0,0,,1,AL,['AL'],,
4231,default,prejudices,No,58,Yes,,2,Female,5,,depends on which subject/policy,Other,0.5,0,0,0,0,0,0,,1,GA,"['CA', 'GA', 'IL', 'NH', 'NJ']",,
4347,default,How you feel and would respond to people's political ideologies,No,30,Yes,Everything was laid out fine in the study,2,Male,2,,,Rep,0.79,0,0,0,0,0,0,,1,IL,['IL'],,
4107,default,judgements,No,47,Yes,,3,Female,2,none,,Rep,0.42,0,0,0,0,0,0,,1,FL,"['FL', 'OH']",,
4070,default,How people's political views shape how they perceive the meaning of different statements,No,34,Yes,,3,Female,2,Korean,,Other,0.01,1,0,0,0,0,0,,0,IL,"['IL', 'NY']",,
4137,default,People's perceptions of other people with only knowing limited information about them.,No,61,Yes,,3,Male,4,English,,Rep,0.86,0,0,0,0,0,0,,1,FL,['FL'],,
4066,default,I'm not really sure.,Yes,32,Yes,"None, thanks.",3,Female,3,,,Dem,0.12,0,0,0,0,0,0,,1,TN,"['LA', 'MS', 'TN']",,
4269,default,Perceptions of people and political views.,Yes,39,Yes,,4,Male,2,,,Dem,0.24,0,0,0,0,0,0,,1,NC,['NC'],Southern,
4111,default,Perception of political/social beliefs.,No,34,Yes,,2,Female,1,,,Dem,0.05,0,0,0,0,0,0,,1,MO,"['AZ', 'CA', 'KS', 'MO']",,
4125,default,I think this experiment measured how race and location of residence can affect someone's perception.,Yes,32,Yes,No thank you.,3,Female,3,none,,Rep,0.56,0,1,0,0,0,0,,0,NC,['NC'],New York accent,
4288,default,To see if i could judge what a person believes in by simply looking at them or what they say. ,No,24,Yes,Everything went well and was easy to understand thank you! ,1,Male,3,,,Dem,0.08,0,0,0,1,0,0,,1,IL,['IL'],,
4108,default,,No,28,Yes,,3,Male,2,,Socialist/Communist parties,-1,0,0,0,0,0,0,0,,1,NC,"['IL', 'NC']",,
4161,default,To see how we judge others from different states?,No,49,Yes,The format was unique!,4,Female,4,none,,Dem,0.32,0,0,0,0,0,0,,1,NY,"['NY', 'TN']",,
4135,default,To determine how much we judge people based off of little knowledge. ,No,39,Yes,none,3,Female,4,none,,Dem,0.48,0,0,0,0,0,0,,1,VT,['VT'],none,
4308,default,,No,21,Yes,,2,Female,2,,,Green,0,0,0,0,0,0,0,,1,VA,['VA'],,
4063,default,Judging peoples views based on location.,No,62,Yes,,3,Male,0,n/a,,Dem,0.82,0,0,0,0,0,0,,1,CA,['CA'],,
4046,default,Perceptions about people's political ideology based on their appearance and where they come from.,No,38,Yes,N/A,4,Male,4,N/A,,Dem,0.12,0,0,0,0,0,0,,1,NJ,['NJ'],,
4072,default,Thoughts on political bias.,No,41,Yes,,2,Male,2,,,Dem,0.43,0,0,0,0,0,0,,1,MI,['MI'],,
4162,default,Judgement impressions based on very little info about a person.,No,25,Yes,N/a,3,Female,2,N/A,,Dem,0.27,0,1,0,0,0,0,,0,IL,"['IL', 'IN']",,
4261,default,"Opinions of peoples politics based on appearance, age, and state",No,22,Yes,,2,Female,5,,Leftist,Other,0,0,0,0,0,0,0,,1,NC,['NC'],,
4215,default,Opinions on politics based on race and gender,No,30,Yes,Good survey,3,Male,4,,,Dem,0.3,0,0,0,0,0,0,,1,OH,['OH'],,
4206,default,Race and political assumptions,No,23,Yes,,3,Male,7,German,,Lib,0.46,0,0,0,0,0,0,,1,OH,['OH'],,
4297,default,racism ? ,No,35,Yes,,3,Female,2,,,Dem,0.17,0,0,0,1,0,0,,1,NJ,,,
4314,default,Not sure,No,29,Yes,"Wording used in the last part was poor, but it was maybe a part of the experiment.",4,Male,1,,,Other,0.47,0,0,0,0,0,0,,1,MI,['MI'],,
4036,default,"To see if people judge based on appearance, a persons political views. ",Yes,28,Yes,No comments! Thank you for the survey! :),1,Female,2,,,Dem,0.04,0,0,0,0,0,0,,1,OK,"['OK', 'TX']",Southern,
4177,default,stereotypes of people and their assumed beliefs ,No,25,Yes,,3,Female,0,none,,Dem,0.12,0,0,0,0,0,0,,1,KS,['MO'],,
4325,default,im not sure,No,37,Yes,nice study,4,Female,3,,,Rep,0.1,0,0,0,0,0,0,,1,CA,['CA'],,
4247,default,How people view others from different political parties.,No,26,Yes,,2,Male,1,Korean,,Dem,0,1,0,0,0,0,0,,0,NY,['NY'],,
4077,default,na,No,28,Yes,na,4,Female,2,,,Dem,0.3,0,0,0,0,0,0,,1,TN,"['AR', 'CA', 'IL', 'IA', 'MO', 'OH', 'OK', 'TN', 'TX']",,
4286,default,Judging others with limited information,No,35,Yes,none,1,Male,2,,,Lib,0.64,0,0,0,0,0,0,,1,FL,"['FL', 'IN']",,
4080,default,To see if you think the other party is smart or lying.,No,35,Yes,n/a,4,Female,3,none,,Dem,0.03,0,0,0,0,0,0,,1,NY,['NY'],none,
4213,default,social/political judgements based on what people look like and where they live.,No,42,Yes,,3,Female,2,,,Dem,0.25,0,0,0,0,0,0,,1,NY,"['AZ', 'NY', 'PA']",,
4176,default,Peoples judgement of others political affiliation and beliefs based on appearance and location,No,32,Yes,Thanks for the opportunity,2,Female,1,N/A,,Dem,0.01,0,0,0,0,0,0,,1,NY,['NY'],N/A,
4081,default,Maybe whether people's preconceptions about others affect how certain they believe others are about the things they say.,No,36,Yes,,4,Female,0,none,,Dem,0.17,0,0,0,0,0,0,,1,MA,"['MA', 'OR']",N/A,
4226,default,To see if we can predict what people think by their looks and where they are from.,No,59,Yes,Thank you for this opportunity!,1,Female,2,none,,Rep,0.91,0,0,0,0,0,0,,1,KY,"['IN', 'IA', 'KS', 'KY']",,
4109,default,how we judge people based on looks and demographics,No,35,Yes,,4,Female,3,none,,Rep,0.54,1,0,0,0,0,0,,0,AZ,"['AZ', 'CA']",,
4138,default,perceptions of others views,No,34,Yes,,3,Male,3,n/a,,Dem,0.02,0,0,0,0,0,0,,1,CA,"['CA', 'MD', 'SC']",n/a,
4279,default,To understand how people perceive others based on political beliefs.,No,23,Yes,The third part of the experiment was hard because some of the statements were confusing. A lot of the statements were asking how true something is that someone did NOT say. This double negative got confusing.,3,Female,7,Chinese,,Dem,0,1,0,0,0,0,0,,0,PA,['DE'],,
4253,default,Perceptions of what people say based on initial impressions,Yes,25,Yes,,3,Female,5,,,Dem,0.15,0,0,0,0,0,0,,1,IN,['IN'],midwestern,
4185,default,I don't know.,No,34,Yes,,3,Male,2,,,Green,0,1,1,0,0,0,0,,1,CT,"['CT', 'VT']",,
4169,default,,Yes,56,Yes,,2,Female,3,,,Rep,0.72,0,0,0,0,0,0,,1,AZ,"['AR', 'CO', 'LA', 'MT', 'SD', 'TX']",southern,
4106,default,Biases based on appearance in online interactions with minimal external information.,Yes,46,Yes,,1,Male,2,none,,Dem,0.15,0,0,0,0,0,0,,1,FL,"['FL', 'OH']",Southern (mild),
4266,default,"Judging people based on their looks, location, age, and eventually comments.",Yes,35,Yes,,4,Female,2,,,Dem,0.12,0,0,0,0,0,1,Middle Eastern,1,NC,"['NC', 'VA']",American Southern,
4341,default,Gauging how people who lean liberal and conservative view others and their opinions,No,22,Yes,,3,Female,1,,,Dem,0.34,0,0,0,0,0,0,,1,FL,['NY'],,
4309,default,First impressions,Yes,64,Yes,,3,Male,1,,,Dem,0.21,0,0,0,0,0,0,,1,TX,['TX'],Northern NY,
4230,default,The way people stereotype others based on appearance and place of origin.,No,31,Yes,,2,Other,0,,,Dem,0,0,1,0,0,0,0,,1,WA,['WA'],,
4204,default,Individuals political beliefs and how they affect decision making,No,21,Yes,,2,Female,3,Spanish,,Dem,0.12,0,1,0,0,0,0,,0,NY,['NY'],N/A,
4240,default,I am unsure,No,42,Yes,,3,Female,4,,,Dem,0.18,0,1,0,0,0,0,,0,MA,['MA'],,
4122,default,no idea,No,35,Yes,,2,Female,3,none,,Dem,0.11,0,0,0,0,0,0,,1,TX,"['FL', 'OH', 'TX']",,
4040,default,,No,21,Yes,,3,Female,6,,,Dem,0.28,0,0,0,0,0,0,,1,MI,,,
4235,default,no idea,No,44,Yes,,4,Male,6,Korean,,Green,0,0,0,0,0,0,0,,1,IN,['IN'],,
4173,default,How we judge people based on what they say and their political beliefs.,Yes,41,Yes,,3,Female,1,,,Dem,0.02,0,0,0,0,0,0,,1,WI,['WI'],Midwestern,
4114,default,"If I base a person's political views by the state they live in, gender or race.",No,48,Yes,Thank you!,3,Female,3,N/A,,Dem,0.45,0,0,0,0,0,0,,1,OH,['OH'],N/A,
4093,default,Appearances and origin and how we interpret that person. Also to see how differences in stating something change how we interpret it.,No,20,Yes,,2,Female,0,,,Dem,0,0,0,0,0,0,0,,1,SC,"['MA', 'OH', 'SC']",,
4267,default,judging political beliefs based on location and appearance,No,27,Yes,,3,Female,1,none,,Dem,0,0,0,0,0,0,1,Arab,0,MD,"['AR', 'MI', 'MO']",,
4041,default,Guessing people's political perceptions.,No,45,Yes,,3,Female,2,,,Dem,0.1,0,1,0,0,0,0,,0,MD,['MD'],,
4152,default,unsure,No,46,Yes,,3,Female,1,,,Rep,0.46,0,0,0,0,0,0,,1,CT,['CT'],,
4079,default,Politics,No,68,Yes,There is a difference between immigration (which is a legal path to living in the US) and illegal immigration (which is theft of services). My answers were in relation to legal immigration. ,3,Male,6,,,Rep,0.93,0,0,0,0,0,0,,1,FL,"['CA', 'FL', 'KS', 'MN', 'NJ', 'OR']",,
4131,default,Analyze my perception of other people's political opinions.,No,34,Yes,,3,Male,3,,,Rep,0.66,0,0,0,0,0,0,,1,TX,['TX'],,
4115,default,Judging a person's beliefs on where they originate from.,No,30,Yes,,3,Female,6,,,Dem,0,0,0,0,0,0,0,,1,IN,"['IN', 'MO']",,
4029,default,recruiting,Yes,35,Yes,,1,Male,2,no,,Lib,,0,0,0,0,0,0,,1,WY,"['AL', 'MI', 'WY']",none,
4319,default,perception,No,39,Yes,,2,Female,1,,na,Other,0.49,0,1,0,0,0,0,,0,TN,"['NM', 'NY', 'NC', 'ND', 'OH', 'OK', 'OR', 'PA', 'RI', 'SC', 'SD', 'TN', 'TX']",,
4271,default,How we guess at other people's political beliefs based on their appearance and where they live?,No,25,Yes,,3,Female,4,,,Dem,0.19,0,0,0,0,0,0,,1,MA,"['CT', 'MA', 'NY']",,
4228,default,Wordplay with statements about other people. ,No,23,Yes,,3,Male,4,,,Dem,0.07,0,0,0,0,0,0,,1,KS,['KS'],,
4091,default,unsure,No,29,Yes,,3,Female,5,,,Dem,0.49,1,0,0,0,0,0,,0,OH,['OH'],,
4064,default,I don't know.,Yes,53,Yes,,1,Female,5,,,Rep,0.71,0,0,0,0,0,0,,1,MI,"['MI', 'NC']",Midwestern,
4033,default,politics based on ethnicity/race of a person from what one judges they are.,No,46,Yes,,1,Female,1,None,,Rep,0.88,0,0,0,0,0,0,,1,PA,['PA'],None,
4120,default,Impressions of other's political beliefs,No,30,Yes,,3,Female,2,None,,Dem,0.18,0,0,0,0,0,0,,1,OR,,,
4045,default,no idea,No,43,Yes,Some of the double negative (ie he said she thought) and then the question wording on section 3 was a bit confusing. Might try and make that more clear?,4,Male,7,na,,Dem,0.41,0,0,0,0,0,0,,1,VA,,,
4053,default,"Whether someone's race has an impact on how their political views are perceived, but I judged more on their location since some states are more conservative leaning than others.",No,37,Yes,,4,Female,1,None,,Lib,0.56,0,0,0,0,0,0,,1,NJ,['NJ'],None,
4165,default,Judgements on peoples politcal beliefs and the opposing party.,Yes,25,Yes,I have none.,2,Other,0,Only English,,Dem,0,0,0,0,0,0,0,,1,TN,['TN'],Northern,
4101,default,perception of shared opinions,No,57,Yes,,3,Male,4,english,,Green,0.48,0,0,0,0,0,0,,1,NC,['NC'],,
4172,default,Judging others in regards to political/social issues,Yes,60,Yes,,4,Female,6,none,,Rep,0.95,0,0,0,0,0,0,,1,FL,['IL'],Midwest-Chicago,
4290,default,If peoples images and locations influenced what you thought of them. ,Yes,22,Yes,N/A,3,Female,4,None,,Dem,0,0,0,0,0,0,0,,1,MI,['MI'],Midwestern,
4182,default,no idea,No,64,Yes,,1,Female,4,,none,Other,0.47,0,0,0,0,0,0,,1,NE,,,
4099,default,,Yes,20,Yes,,2,Female,5,,,Dem,0.12,0,0,0,0,0,0,,1,NC,"['NC', 'VA']",Southern,
4060,default,How we perceive other people and the assumptions we make about their political beliefs.,No,29,Yes,"I couldn't figure out how to select all the states I've lived in for more than a year, so here's my list: New York, Pennsylvania, Tennessee, Louisiana, North Carolina",3,Female,7,,,Dem,0.07,0,0,0,0,0,0,,1,NC,['NC'],,
4353,default,How we perceive people who we disagree with politically ,Yes,27,Yes,"Easy to understand instructions, thank you for the opportunity",2,Female,2,,,Dem,0.04,0,0,0,0,0,0,,1,OK,"['CA', 'OK', 'TX', 'WV']",Texan,
4031,default,Political party affiliate,No,27,Yes,,3,Female,4,NA,,Dem,0.2,1,0,0,0,0,0,,1,CA,['CA'],,
4083,default,idk,Yes,25,Yes,,3,Female,4,none,,Green,0.1,0,0,0,0,0,0,,1,GA,"['GA', 'NC']",southern,
4265,default,political biases,No,36,Yes,,3,Female,5,,,Dem,0.19,0,0,0,0,0,0,,1,MI,"['MI', 'TX']",,
4100,default,Political opinions and judge of character ,No,28,Yes,Interesting/engaging survey!,4,Female,6,None,,Lib,0,0,0,0,0,0,0,,1,MA,['MA'],,
4289,default,judgments,No,43,Yes,,3,Male,6,,,Green,0.43,0,0,0,0,0,0,,1,IA,['IA'],,
4229,default,Perhaps to see how people correlate location and people's looks with their impression of his/her ideology,No,35,Yes,,4,Female,2,,,Dem,0.18,0,0,0,0,0,0,,1,NC,"['NY', 'NC']",,
4117,default,Political bias,No,28,Yes,,3,Male,3,None,,Dem,0.02,0,0,0,0,0,0,,1,WI,['WI'],n/a,
4142,default,I have no clue.,No,37,Yes,None.,3,Male,3,English only,,Dem,0.14,0,0,0,1,0,0,,1,,['NM'],None.,
4219,default,political view based on appearance ,No,39,Yes,,1,Female,0,na,,Lib,0.3,0,0,0,0,0,0,,1,PA,['PA'],,
4166,default,Don't really know,Yes,71,Yes,,4,Male,4,english,,Dem,0.21,0,0,0,0,0,0,,1,PA,"['OH', 'PA']",Southeast Ohio,
4032,default,I'm not sure,Yes,44,Yes,,4,Female,3,,,Dem,0.46,0,0,0,0,0,0,,1,GA,['GA'],Southern,
4028,default,perceptions of people based on profiles,No,46,Yes,,4,Female,1,,Independent,Other,0.42,0,0,0,0,0,1,multiracial,0,AL,"['AL', 'GA', 'MD', 'MI']",,
4130,default,How we judge people,No,35,Yes,,1,Male,2,,,Dem,0.31,0,0,0,0,0,0,,1,OR,,,
4158,default,It was about my impression of other people.,No,49,Yes,,3,Female,2,,,Dem,0.03,0,1,0,0,0,0,,0,LA,['LA'],,
4092,default,first impressions,No,35,Yes,,2,Female,4,,,Dem,0.11,0,1,0,0,0,0,,0,MD,['MD'],,
