"workerid","proliferate.condition.x","CC","SpeakerGender","block1","file","item_type","list","list_whichSpPoliticsFirst","matrix_clause","name","orientation","participant_beliefs","predicate","rt_block1","slide_number_block1","socialInfo","topic","whichSpPoliticsFirst","Southern_rating","age_correct","age_incorrect","age_rating","age_type","assertiveness_rating","block2","compQuestionType","democrat_rating","empathy_rating","femininity_rating","intelligence_rating","matrixName_correct","matrixName_incorrect","matrixName_type","republican_rating","rt_block2","slide_number_block2","spBelief_rating","block3","projection","rt_block3","slide_number_block3","true_false","trial","proliferate.condition.y","about","accent","age","american","comments","education","gender","income","language","otherParty","party","politics","race_asian","race_black","race_hawaiian","race_latino","race_native","race_otherRaceCheck","race_otherRaceText","race_white","state","state1year","whichAccent","error","raceCollapsed","multipleRaces"
4490,"default","it is too easy to buy guns","M","block1","M-S-Joseph.png","critical","list2","list2_NS","Owen doesn't see that","Joseph","liberal",0.67,"see",3647,18,"S","gun_laws","NS",0.85,27,21,1,"CORRECT",0.75,"block2","name_question",0.28,0.47,0.29,0.56,"Owen","Rhonda","CORRECT",0.84,25287,29,0.52,"block3",0.73,26105,36,NA,15,"default","different regions of politics","No",36,"Yes",NA,3,"Male",-1,"none",NA,"Dem",0.38,NA,"black",0,NA,NA,NA,NA,NA,"GA","['GA']",NA,NA,"black",0
4379,"default","closing businesses during COVID was necessary","F","block1","F-N-Ashley.png","MC","list1","list1_NS",NA,"Ashley","liberal",0.51,NA,12185,4,"N","lockdown","NS",0.25,28,20,1,"CORRECT",0.42,"block2","age_question",0.4,0.71,1,0.58,"the lockdown","affirmative action","CORRECT",0.84,34388,27,0.25,"block3",1,10329,41,NA,1,"default","Understanding peoples beliefs","Yes",36,"Yes",NA,3,"Male",2,NA,NA,"Dem",0.49,NA,"black",0,NA,NA,NA,NA,NA,"MD",NA,NA,NA,"black",0
4379,"default","it is too difficult to buy guns","M","block1","M-S-Joseph.png","critical","list1","list1_NS","Owen doesn't see that","Joseph","conservative",0.35,"see",8815,5,"S","gun_laws","NS",0.7,27,24,0,"INCORRECT",0.61,"block2","name_question",0.48,0.72,0,0.82,"Owen","Shari","INCORRECT",0.65,35549,25,0.48,"block3",1,14956,50,NA,2,"default","Understanding peoples beliefs","Yes",36,"Yes",NA,3,"Male",2,NA,NA,"Dem",0.49,NA,"black",0,NA,NA,NA,NA,NA,"MD",NA,NA,NA,"black",0
4379,"default","the minimum wage is too high","F","block1","F-S-Donna.png","critical","list1","list1_NS","Ken didn't hear that","Donna","conservative",0,"hear",7598,6,"S","minimum_wage","NS",0.47,36,31,1,"CORRECT",0.75,"block2","age_question",0.47,0.74,1,0.7,"Ken","Rhonda","CORRECT",0.97,32647,22,0.46,"block3",0.98,112258,37,NA,3,"default","Understanding peoples beliefs","Yes",36,"Yes",NA,3,"Male",2,NA,NA,"Dem",0.49,NA,"black",0,NA,NA,NA,NA,NA,"MD",NA,NA,NA,"black",0
4379,"default","COVID is a dangerous virus","M","block1","M-N-John.png","critical","list1","list1_NS","Mary didn't admit that","John","liberal",1,"admit",3460,7,"N","covid","NS",0.34,30,39,0,"INCORRECT",0.45,"block2","name_question",0.27,0.71,0,0.6,"Mary","Fran","INCORRECT",0.81,29772,31,0.6,"block3",1,16971,49,NA,4,"default","Understanding peoples beliefs","Yes",36,"Yes",NA,3,"Male",2,NA,NA,"Dem",0.49,NA,"black",0,NA,NA,NA,NA,NA,"MD",NA,NA,NA,"black",0
4379,"default","medicaid is overfunded","F","block1","F-N-Helen.png","critical","list1","list1_NS","Allison doesn't think that","Helen","conservative",0,"think",6788,8,"N","medicaid","NS",0.32,29,19,0,"INCORRECT",0.61,"block2","name_question",0.24,0.71,1,0.52,"Allison","Olivia","INCORRECT",0.77,78333,24,0.78,"block3",1,30539,46,NA,5,"default","Understanding peoples beliefs","Yes",36,"Yes",NA,3,"Male",2,NA,NA,"Dem",0.49,NA,"black",0,NA,NA,NA,NA,NA,"MD",NA,NA,NA,"black",0
4379,"default","the 2020 election was rigged","M","block1","M-N-Tim.png","critical","list1","list1_NS","Jen didn't confess that","Tim","conservative",0,"confess",3825,9,"N","2020_election","NS",0.24,26,42,1,"CORRECT",0.67,"block2","age_question",0.44,0.64,0,0.67,"Jen","Marie","CORRECT",1,38118,21,0.52,"block3",0,62775,35,NA,6,"default","Understanding peoples beliefs","Yes",36,"Yes",NA,3,"Male",2,NA,NA,"Dem",0.49,NA,"black",0,NA,NA,NA,NA,NA,"MD",NA,NA,NA,"black",0
4379,"default","the capital of the US is in Ohio",NA,"block1","NA.png","O","list1","list1_NS",NA,NA,NA,0,NA,10808,10,NA,"capital","NS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"default","Understanding peoples beliefs","Yes",36,"Yes",NA,3,"Male",2,NA,NA,"Dem",0.49,NA,"black",0,NA,NA,NA,NA,NA,"MD",NA,NA,NA,"black",0
4379,"default","the uprising at the Capitol was domestic terrorism","M","block1","M-S-Anthony.png","critical","list1","list1_NS","Glenn doesn't see that","Anthony","liberal",1,"see",6402,11,"S","capitol_uprising","NS",0.98,29,24,0,"INCORRECT",0.71,"block2","age_question",0.55,0.53,0,0.68,"Glenn","Bill","INCORRECT",0.27,28691,32,0.65,"block3",0.98,18438,52,NA,8,"default","Understanding peoples beliefs","Yes",36,"Yes",NA,3,"Male",2,NA,NA,"Dem",0.49,NA,"black",0,NA,NA,NA,NA,NA,"MD",NA,NA,NA,"black",0
4379,"default","Trump's policies damaged the American economy","F","block1","F-S-Amy.png","critical","list1","list1_NS","Tony didn't hear that","Amy","liberal",0.62,"hear",5950,12,"S","Trump_economy","NS",0.77,26,37,0.99,"CORRECT",0.62,"block2","name_question",0.34,0.61,1,0.83,"Tony","Lucy","CORRECT",0.47,26550,33,0.56,"block3",1,16674,55,NA,9,"default","Understanding peoples beliefs","Yes",36,"Yes",NA,3,"Male",2,NA,NA,"Dem",0.49,NA,"black",0,NA,NA,NA,NA,NA,"MD",NA,NA,NA,"black",0
4379,"default","the military is overfunded","F","block1","F-N-Elizabeth.png","critical","list1","list1_NS","Emma didn't confess that","Elizabeth","liberal",0.87,"confess",4520,13,"N","military","NS",0.73,27,42,0,"INCORRECT",0.46,"block2","age_question",0.59,0.63,1,0.67,"Emma","Libby","INCORRECT",0.21,60069,30,0.19,"block3",1,56483,47,NA,10,"default","Understanding peoples beliefs","Yes",36,"Yes",NA,3,"Male",2,NA,NA,"Dem",0.49,NA,"black",0,NA,NA,NA,NA,NA,"MD",NA,NA,NA,"black",0
4379,"default","mask mandates are necessary","F","block1","F-N-Lisa.png","critical","list1","list1_NS","Wendy doesn't think that","Lisa","liberal",1,"think",3586,14,"N","masks","NS",0.38,34,21,0,"INCORRECT",0.56,"block2","name_question",0.56,0.64,1,0.67,"Wendy","Sally","INCORRECT",0.51,46924,26,0.18,"block3",0.98,102817,53,NA,11,"default","Understanding peoples beliefs","Yes",36,"Yes",NA,3,"Male",2,NA,NA,"Dem",0.49,NA,"black",0,NA,NA,NA,NA,NA,"MD",NA,NA,NA,"black",0
4379,"default","Trump handled the pandemic badly","M","block1","M-S-Ryan.png","critical","list1","list1_NS","Danny isn't right that","Ryan","liberal",0.72,"be_right",6663,15,"S","Trump_pandemic","NS",0.78,25,37,0.91,"CORRECT",0.65,"block2","name_question",0.31,0.52,0.15,0.58,"Danny","Danielle","CORRECT",0.81,42166,20,0.51,"block3",0,15964,51,NA,12,"default","Understanding peoples beliefs","Yes",36,"Yes",NA,3,"Male",2,NA,NA,"Dem",0.49,NA,"black",0,NA,NA,NA,NA,NA,"MD",NA,NA,NA,"black",0
4379,"default","immigrants steal jobs from Americans","F","block1","F-S-Sarah.png","critical","list1","list1_NS","Ben isn't right that","Sarah","conservative",0.15,"be_right",17502,16,"S","immigrants","NS",1,30,43,1,"CORRECT",0.59,"block2","name_question",0.46,0.65,0.88,0.73,"Ben","Sam","CORRECT",0.85,54818,28,0.72,"block3",0,25235,45,NA,13,"default","Understanding peoples beliefs","Yes",36,"Yes",NA,3,"Male",2,NA,NA,"Dem",0.49,NA,"black",0,NA,NA,NA,NA,NA,"MD",NA,NA,NA,"black",0
4379,"default","it is too easy to get an abortion","M","block1","M-N-Daniel.png","critical","list1","list1_NS","Grace didn't admit that","Daniel","conservative",0.5,"admit",4232,17,"N","abortion","NS",0.27,34,41,1,"CORRECT",0.64,"block2","age_question",0.16,0.65,0.01,0.73,"Grace","Isabelle","CORRECT",0.89,30610,23,0.38,"block3",1,26957,54,NA,14,"default","Understanding peoples beliefs","Yes",36,"Yes",NA,3,"Male",2,NA,NA,"Dem",0.49,NA,"black",0,NA,NA,NA,NA,NA,"MD",NA,NA,NA,"black",0
4379,"default","U.S. presidential elections are held in November",NA,"block1","NA.png","O","list1","list1_NS",NA,NA,NA,0.87,NA,6700,18,NA,"elections","NS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"default","Understanding peoples beliefs","Yes",36,"Yes",NA,3,"Male",2,NA,NA,"Dem",0.49,NA,"black",0,NA,NA,NA,NA,NA,"MD",NA,NA,NA,"black",0
4592,"default","U.S. presidential elections are held in November",NA,"block1","NA.png","O","list1","list1_NS",NA,NA,NA,1,NA,5321,4,NA,"elections","NS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"default","Judging conviction from ambiguous speech","Yes",41,"Yes",NA,2,"Male",4,"English",NA,"Rep",0.76,NA,NA,0,NA,NA,NA,NA,"white","MO","['FL', 'MO', 'VA']","British",NA,"white",0
4592,"default","it is too difficult to buy guns","M","block1","M-S-Joseph.png","critical","list1","list1_NS","Owen doesn't know that","Joseph","conservative",0.02,"know",7884,5,"S","gun_laws","NS",0.98,27,40,0.99,"CORRECT",0.48,"block2","name_question",0.41,0.48,0.16,0.46,"Owen","Libby","CORRECT",0.77,29936,22,0.57,"block3",0.99,10207,54,NA,2,"default","Judging conviction from ambiguous speech","Yes",41,"Yes",NA,2,"Male",4,"English",NA,"Rep",0.76,NA,NA,0,NA,NA,NA,NA,"white","MO","['FL', 'MO', 'VA']","British",NA,"white",0
4592,"default","Trump's policies damaged the American economy","F","block1","F-S-Amy.png","critical","list1","list1_NS","Tony didn't suggest that","Amy","liberal",0,"suggest",6106,6,"S","Trump_economy","NS",0.99,26,19,0.01,"INCORRECT",0.58,"block2","name_question",0.46,0.55,0.91,0.57,"Tony","Shari","INCORRECT",0.62,25542,26,0.25,"block3",0,17125,53,NA,3,"default","Judging conviction from ambiguous speech","Yes",41,"Yes",NA,2,"Male",4,"English",NA,"Rep",0.76,NA,NA,0,NA,NA,NA,NA,"white","MO","['FL', 'MO', 'VA']","British",NA,"white",0
4592,"default","it is too easy to get an abortion","M","block1","M-N-Daniel.png","critical","list1","list1_NS","Grace didn't confess that","Daniel","conservative",0.99,"confess",2909,7,"N","abortion","NS",0.01,34,41,0.01,"INCORRECT",0.59,"block2","name_question",0.48,0.46,0.11,0.61,"Grace","Sally","INCORRECT",0.56,30907,24,0.66,"block3",0.01,12884,51,NA,4,"default","Judging conviction from ambiguous speech","Yes",41,"Yes",NA,2,"Male",4,"English",NA,"Rep",0.76,NA,NA,0,NA,NA,NA,NA,"white","MO","['FL', 'MO', 'VA']","British",NA,"white",0
4592,"default","mask mandates are necessary","F","block1","F-N-Lisa.png","critical","list1","list1_NS","Wendy doesn't see that","Lisa","liberal",0.02,"see",3584,8,"N","masks","NS",0,34,21,0.02,"INCORRECT",0.58,"block2","name_question",0.65,0.68,0.92,0.57,"Wendy","Charlotte","INCORRECT",0.37,21110,31,0.81,"block3",0.98,10568,41,NA,5,"default","Judging conviction from ambiguous speech","Yes",41,"Yes",NA,2,"Male",4,"English",NA,"Rep",0.76,NA,NA,0,NA,NA,NA,NA,"white","MO","['FL', 'MO', 'VA']","British",NA,"white",0
4592,"default","the minimum wage is too high","F","block1","F-S-Donna.png","critical","list1","list1_NS","Ken didn't suggest that","Donna","conservative",0.41,"suggest",10200,9,"S","minimum_wage","NS",0.99,36,24,1,"CORRECT",0.63,"block2","age_question",0.47,0.62,0.84,0.53,"Ken","Lucy","CORRECT",0.64,20593,30,0.75,"block3",0.01,11449,46,NA,6,"default","Judging conviction from ambiguous speech","Yes",41,"Yes",NA,2,"Male",4,"English",NA,"Rep",0.76,NA,NA,0,NA,NA,NA,NA,"white","MO","['FL', 'MO', 'VA']","British",NA,"white",0
4592,"default","closing businesses during COVID was necessary","F","block1","F-N-Ashley.png","MC","list1","list1_NS",NA,"Ashley","liberal",0.22,NA,8046,10,"N","lockdown","NS",0.02,28,20,0.99,"CORRECT",0.59,"block2","name_question",0.78,0.78,0.95,0.59,"the lockdown","universal basic income","CORRECT",0.39,21580,27,0.9,"block3",1,9257,37,NA,7,"default","Judging conviction from ambiguous speech","Yes",41,"Yes",NA,2,"Male",4,"English",NA,"Rep",0.76,NA,NA,0,NA,NA,NA,NA,"white","MO","['FL', 'MO', 'VA']","British",NA,"white",0
4592,"default","the military is overfunded","F","block1","F-N-Elizabeth.png","critical","list1","list1_NS","Emma didn't hear that","Elizabeth","liberal",0.32,"hear",3322,11,"N","military","NS",0.02,27,43,0.02,"INCORRECT",0.38,"block2","age_question",0.62,0.73,0.76,0.45,"Emma","Sam","INCORRECT",0.41,41369,20,0.99,"block3",1,10875,45,NA,8,"default","Judging conviction from ambiguous speech","Yes",41,"Yes",NA,2,"Male",4,"English",NA,"Rep",0.76,NA,NA,0,NA,NA,NA,NA,"white","MO","['FL', 'MO', 'VA']","British",NA,"white",0
4592,"default","the uprising at the Capitol was domestic terrorism","M","block1","M-S-Anthony.png","critical","list1","list1_NS","Glenn doesn't know that","Anthony","liberal",0.48,"know",7421,12,"S","capitol_uprising","NS",0.99,29,31,0.99,"CORRECT",0.78,"block2","age_question",0.19,0.35,0.08,0.46,"Glenn","Sandra","CORRECT",0.86,21515,33,0.17,"block3",0.98,14541,50,NA,9,"default","Judging conviction from ambiguous speech","Yes",41,"Yes",NA,2,"Male",4,"English",NA,"Rep",0.76,NA,NA,0,NA,NA,NA,NA,"white","MO","['FL', 'MO', 'VA']","British",NA,"white",0
4592,"default","COVID is a dangerous virus","M","block1","M-N-John.png","critical","list1","list1_NS","Mary didn't confess that","John","liberal",0.98,"confess",2855,13,"N","covid","NS",0.02,30,39,0.99,"CORRECT",0.47,"block2","age_question",0.46,0.43,0.08,0.43,"Mary","Danielle","CORRECT",0.64,20808,32,0.41,"block3",0.02,10997,49,NA,10,"default","Judging conviction from ambiguous speech","Yes",41,"Yes",NA,2,"Male",4,"English",NA,"Rep",0.76,NA,NA,0,NA,NA,NA,NA,"white","MO","['FL', 'MO', 'VA']","British",NA,"white",0
4592,"default","the 2020 election was rigged","M","block1","M-N-Tim.png","critical","list1","list1_NS","Jen didn't hear that","Tim","conservative",0.62,"hear",3057,14,"N","2020_election","NS",0,26,20,0,"INCORRECT",0.43,"block2","name_question",0.45,0.43,0.27,0.56,"Jen","Judith","INCORRECT",0.61,52153,28,0.61,"block3",0.98,15515,44,NA,11,"default","Judging conviction from ambiguous speech","Yes",41,"Yes",NA,2,"Male",4,"English",NA,"Rep",0.76,NA,NA,0,NA,NA,NA,NA,"white","MO","['FL', 'MO', 'VA']","British",NA,"white",0
4592,"default","the capital of the US is in Ohio",NA,"block1","NA.png","O","list1","list1_NS",NA,NA,NA,0.01,NA,2816,15,NA,"capital","NS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"default","Judging conviction from ambiguous speech","Yes",41,"Yes",NA,2,"Male",4,"English",NA,"Rep",0.76,NA,NA,0,NA,NA,NA,NA,"white","MO","['FL', 'MO', 'VA']","British",NA,"white",0
4592,"default","Trump handled the pandemic badly","M","block1","M-S-Ryan.png","critical","list1","list1_NS","Danny didn't admit that","Ryan","liberal",0.38,"admit",8195,16,"S","Trump_pandemic","NS",0.98,25,37,0,"INCORRECT",0.6,"block2","age_question",0.26,0.32,0.14,0.57,"Danny","Fran","INCORRECT",0.8,19421,29,0.24,"block3",0.99,11040,52,NA,13,"default","Judging conviction from ambiguous speech","Yes",41,"Yes",NA,2,"Male",4,"English",NA,"Rep",0.76,NA,NA,0,NA,NA,NA,NA,"white","MO","['FL', 'MO', 'VA']","British",NA,"white",0
4592,"default","immigrants steal jobs from Americans","F","block1","F-S-Sarah.png","critical","list1","list1_NS","Ben didn't admit that","Sarah","conservative",0,"admit",6212,17,"S","immigrants","NS",0.98,30,18,0.02,"INCORRECT",0.69,"block2","age_question",0.42,0.61,0.65,0.45,"Ben","Bill","INCORRECT",0.68,29401,21,0.76,"block3",0.99,15275,39,NA,14,"default","Judging conviction from ambiguous speech","Yes",41,"Yes",NA,2,"Male",4,"English",NA,"Rep",0.76,NA,NA,0,NA,NA,NA,NA,"white","MO","['FL', 'MO', 'VA']","British",NA,"white",0
4592,"default","medicaid is overfunded","F","block1","F-N-Helen.png","critical","list1","list1_NS","Allison doesn't see that","Helen","conservative",0.67,"see",5006,18,"N","medicaid","NS",0,29,42,0.98,"CORRECT",0.47,"block2","name_question",0.75,0.82,0.87,0.62,"Allison","Isabelle","CORRECT",0.31,26663,23,0,"block3",0.98,11861,48,NA,15,"default","Judging conviction from ambiguous speech","Yes",41,"Yes",NA,2,"Male",4,"English",NA,"Rep",0.76,NA,NA,0,NA,NA,NA,NA,"white","MO","['FL', 'MO', 'VA']","British",NA,"white",0
4573,"default","Trump handled the pandemic well","M","block1","M-S-Ryan.png","critical","list2","list2_NS","Danny isn't right that","Ryan","conservative",0.01,"be_right",7301,4,"S","Trump_pandemic","NS",0.98,25,42,0.02,"INCORRECT",0.27,"block2","age_question",0.46,0.73,0.16,0.49,"Danny","Shari","INCORRECT",0.6,39361,24,0.25,"block3",0.03,11226,54,NA,1,"default","Accents influence on my judgements about people and their views.","No",58,"Yes",NA,2,"Female",0,NA,NA,"Dem",0,NA,NA,0,NA,NA,NA,NA,"white","FL","['FL', 'IL']",NA,NA,"white",0
4573,"default","mask mandates are unnecessary","F","block1","F-N-Lisa.png","critical","list2","list2_NS","Wendy didn't confess that","Lisa","conservative",0.04,"confess",12292,5,"N","masks","NS",0,34,40,0.97,"CORRECT",0.72,"block2","name_question",0.81,0.59,0.86,0.76,"Wendy","Libby","CORRECT",0.15,35942,27,0.99,"block3",0.98,21176,53,NA,2,"default","Accents influence on my judgements about people and their views.","No",58,"Yes",NA,2,"Female",0,NA,NA,"Dem",0,NA,NA,0,NA,NA,NA,NA,"white","FL","['FL', 'IL']",NA,NA,"white",0
4573,"default","the 2020 election was legitimate","M","block1","M-N-Tim.png","critical","list2","list2_NS","Jen didn't admit that","Tim","liberal",0.99,"admit",4695,6,"N","2020_election","NS",0.01,26,24,0.01,"INCORRECT",0.51,"block2","name_question",0.49,0.15,0.02,0.48,"Jen","Sandra","INCORRECT",0.51,38460,32,0.77,"block3",0.86,19417,42,NA,3,"default","Accents influence on my judgements about people and their views.","No",58,"Yes",NA,2,"Female",0,NA,NA,"Dem",0,NA,NA,0,NA,NA,NA,NA,"white","FL","['FL', 'IL']",NA,NA,"white",0
4573,"default","COVID is an overhyped virus","M","block1","M-N-John.png","critical","list2","list2_NS","Mary isn't annoyed that","John","conservative",0,"be_annoyed",3173,7,"N","covid","NS",0.97,30,18,0.98,"CORRECT",0.53,"block2","age_question",0.44,0.6,0.02,0.54,"Mary","Marie","CORRECT",0.65,45504,30,0.47,"block3",0.1,51584,40,NA,4,"default","Accents influence on my judgements about people and their views.","No",58,"Yes",NA,2,"Female",0,NA,NA,"Dem",0,NA,NA,0,NA,NA,NA,NA,"white","FL","['FL', 'IL']",NA,NA,"white",0
4573,"default","the capital of the US is in Ohio",NA,"block1","NA.png","O","list2","list2_NS",NA,NA,NA,0,NA,8547,8,NA,"capital","NS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"default","Accents influence on my judgements about people and their views.","No",58,"Yes",NA,2,"Female",0,NA,NA,"Dem",0,NA,NA,0,NA,NA,NA,NA,"white","FL","['FL', 'IL']",NA,NA,"white",0
4573,"default","it is too easy to buy guns","M","block1","M-S-Joseph.png","critical","list2","list2_NS","Owen didn't pretend that","Joseph","liberal",0.98,"pretend",5969,9,"S","gun_laws","NS",0.91,27,21,0.98,"CORRECT",0.9,"block2","age_question",0,0.05,0.01,0.14,"Owen","Bill","CORRECT",0.99,61868,23,0.05,"block3",0.89,54093,36,NA,6,"default","Accents influence on my judgements about people and their views.","No",58,"Yes",NA,2,"Female",0,NA,NA,"Dem",0,NA,NA,0,NA,NA,NA,NA,"white","FL","['FL', 'IL']",NA,NA,"white",0
4573,"default","closing businesses during COVID was unnecessary","F","block1","F-N-Ashley.png","MC","list2","list2_NS",NA,"Ashley","conservative",0,NA,26343,10,"N","lockdown","NS",0,28,39,0.01,"INCORRECT",0.41,"block2","age_question",0.69,0.48,0.99,0.56,"the lockdown","vaccine mandates","INCORRECT",0.22,38608,31,0.62,"block3",0.97,14679,39,NA,7,"default","Accents influence on my judgements about people and their views.","No",58,"Yes",NA,2,"Female",0,NA,NA,"Dem",0,NA,NA,0,NA,NA,NA,NA,"white","FL","['FL', 'IL']",NA,NA,"white",0
4573,"default","it is too hard to get an abortion","M","block1","M-N-Daniel.png","critical","list2","list2_NS","Grace isn't annoyed that","Daniel","liberal",0.12,"be_annoyed",17632,11,"N","abortion","NS",0.03,34,18,0.02,"INCORRECT",0.49,"block2","name_question",0.53,0.54,0.02,0.64,"Grace","Judith","INCORRECT",0.54,71092,20,0.48,"block3",0.99,17048,50,NA,8,"default","Accents influence on my judgements about people and their views.","No",58,"Yes",NA,2,"Female",0,NA,NA,"Dem",0,NA,NA,0,NA,NA,NA,NA,"white","FL","['FL', 'IL']",NA,NA,"white",0
4573,"default","medicaid is underfunded","F","block1","F-N-Helen.png","critical","list2","list2_NS","Allison didn't confess that","Helen","liberal",0.98,"confess",3926,12,"N","medicaid","NS",0,29,31,0,"INCORRECT",0.07,"block2","age_question",0.72,0.41,0.99,0.34,"Allison","Rhonda","INCORRECT",0.22,32378,33,0.3,"block3",0.75,15305,43,NA,9,"default","Accents influence on my judgements about people and their views.","No",58,"Yes",NA,2,"Female",0,NA,NA,"Dem",0,NA,NA,0,NA,NA,NA,NA,"white","FL","['FL', 'IL']",NA,NA,"white",0
4573,"default","Trump's policies improved the American economy","F","block1","F-S-Amy.png","critical","list2","list2_NS","Tony doesn't know that","Amy","conservative",0,"know",9026,13,"S","Trump_economy","NS",0.98,26,20,0.01,"INCORRECT",0.71,"block2","name_question",0.27,0.1,0.6,0.16,"Tony","Isabelle","INCORRECT",0.83,52746,22,0.93,"block3",0.98,15162,47,NA,10,"default","Accents influence on my judgements about people and their views.","No",58,"Yes",NA,2,"Female",0,NA,NA,"Dem",0,NA,NA,0,NA,NA,NA,NA,"white","FL","['FL', 'IL']",NA,NA,"white",0
4573,"default","the military is underfunded","F","block1","F-N-Elizabeth.png","critical","list2","list2_NS","Emma didn't admit that","Elizabeth","conservative",0.01,"admit",5200,14,"N","military","NS",0.02,27,43,0.98,"CORRECT",0.64,"block2","name_question",0.47,0.27,0.44,0.49,"Emma","Sam","CORRECT",0.59,142141,21,0.28,"block3",0.94,13744,52,NA,11,"default","Accents influence on my judgements about people and their views.","No",58,"Yes",NA,2,"Female",0,NA,NA,"Dem",0,NA,NA,0,NA,NA,NA,NA,"white","FL","['FL', 'IL']",NA,NA,"white",0
4573,"default","U.S. presidential elections are held in November",NA,"block1","NA.png","O","list2","list2_NS",NA,NA,NA,0.99,NA,6623,15,NA,"elections","NS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"default","Accents influence on my judgements about people and their views.","No",58,"Yes",NA,2,"Female",0,NA,NA,"Dem",0,NA,NA,0,NA,NA,NA,NA,"white","FL","['FL', 'IL']",NA,NA,"white",0
4573,"default","the minimum wage is too low","F","block1","F-S-Donna.png","critical","list2","list2_NS","Ken doesn't know that","Donna","liberal",0.99,"know",5292,16,"S","minimum_wage","NS",0.97,36,37,0,"INCORRECT",0.27,"block2","name_question",0.42,0.8,1,0.62,"Ken","Charlotte","INCORRECT",0.65,53635,28,0.6,"block3",0.98,12942,45,NA,13,"default","Accents influence on my judgements about people and their views.","No",58,"Yes",NA,2,"Female",0,NA,NA,"Dem",0,NA,NA,0,NA,NA,NA,NA,"white","FL","['FL', 'IL']",NA,NA,"white",0
4573,"default","the uprising at the Capitol was patriotic","M","block1","M-S-Anthony.png","critical","list2","list2_NS","Glenn didn't pretend that","Anthony","conservative",0,"pretend",6310,17,"S","capitol_uprising","NS",0.98,29,24,0.99,"CORRECT",0.64,"block2","age_question",0.01,0.26,0.01,0.48,"Glenn","Danielle","CORRECT",0.98,35391,25,0.91,"block3",0.53,54883,44,NA,14,"default","Accents influence on my judgements about people and their views.","No",58,"Yes",NA,2,"Female",0,NA,NA,"Dem",0,NA,NA,0,NA,NA,NA,NA,"white","FL","['FL', 'IL']",NA,NA,"white",0
4573,"default","immigrants support the economy","F","block1","F-S-Sarah.png","critical","list2","list2_NS","Ben isn't right that","Sarah","liberal",0.96,"be_right",9517,18,"S","immigrants","NS",0.99,30,37,0.99,"CORRECT",0.4,"block2","age_question",0.26,0.34,0.97,0.45,"Ben","Lucy","CORRECT",0.7,41542,26,0.26,"block3",0,16619,51,NA,15,"default","Accents influence on my judgements about people and their views.","No",58,"Yes",NA,2,"Female",0,NA,NA,"Dem",0,NA,NA,0,NA,NA,NA,NA,"white","FL","['FL', 'IL']",NA,NA,"white",0
4477,"default","medicaid is overfunded","F","block1","F-S-Sarah.png","critical","list1","list1_S","Allison isn't right that","Sarah","conservative",0.64,"be_right",11499,4,"S","medicaid","S",0.77,30,41,1,"CORRECT",0.22,"block2","name_question",0.26,0.71,0.78,0.43,"Allison","Fran","CORRECT",0.68,30766,28,0.74,"block3",0.06,42044,42,NA,1,"default","I think the experiment is looking at whether I assume people with southern accents are Republicans and Trump supporters.","No",47,"Yes","No comments.",3,"Female",6,"None",NA,"Dem",0.4,NA,NA,0,NA,NA,NA,NA,"white","CA","['CA']",NA,NA,"white",0
4477,"default","the 2020 election was rigged","M","block1","M-S-Ryan.png","critical","list1","list1_S","Jen didn't admit that","Ryan","conservative",0,"admit",3203,5,"S","2020_election","S",0.87,25,24,0.99,"CORRECT",0.31,"block2","name_question",0.12,0.58,0.19,0.18,"Jen","Elena","CORRECT",0.85,40793,26,0.78,"block3",0.9,14059,47,NA,2,"default","I think the experiment is looking at whether I assume people with southern accents are Republicans and Trump supporters.","No",47,"Yes","No comments.",3,"Female",6,"None",NA,"Dem",0.4,NA,NA,0,NA,NA,NA,NA,"white","CA","['CA']",NA,NA,"white",0
4477,"default","U.S. presidential elections are held in November",NA,"block1","NA.png","O","list1","list1_S",NA,NA,NA,0.98,NA,4536,6,NA,"elections","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"default","I think the experiment is looking at whether I assume people with southern accents are Republicans and Trump supporters.","No",47,"Yes","No comments.",3,"Female",6,"None",NA,"Dem",0.4,NA,NA,0,NA,NA,NA,NA,"white","CA","['CA']",NA,NA,"white",0
