workerid,proliferate.condition,about,accent,age,american,comments,education,gender,income,language,otherParty,party,politics,race_asian,race_black,race_hawaiian,race_latino,race_native,race_otherRaceCheck,race_otherRaceText,race_white,state,state1year,whichAccent,error
3893,default,not sure ,No,27,Yes,,3,Female,3,English,,Dem,0.18,0,0,0,0,0,1,Middle Eastern ,1,IL,['IL'],,
3848,default,perceptions based on political party affiliation,Yes,27,Yes,N/A,2,Female,2,none,,Dem,0,0,0,0,0,0,0,,1,UT,['UT'],American,
3928,default,,No,21,Yes,,1,Female,3,,,Dem,0.35,0,0,0,0,0,0,,1,OK,"['AZ', 'OK']",,
3765,default,Seeing what peoples first impressions are based on political affiliations  ,No,24,Yes,,3,Male,0,,,Dem,0,0,0,0,0,0,0,,1,MI,"['CO', 'MI']",,
3932,default,perceptions of political views as related to appearances,No,71,Yes,"Drop down for multiple states not working: NJ, NY, CT, IL",3,Male,2,none,,Dem,0.5,0,0,0,0,0,0,,1,NJ,['NY'],,
3950,default,,Yes,22,Yes,,2,Female,1,,,Lib,0.45,0,0,0,0,0,0,,1,PA,"['FL', 'LA', 'MA', 'OH', 'OK', 'PA', 'WI']",Southern,
3874,default,Political judgements? I am not sure,No,29,Yes,"That was interesting, I have no idea what that was about but I'm curious to find out!",2,Female,0,n/a,,Dem,0,0,0,0,0,0,0,,1,CO,['OR'],n/a,
3987,default,politics and peoples beliefs,No,31,Yes,,0,Female,1,,,Dem,0.1,0,0,0,0,0,1,romanian,0,CA,['CA'],,
3771,default,It's good,No,29,Yes,No comments,3,Female,6,,,Lib,0.47,0,0,0,0,0,0,,1,CA,['CA'],,
3992,default,Something about political beliefs.,No,38,Yes,,2,Male,0,,,Dem,0,0,1,0,0,0,0,,1,WI,['WI'],,
3769,default,Not sure,Yes,22,Yes,No comments!,3,Female,1,English,,Dem,0.12,0,0,0,0,0,0,,1,OK,['OK'],Southern,
3794,default,Understanding how people perceive and judge others based on political allignment,No,19,Yes,,1,Female,2,Spanish,,Dem,0.22,0,1,0,1,1,0,,0,NJ,"['GA', 'NJ']",,
3868,default,To see how people judge others based on limited information.,No,60,Yes,It was thought provoking.,3,Female,2,,,Rep,0.99,0,0,0,0,0,0,,1,CA,['CA'],,
3967,default,?,No,65,Yes,,3,Female,1,,,Rep,0.5,0,0,0,0,0,0,,1,ID,['ID'],,
3945,default,Perception of political beliefs,No,52,Yes,,2,Male,1,,,Dem,0.26,0,0,0,1,0,0,,0,NY,['NY'],,
3850,default,Politics and different views on different issues.,No,39,Yes,,1,Male,0,N/A,,Rep,0.55,0,0,0,0,0,0,,1,,['CA'],N/A,
3803,default,How people perceive people across the political spectrum.,Yes,27,Yes,,3,Male,1,n/a,,Green,0,0,0,0,0,0,0,,1,GA,['GA'],Southern,
3955,default,Examining peoples perceptions of statements and how the speaker's background affects those perceptions.,No,32,Yes,"Everything went well, thank you!",2,Male,1,none,,Dem,0.07,0,0,0,0,0,0,,1,SC,['SC'],n/a,
4011,default,impressions of people,No,30,Yes,Good Study,3,Male,2,,,Rep,0.28,0,0,0,0,0,0,,1,MS,['MS'],,
3825,default,influence of certain factors on judging people,No,83,Yes,,4,Male,4,swedush,,Rep,0.45,0,0,0,0,0,0,,1,CA,"['CO', 'CT', 'DE', 'DC', 'IL', 'ME', 'MD', 'NY', 'TX', 'VA']",,
3841,default,whether people who identify as Republican or Democrat always hold certain views.,No,40,Yes,This was an enjoyable survey because I like politics.,3,Female,3,only English,,Dem,0.08,0,0,0,0,0,0,,1,CO,['CO'],,
3947,default,Bias and interpretation of statements,No,68,Yes,,3,Male,4,none,,Dem,0.13,0,0,0,0,0,0,,1,NY,"['NY', 'PA']",none,
3805,default,I don't know.,No,27,Yes,The third part was confusing.,2,Male,2,,,Green,0.08,1,0,0,0,0,0,,0,IL,['IL'],,
3827,default,"Gathering ideas and opinions about people, politics, etc.",No,43,Yes,,3,Female,5,,,Rep,0.66,0,0,0,0,0,0,,1,CO,"['CA', 'CO', 'UT']",,
3894,default,How people stereotype members of their own and the opposing political party,No,27,Yes,"The ""how feminine"" question is kind of confusing, is it talking about how many ""stereotypically feminine"" things a person does/likes or whether they feel a connection to femininity/womanhood?",3,Male,2,,,Dem,0.12,0,0,0,0,0,0,,1,NY,"['MA', 'MI', 'NY']",,
3847,default,how we think political parties react to statements,No,30,Yes,n/a,3,Female,1,n/a,,Dem,0.51,0,0,0,0,0,0,,1,WA,['WA'],n/a,
3864,default,A person's perception of others' political views.,No,31,Yes,,4,Female,7,Just English,,Dem,0.49,0,0,0,0,0,0,,1,OH,"['IL', 'NY', 'OH']",I don't have an accent,
3976,default,Impressions of people's view on politics ,No,30,Yes,N/A,2,Female,1,,,Rep,0.71,0,1,0,0,0,0,,0,NC,,,
3761,default,Political views ,No,26,Yes,N/A,3,Female,4,N/A,Independent,Other,0.51,0,0,0,0,0,0,,1,FL,['FL'],N/A,
3966,default,unsure,No,35,Yes,,1,Female,1,none,,Dem,0.02,0,0,0,0,0,0,,1,NC,['NC'],,
3914,default,Perceptions of people given their political party.,Yes,58,Yes,Interesting survey.,3,Female,3,none,,Dem,0.12,0,0,0,0,0,0,,1,GA,['GA'],Southern,
3812,default,The ways we connect political party affiliation with certain viewpoints?,No,22,Yes,,3,Female,3,,,Dem,0.01,0,0,0,0,0,0,,1,NJ,['NJ'],,
3859,default,dem veiws vs rep views,No,58,Yes,confusing to have to think what each party thought when answering questions.,3,Female,3,English,independent ,Other,0.53,0,0,0,0,0,0,,1,PA,['PA'],American delco,
3857,default,How your race and gender affect how people see your political opinions. ,No,26,Yes,,3,Female,1,,,Dem,0.2,0,0,0,0,0,0,,1,,['NJ'],,
3815,default,"How we perceive others based on gender, looks and political beliefs.",No,24,Yes,,3,Female,2,,,Dem,0.32,0,0,0,0,0,0,,1,MN,['IA'],,
3856,default,To see whether people give different impressions based on political information.,No,20,Yes,,2,Male,0,,,Dem,0,0,0,0,0,0,0,,1,VA,['VA'],,
3768,default,Seeing how people judge others based on their political beliefs without getting to know them.,No,45,Yes,,4,Male,7,,,Dem,0,0,0,0,0,0,0,,1,VA,['CA'],,
3787,default,Perceptions of people based on their political orientation,No,70,Yes,Very interesting study. It was pleasant to complete.,1,Female,0,,,Dem,0.24,0,0,0,0,0,0,,1,OK,"['IN', 'NV', 'OH', 'OK']",,
3926,default,Perceptions of political parties and written language,No,47,Yes,,4,Female,5,,,Dem,0,0,0,0,0,0,0,,1,PA,"['FL', 'IN', 'LA', 'OH']",,
3796,default,Political bias,No,40,Yes,None,4,Male,5,,,Lib,0.39,0,0,0,0,0,0,,1,CA,['AL'],,
3915,default,Perhaps researchers are studying how knowing what political party someone belongs shapes our views about that person.,No,52,Yes,I definitely think that something has changed and we have started judging people by political party.,2,Female,5,None,,Rep,0.5,0,0,0,0,0,0,,1,VA,"['FL', 'VA']",,
3814,default,I think it's about assumptions on people based on appearance and phrasing.,No,20,Yes,,2,Female,5,none,,Dem,0.11,1,0,0,0,0,0,,1,TX,"['MD', 'TX']",none,
3931,default,How people perceive people of various political parties.,No,33,Yes,,3,Male,4,,,Dem,0.2,0,0,0,0,0,0,,1,PA,['PA'],,
3808,default,"About political parties, genders, race and the assumptions on their beliefs.",No,37,Yes,NA,3,Male,5,NA,,Dem,0.07,0,0,0,0,0,0,,1,RI,['RI'],,
3949,default,How people view others' political opinions.,No,28,Yes,N/A,3,Female,4,,Independent,-1,0.02,0,0,0,0,0,0,,1,DC,['AL'],,
3817,default,Perception of statements of 'truth',No,53,Yes,"None, but thanks for asking for feedback!",4,Female,1,n/a,,Dem,0.02,0,0,0,0,0,0,,1,WA,"['OR', 'WA']",n/a,
3983,default,It's good.,No,30,Yes,No comments.,2,Female,6,,,Dem,0.47,0,0,0,0,0,0,,1,CA,['CA'],,
3957,default,,No,22,Yes,,2,Female,1,,,Dem,0.49,0,0,0,0,0,0,,1,CA,,,
3834,default,,No,27,Yes,,1,Female,1,,none,Other,0.22,0,0,0,0,0,0,,1,NY,['NY'],,
3876,default,,No,31,Yes,,3,Female,3,none,,Dem,0,0,0,0,0,0,0,,1,NY,['NY'],,
3994,default,perception of others,No,44,Yes,no comments,3,Male,0,Cantonese,Independent,Other,0.1,1,0,0,0,0,0,,0,MI,['MI'],,
3980,default,I do not know.,Yes,60,Yes,No comments.,3,Female,1,none,,Dem,0.13,0,0,0,0,0,0,,1,IL,['IL'],Southern Illinois,
3904,default,To see what you think of people from both political parties.,No,79,Yes,I accidentally made a mistake in the last section of this study -- it was on a question about whether a woman thinks there are enough environmental laws. I clicked the wrong side of the slider but by the time I realized my mistake the next page had loaded. Sorry about that.,4,Male,7,n/a,,Dem,0.02,0,0,0,0,0,0,,1,NY,['NY'],n/a,
3774,default,How I view democrats and republicans; who would I trust more. ,No,50,Yes,Very interesting! The questions were intriguing. ,2,Female,1,,,Rep,0.95,0,0,0,0,0,0,,1,PA,"['NY', 'PA', 'VA', 'WI']",,
3802,default,Judging people based on race and political demographics.. no clue! ,No,39,Yes,,3,Female,5,,,Rep,0.79,0,0,0,0,0,0,,1,CA,['CA'],,
3766,default,,No,31,Yes,,3,Female,2,,,Dem,0.17,0,0,0,0,0,0,,1,PA,['PA'],,
3852,default,,No,30,Yes,,1,Female,0,,N/A,Other,0.51,0,0,0,1,0,0,,1,AZ,"['AZ', 'CO', 'TX']",,
3972,default,I'm not sure.,Yes,39,Yes,"The last portion was confusing. It was hard to try to comprehend how to answer, especially since some may have been attention checks.",1,Male,1,N/A,,Dem,0.2,0,0,0,0,0,0,,1,OK,['OK'],Southern,
3872,default,How we judge people's opinions based on their appearance.,Yes,24,Yes,,3,Male,0,N/A,,Dem,0,1,0,0,0,0,0,,1,FL,['IN'],Southern U.S.,
3959,default,"interpretation of ambiguous online statements, in regard to political affiliation.",Yes,39,Yes,,4,Male,1,,,Lib,0.55,0,0,0,0,0,0,,1,MD,"['IL', 'MD', 'MN', 'NM', 'ND', 'PA', 'SC', 'TX']",Minnesota (or Irish),
3941,default,Political views across race/age/gender,No,63,Yes,,3,Female,1,English only,Moderate,Other,0.53,0,0,0,0,0,0,,1,FL,"['NY', 'TX']",N/A,
3828,default,It was about politics.,No,21,Yes,,3,Male,0,,,Dem,0.3,0,0,0,1,0,0,,0,NY,['NY'],,
3861,default,perceptions of democrats and republicans and their beliefs,No,23,Yes,,3,Female,1,none,,Dem,0.18,0,0,0,0,0,0,,1,TN,"['NY', 'PA']",,
3958,default,thoughts on what people say,No,44,Yes,none,2,Male,0,none,,Rep,0.58,0,0,0,0,0,0,,1,WV,['WV'],none,
3819,default,how they judge politicians on social media,No,61,Yes,,3,Female,2,,,Rep,0.71,0,0,0,0,0,0,,1,AR,"['WA', 'WI']",,
3818,default,I guess the experiment is about how political beliefs influence how we comprehend language.,No,36,Yes,I was a little confused by some of the wording in the questions in part 3 but maybe that was intentional.,1,Male,5,none,,Dem,0.07,0,0,0,0,0,0,,1,CA,['CA'],n/a,
3891,default,hard to pinpoint...something about stereotypes and how people word things differently.,No,47,Yes,,3,Female,6,,,Rep,0.74,0,0,0,0,0,0,,1,VA,['VA'],,
4012,default,I think this experiment is about peoples' political parties and their expectations/assumptions about others' beliefs based on their political parties.,No,18,Yes,,2,Female,5,n/a,,Dem,0.07,0,0,0,0,0,0,,0,CA,['CA'],,
3895,default,I believe this experiment was trying to test if giving information about a person's political party/beliefs influences their impression of that person,No,22,Yes,,3,Male,3,Mandarin Chinese,,Rep,0.25,1,0,0,0,0,0,,0,CA,['CA'],N/A,
3901,default,Not sure,No,26,Yes,N/A,2,Male,4,,,Dem,0.37,1,0,0,1,0,0,,0,CA,['CA'],,
3784,default,Very interesting.,No,24,Yes,,2,Female,3,None,,Dem,0,0,0,0,0,0,0,,1,KY,['KY'],,
3982,default,partisanship affecting person perception,No,42,Yes,,4,Female,7,,,Dem,0.06,0,0,0,0,0,0,,1,MI,"['MA', 'MI', 'NJ']",,
3820,default,Perceptions ofpolitical bias,No,33,Yes,It was of a fair length.,3,Male,1,,,Dem,0.33,0,0,0,0,0,0,,1,RI,['RI'],,
3908,default,I think the experiment is trying to test our understanding of statements individuals make and measure how we view those individuals afterwards. I also think that the study is trying to see if there is a relationship between different languages and the influence that has on understanding statements from others in English,No,20,Yes,,1,Male,5,Mandarin,,Dem,0.4,1,0,0,0,0,0,,0,CA,['CA'],,
3779,default,I'm not sure at all.,No,51,Yes,,3,Female,3,,,Rep,0.57,0,0,0,0,0,0,,1,GA,['GA'],,
3888,default,opinions about certain parties. ,No,18,Yes,,1,Other,0,English,,Lib,0.71,0,0,0,0,0,1,,0,NC,['NC'],,
3836,default,judging people on their looks and political affiliation,No,56,Yes,"That is what wrong with humans we judge them far too much on baseless foundations
",3,Female,2,none,neither,-1,0.49,0,1,0,0,0,0,,0,IL,,,
3907,default,Not sure,No,49,Yes,have a good day ~!!,0,Male,0,none,,Rep,0.66,0,0,0,0,1,0,,1,KS,['KS'],,
