"workerid","proliferate.condition.x","CC","SpeakerGender","block1","file","item_type","list","list_genderMaxes","list_whichSpPoliticsFirst","matrix_clause","name","orientation","participant_beliefs","predicate","rt_block1","slide_number_block1","socialInfo","speakerGendersMaxes","topic","whichSpPoliticsFirst","assertiveness_rating","block2","democrat_rating","empathy_rating","femininity_rating","intelligence_rating","republican_rating","rt_block2","slide_number_block2","spBelief_rating","block3","projection","rt_block3","slide_number_block3","true_false","trial","proliferate.condition.y","about","accent","age","american","comments","education","gender","income","language","otherParty","party","politics","race_asian","race_black","race_hawaiian","race_latino","race_native","race_otherRaceCheck","race_otherRaceText","race_white","state","state1year","whichAccent","error"
3929,"default","the capital of the US is in Ohio",NA,"block1","NA.png","O","list2","list2_2","list2_D",NA,NA,NA,0,NA,3606,4,NA,2,"capital","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"default","judging others based on politics","No",56,"Yes","none",4,"Female",7,"none",NA,"Dem",0.21,0,0,0,0,0,0,NA,1,"FL","['FL', 'MD', 'NC']","n/a",NA
3929,"default","it is too hard to get an abortion","M","block1","M-D-Daniel.png","critical","list2","list2_2","list2_D","Grace doesn't know that","Daniel","liberal",0.64,"know",4527,5,"D",2,"abortion","D",0.78,"block2",1,0.64,0.1,0.76,0,12015,30,0.49,"block3",0.98,5080,42,NA,2,"default","judging others based on politics","No",56,"Yes","none",4,"Female",7,"none",NA,"Dem",0.21,0,0,0,0,0,0,NA,1,"FL","['FL', 'MD', 'NC']","n/a",NA
3929,"default","the military is underfunded","F","block1","F-D-Lisa.png","critical","list2","list2_2","list2_D","Emma didn't admit that","Lisa","conservative",0,"admit",2335,6,"D",2,"military","D",0.71,"block2",1,0.86,0.7,1,0,22743,21,0,"block3",0.99,3928,52,NA,3,"default","judging others based on politics","No",56,"Yes","none",4,"Female",7,"none",NA,"Dem",0.21,0,0,0,0,0,0,NA,1,"FL","['FL', 'MD', 'NC']","n/a",NA
3929,"default","closing businesses during COVID was unnecessary","M","block1","M-R-Eric.png","MC","list2","list2_2","list2_D",NA,"Eric","conservative",0,NA,2848,7,"R",2,"lockdown","D",0.72,"block2",0,0.33,0.33,0.36,1,18927,23,0.86,"block3",1,4847,59,NA,4,"default","judging others based on politics","No",56,"Yes","none",4,"Female",7,"none",NA,"Dem",0.21,0,0,0,0,0,0,NA,1,"FL","['FL', 'MD', 'NC']","n/a",NA
3929,"default","immigrants support the economy","F","block1","F-R-Kimberly.png","critical","list2","list2_2","list2_D","Ben doesn't see that","Kimberly","liberal",1,"see",3015,8,"R",2,"immigrants","D",0.64,"block2",0,0.45,0.56,0.5,1,14528,36,0.16,"block3",0.54,5584,43,NA,5,"default","judging others based on politics","No",56,"Yes","none",4,"Female",7,"none",NA,"Dem",0.21,0,0,0,0,0,0,NA,1,"FL","['FL', 'MD', 'NC']","n/a",NA
3929,"default","the rich are taxed too much","F","block1","F-D-Veronica.png","MC","list2","list2_2","list2_D",NA,"Veronica","conservative",0.02,NA,2417,9,"D",2,"taxes","D",0.82,"block2",1,0.79,0.79,0.94,0,13080,33,0,"block3",1,4199,44,NA,6,"default","judging others based on politics","No",56,"Yes","none",4,"Female",7,"none",NA,"Dem",0.21,0,0,0,0,0,0,NA,1,"FL","['FL', 'MD', 'NC']","n/a",NA
3929,"default","Trump's policies improved the American economy","M","block1","M-R-Michael.png","critical","list2","list2_2","list2_D","Tony didn't pretend that","Michael","conservative",0.09,"pretend",2871,10,"R",2,"Trump_economy","D",0.58,"block2",0,0.41,0.18,0.41,1,14136,26,0.91,"block3",0.37,20375,38,NA,7,"default","judging others based on politics","No",56,"Yes","none",4,"Female",7,"none",NA,"Dem",0.21,0,0,0,0,0,0,NA,1,"FL","['FL', 'MD', 'NC']","n/a",NA
3929,"default","mask mandates are unnecessary","F","block1","F-D-Anna.png","critical","list2","list2_2","list2_D","Wendy didn't say that","Anna","conservative",0.01,"say",2351,11,"D",2,"masks","D",0.72,"block2",1,0.77,0.69,0.82,0,11802,29,0,"block3",0.68,12976,41,NA,8,"default","judging others based on politics","No",56,"Yes","none",4,"Female",7,"none",NA,"Dem",0.21,0,0,0,0,0,0,NA,1,"FL","['FL', 'MD', 'NC']","n/a",NA
3929,"default","COVID is an overhyped virus","M","block1","M-D-James.png","critical","list2","list2_2","list2_D","Mary doesn't know that","James","conservative",0,"know",2553,12,"D",2,"COVID","D",0.76,"block2",0.99,0.74,0.13,0.75,0,11464,27,0,"block3",1,5712,51,NA,9,"default","judging others based on politics","No",56,"Yes","none",4,"Female",7,"none",NA,"Dem",0.21,0,0,0,0,0,0,NA,1,"FL","['FL', 'MD', 'NC']","n/a",NA
3929,"default","it is too easy to buy guns","F","block1","F-R-Sarah.png","critical","list2","list2_2","list2_D","Owen didn't suggest that","Sarah","liberal",1,"suggest",2192,13,"R",2,"gun_laws","D",0.44,"block2",0,0.3,0.48,0.09,1,145216,35,0.2,"block3",0.41,6007,47,NA,10,"default","judging others based on politics","No",56,"Yes","none",4,"Female",7,"none",NA,"Dem",0.21,0,0,0,0,0,0,NA,1,"FL","['FL', 'MD', 'NC']","n/a",NA
3929,"default","the 2020 election was legitimate","M","block1","M-D-John.png","critical","list2","list2_2","list2_D","Jen didn't admit that","John","liberal",1,"admit",2535,14,"D",2,"2020_election","D",0.72,"block2",1,0.76,0.08,0.86,0,10976,32,1,"block3",0.98,7200,40,NA,11,"default","judging others based on politics","No",56,"Yes","none",4,"Female",7,"none",NA,"Dem",0.21,0,0,0,0,0,0,NA,1,"FL","['FL', 'MD', 'NC']","n/a",NA
3929,"default","the minimum wage is too low","M","block1","M-R-Joseph.png","critical","list2","list2_2","list2_D","Ken didn't pretend that","Joseph","liberal",1,"pretend",2152,15,"R",2,"minimum_wage","D",0.68,"block2",0,0.29,0.31,0.45,1,19360,24,0.24,"block3",0.3,6592,45,NA,12,"default","judging others based on politics","No",56,"Yes","none",4,"Female",7,"none",NA,"Dem",0.21,0,0,0,0,0,0,NA,1,"FL","['FL', 'MD', 'NC']","n/a",NA
3929,"default","the uprising at the Capitol was patriotic","M","block1","M-R-Anthony.png","critical","list2","list2_2","list2_D","Glenn didn't suggest that","Anthony","conservative",0,"suggest",2696,16,"R",2,"capitol_uprising","D",0.86,"block2",0,0.08,0.01,0.15,1,14432,31,0.65,"block3",0.25,7671,53,NA,13,"default","judging others based on politics","No",56,"Yes","none",4,"Female",7,"none",NA,"Dem",0.21,0,0,0,0,0,0,NA,1,"FL","['FL', 'MD', 'NC']","n/a",NA
3929,"default","Trump handled the pandemic well","F","block1","F-R-Amy.png","critical","list2","list2_2","list2_D","Danny doesn't see that","Amy","conservative",0,"see",2296,17,"R",2,"Trump_pandemic","D",0.56,"block2",0,0.39,0.61,0.19,1,12343,34,0.65,"block3",0.99,4824,48,NA,14,"default","judging others based on politics","No",56,"Yes","none",4,"Female",7,"none",NA,"Dem",0.21,0,0,0,0,0,0,NA,1,"FL","['FL', 'MD', 'NC']","n/a",NA
3929,"default","medicaid is underfunded","F","block1","F-D-Elizabeth.png","critical","list2","list2_2","list2_D","Allison didn't say that","Elizabeth","liberal",0.77,"say",4191,18,"D",2,"medicaid","D",0.58,"block2",1,0.73,0.6,0.73,0,11808,25,0.71,"block3",0.49,4664,50,NA,15,"default","judging others based on politics","No",56,"Yes","none",4,"Female",7,"none",NA,"Dem",0.21,0,0,0,0,0,0,NA,1,"FL","['FL', 'MD', 'NC']","n/a",NA
3929,"default","U.S. presidential elections are held in November",NA,"block1","NA.png","O","list2","list2_2","list2_D",NA,NA,NA,1,NA,4024,19,NA,2,"elections","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"default","judging others based on politics","No",56,"Yes","none",4,"Female",7,"none",NA,"Dem",0.21,0,0,0,0,0,0,NA,1,"FL","['FL', 'MD', 'NC']","n/a",NA
3829,"default","mask mandates are necessary","M","block1","M-D-Tim.png","critical","list1","list1_1","list1_D","Wendy isn't annoyed that","Tim","liberal",0.99,"be_annoyed",6757,4,"D",1,"masks","D",0.45,"block2",0.99,0.71,0.48,0.51,0.02,30566,25,0.76,"block3",0.82,11231,44,NA,1,"default","Preconceived ideas about people based on stated political party.","No",67,"Yes",NA,4,"Female",4,NA,NA,"Dem",0.07,0,0,0,0,0,0,NA,1,"UT","['UT']",NA,NA
3829,"default","COVID is a dangerous virus","F","block1","F-D-Anna.png","critical","list1","list1_1","list1_D","Mary didn't confess that","Anna","liberal",0.99,"confess",5089,5,"D",1,"COVID","D",0.6,"block2",0.99,0.76,0.72,0.74,0,22823,35,1,"block3",0.99,15089,39,NA,2,"default","Preconceived ideas about people based on stated political party.","No",67,"Yes",NA,4,"Female",4,NA,NA,"Dem",0.07,0,0,0,0,0,0,NA,1,"UT","['UT']",NA,NA
3829,"default","the capital of the US is in Ohio",NA,"block1","NA.png","O","list1","list1_1","list1_D",NA,NA,NA,0,NA,6164,6,NA,1,"capital","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"default","Preconceived ideas about people based on stated political party.","No",67,"Yes",NA,4,"Female",4,NA,NA,"Dem",0.07,0,0,0,0,0,0,NA,1,"UT","['UT']",NA,NA
3829,"default","the minimum wage is too high","F","block1","F-R-Kimberly.png","critical","list1","list1_1","list1_D","Ken didn't acknowledge","Kimberly","conservative",0.01,"acknowledge",4671,7,"R",1,"minimum_wage","D",0.57,"block2",0.01,0.38,0.74,0.53,1,31917,29,0.48,"block3",0.74,12442,51,NA,4,"default","Preconceived ideas about people based on stated political party.","No",67,"Yes",NA,4,"Female",4,NA,NA,"Dem",0.07,0,0,0,0,0,0,NA,1,"UT","['UT']",NA,NA
3829,"default","immigrants steal jobs from Americans","M","block1","M-R-Anthony.png","critical","list1","list1_1","list1_D","Ben didn't say that","Anthony","conservative",0.01,"say",4076,8,"R",1,"immigrants","D",0.57,"block2",0.01,0.49,0.29,0.46,0.99,33069,34,0.62,"block3",0.51,13266,59,NA,5,"default","Preconceived ideas about people based on stated political party.","No",67,"Yes",NA,4,"Female",4,NA,NA,"Dem",0.07,0,0,0,0,0,0,NA,1,"UT","['UT']",NA,NA
3829,"default","the rich are taxed too little","F","block1","F-D-Rachel.png","MC","list1","list1_1","list1_D",NA,"Rachel","liberal",0.99,NA,3620,9,"D",1,"taxes","D",0.66,"block2",0.99,0.84,0.75,0.6,0,30064,27,0.99,"block3",0.99,12661,38,NA,6,"default","Preconceived ideas about people based on stated political party.","No",67,"Yes",NA,4,"Female",4,NA,NA,"Dem",0.07,0,0,0,0,0,0,NA,1,"UT","['UT']",NA,NA
3829,"default","the 2020 election was rigged","M","block1","M-D-Daniel.png","critical","list1","list1_1","list1_D","Jen doesn't know that","Daniel","conservative",0.02,"know",3440,10,"D",1,"2020_election","D",0.59,"block2",0.99,0.73,0.32,0.67,0.02,23066,36,0.01,"block3",0.49,17423,57,NA,7,"default","Preconceived ideas about people based on stated political party.","No",67,"Yes",NA,4,"Female",4,NA,NA,"Dem",0.07,0,0,0,0,0,0,NA,1,"UT","['UT']",NA,NA
3829,"default","the military is overfunded","F","block1","F-D-Helen.png","critical","list1","list1_1","list1_D","Emma doesn't know that","Helen","liberal",0.69,"know",4632,11,"D",1,"military","D",0.55,"block2",0.99,0.68,0.72,0.64,0.02,36533,33,0.57,"block3",0.95,9611,49,NA,8,"default","Preconceived ideas about people based on stated political party.","No",67,"Yes",NA,4,"Female",4,NA,NA,"Dem",0.07,0,0,0,0,0,0,NA,1,"UT","['UT']",NA,NA
3829,"default","it is too easy to get an abortion","F","block1","F-D-Michelle.png","critical","list1","list1_1","list1_D","Grace didn't confess that","Michelle","conservative",0.01,"confess",4547,12,"D",1,"abortion","D",0.56,"block2",0.99,0.88,0.68,0.78,0.01,29334,31,0.01,"block3",0.06,17649,54,NA,9,"default","Preconceived ideas about people based on stated political party.","No",67,"Yes",NA,4,"Female",4,NA,NA,"Dem",0.07,0,0,0,0,0,0,NA,1,"UT","['UT']",NA,NA
3829,"default","it is too difficult to buy guns","F","block1","F-R-Donna.png","critical","list1","list1_1","list1_D","Owen didn't hear that","Donna","conservative",0.02,"hear",4153,13,"R",1,"gun_laws","D",0.5,"block2",0.01,0.34,0.65,0.3,0.98,39839,22,0.47,"block3",0.64,12402,42,NA,10,"default","Preconceived ideas about people based on stated political party.","No",67,"Yes",NA,4,"Female",4,NA,NA,"Dem",0.07,0,0,0,0,0,0,NA,1,"UT","['UT']",NA,NA
3829,"default","Trump's policies damaged the American economy","F","block1","F-R-Sarah.png","critical","list1","list1_1","list1_D","Tony didn't acknowledge","Sarah","liberal",0.9,"acknowledge",7114,14,"R",1,"Trump_economy","D",0.52,"block2",0.02,0.29,0.61,0.43,0.99,29924,28,0.19,"block3",0.93,12454,46,NA,11,"default","Preconceived ideas about people based on stated political party.","No",67,"Yes",NA,4,"Female",4,NA,NA,"Dem",0.07,0,0,0,0,0,0,NA,1,"UT","['UT']",NA,NA
3829,"default","Trump handled the pandemic badly","M","block1","M-R-Michael.png","critical","list1","list1_1","list1_D","Danny didn't say that","Michael","liberal",0.99,"say",4445,15,"R",1,"Trump_pandemic","D",0.45,"block2",0,0.39,0.49,0.46,0.99,37777,23,0.27,"block3",0.83,15497,41,NA,12,"default","Preconceived ideas about people based on stated political party.","No",67,"Yes",NA,4,"Female",4,NA,NA,"Dem",0.07,0,0,0,0,0,0,NA,1,"UT","['UT']",NA,NA
3829,"default","closing businesses during COVID was necessary","M","block1","M-R-Eric.png","MC","list1","list1_1","list1_D",NA,"Eric","liberal",1,NA,4387,16,"R",1,"lockdown","D",0.43,"block2",0.07,0.51,0.42,0.53,0.95,27533,26,0.08,"block3",0.66,11841,52,NA,13,"default","Preconceived ideas about people based on stated political party.","No",67,"Yes",NA,4,"Female",4,NA,NA,"Dem",0.07,0,0,0,0,0,0,NA,1,"UT","['UT']",NA,NA
3829,"default","U.S. presidential elections are held in November",NA,"block1","NA.png","O","list1","list1_1","list1_D",NA,NA,NA,1,NA,3431,17,NA,1,"elections","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"default","Preconceived ideas about people based on stated political party.","No",67,"Yes",NA,4,"Female",4,NA,NA,"Dem",0.07,0,0,0,0,0,0,NA,1,"UT","['UT']",NA,NA
3829,"default","medicaid is overfunded","M","block1","M-D-James.png","critical","list1","list1_1","list1_D","Allison isn't annoyed that","James","conservative",0.03,"be_annoyed",6233,18,"D",1,"medicaid","D",0.62,"block2",0.99,0.73,0.31,0.63,0.02,34361,30,0.15,"block3",0.71,12322,47,NA,15,"default","Preconceived ideas about people based on stated political party.","No",67,"Yes",NA,4,"Female",4,NA,NA,"Dem",0.07,0,0,0,0,0,0,NA,1,"UT","['UT']",NA,NA
3829,"default","the uprising at the Capitol was domestic terrorism","M","block1","M-R-Joseph.png","critical","list1","list1_1","list1_D","Glenn didn't hear that","Joseph","liberal",0.99,"hear",5638,19,"R",1,"capitol_uprising","D",0.52,"block2",0.02,0.14,0.44,0.26,0.99,36928,21,0.18,"block3",0.93,11639,40,NA,16,"default","Preconceived ideas about people based on stated political party.","No",67,"Yes",NA,4,"Female",4,NA,NA,"Dem",0.07,0,0,0,0,0,0,NA,1,"UT","['UT']",NA,NA
3998,"default","the military is underfunded","M","block1","M-D-Daniel.png","critical","list2","list2_1","list2_D","Emma didn't admit that","Daniel","conservative",0.02,"admit",6008,4,"D",1,"military","D",0.47,"block2",1,0.67,0.44,0.84,0,15781,33,0.09,"block3",0.86,13769,40,NA,1,"default","What people think about political parties.","No",41,"Yes","None",3,"Female",2,NA,NA,"Dem",0.03,1,0,0,0,0,0,NA,0,"CA","['CA', 'MI', 'RI']",NA,NA
3998,"default","the minimum wage is too low","F","block1","F-R-Sarah.png","critical","list2","list2_1","list2_D","Ken didn't acknowledge","Sarah","liberal",0.99,"acknowledge",7759,5,"R",1,"minimum_wage","D",0.32,"block2",0,0.34,0.53,0.29,1,20843,30,0.16,"block3",0.48,13387,43,NA,2,"default","What people think about political parties.","No",41,"Yes","None",3,"Female",2,NA,NA,"Dem",0.03,1,0,0,0,0,0,NA,0,"CA","['CA', 'MI', 'RI']",NA,NA
3998,"default","medicaid is underfunded","M","block1","M-D-James.png","critical","list2","list2_1","list2_D","Allison isn't right that","James","liberal",1,"be_right",5523,6,"D",1,"medicaid","D",0.58,"block2",1,0.79,0.65,0.81,0,19148,34,0.79,"block3",0.07,8353,42,NA,3,"default","What people think about political parties.","No",41,"Yes","None",3,"Female",2,NA,NA,"Dem",0.03,1,0,0,0,0,0,NA,0,"CA","['CA', 'MI', 'RI']",NA,NA
3998,"default","the uprising at the Capitol was patriotic","F","block1","F-R-Donna.png","critical","list2","list2_1","list2_D","Glenn didn't pretend that","Donna","conservative",0,"pretend",4362,7,"R",1,"capitol_uprising","D",0.47,"block2",0,0.23,0.59,0.22,1,53487,21,0.81,"block3",0.65,9207,44,NA,4,"default","What people think about political parties.","No",41,"Yes","None",3,"Female",2,NA,NA,"Dem",0.03,1,0,0,0,0,0,NA,0,"CA","['CA', 'MI', 'RI']",NA,NA
3998,"default","COVID is an overhyped virus","F","block1","F-D-Lisa.png","critical","list2","list2_1","list2_D","Mary didn't hear that","Lisa","conservative",0,"hear",3902,8,"D",1,"COVID","D",0.47,"block2",1,0.61,0.72,0.5,0,16684,28,0.04,"block3",0.38,11664,52,NA,5,"default","What people think about political parties.","No",41,"Yes","None",3,"Female",2,NA,NA,"Dem",0.03,1,0,0,0,0,0,NA,0,"CA","['CA', 'MI', 'RI']",NA,NA
3998,"default","the 2020 election was legitimate","F","block1","F-D-Anna.png","critical","list2","list2_1","list2_D","Jen didn't admit that","Anna","liberal",1,"admit",4449,9,"D",1,"2020_election","D",0.6,"block2",1,0.7,0.64,0.69,0,21291,35,0.95,"block3",1,9360,41,NA,6,"default","What people think about political parties.","No",41,"Yes","None",3,"Female",2,NA,NA,"Dem",0.03,1,0,0,0,0,0,NA,0,"CA","['CA', 'MI', 'RI']",NA,NA
3998,"default","the rich are taxed too much","F","block1","F-D-Veronica.png","MC","list2","list2_1","list2_D",NA,"Veronica","conservative",0,NA,4031,10,"D",1,"taxes","D",0.72,"block2",1,0.67,0.31,0.66,0,21287,24,0.08,"block3",1,6603,53,NA,7,"default","What people think about political parties.","No",41,"Yes","None",3,"Female",2,NA,NA,"Dem",0.03,1,0,0,0,0,0,NA,0,"CA","['CA', 'MI', 'RI']",NA,NA
3998,"default","Trump handled the pandemic well","M","block1","M-R-Michael.png","critical","list2","list2_1","list2_D","Danny doesn't know that","Michael","conservative",0,"know",4954,11,"R",1,"Trump_pandemic","D",0.33,"block2",0,0.24,0.12,0.29,1,24174,23,0.82,"block3",1,5304,57,NA,8,"default","What people think about political parties.","No",41,"Yes","None",3,"Female",2,NA,NA,"Dem",0.03,1,0,0,0,0,0,NA,0,"CA","['CA', 'MI', 'RI']",NA,NA
3998,"default","closing businesses during COVID was unnecessary","F","block1","F-R-Lily.png","MC","list2","list2_1","list2_D",NA,"Lily","conservative",0,NA,4006,12,"R",1,"lockdown","D",0.23,"block2",0,0.26,0.64,0.34,1,15588,36,0.84,"block3",1,6283,50,NA,9,"default","What people think about political parties.","No",41,"Yes","None",3,"Female",2,NA,NA,"Dem",0.03,1,0,0,0,0,0,NA,0,"CA","['CA', 'MI', 'RI']",NA,NA
3998,"default","it is too easy to buy guns","M","block1","M-R-Ryan.png","critical","list2","list2_1","list2_D","Owen didn't pretend that","Ryan","liberal",0.86,"pretend",4660,13,"R",1,"gun_laws","D",0.54,"block2",0,0.2,0.24,0.19,1,24263,25,0.03,"block3",0,23826,39,NA,10,"default","What people think about political parties.","No",41,"Yes","None",3,"Female",2,NA,NA,"Dem",0.03,1,0,0,0,0,0,NA,0,"CA","['CA', 'MI', 'RI']",NA,NA
3998,"default","immigrants support the economy","M","block1","M-R-Joseph.png","critical","list2","list2_1","list2_D","Ben doesn't know that","Joseph","liberal",1,"know",4562,14,"R",1,"immigrants","D",0.23,"block2",0,0.15,0.36,0.21,1,19179,27,0.09,"block3",0.25,10700,58,NA,11,"default","What people think about political parties.","No",41,"Yes","None",3,"Female",2,NA,NA,"Dem",0.03,1,0,0,0,0,0,NA,0,"CA","['CA', 'MI', 'RI']",NA,NA
3998,"default","mask mandates are unnecessary","M","block1","M-D-John.png","critical","list2","list2_1","list2_D","Wendy isn't right that","John","conservative",0,"be_right",4444,15,"D",1,"masks","D",0.53,"block2",1,0.59,0.36,0.6,0,21629,31,0.04,"block3",0,7775,51,NA,12,"default","What people think about political parties.","No",41,"Yes","None",3,"Female",2,NA,NA,"Dem",0.03,1,0,0,0,0,0,NA,0,"CA","['CA', 'MI', 'RI']",NA,NA
3998,"default","it is too hard to get an abortion","F","block1","F-D-Michelle.png","critical","list2","list2_1","list2_D","Grace didn't hear that","Michelle","liberal",0.91,"hear",9123,16,"D",1,"abortion","D",0.69,"block2",1,0.7,0.29,0.65,0,46467,22,0.95,"block3",1,6409,49,NA,13,"default","What people think about political parties.","No",41,"Yes","None",3,"Female",2,NA,NA,"Dem",0.03,1,0,0,0,0,0,NA,0,"CA","['CA', 'MI', 'RI']",NA,NA
3998,"default","Trump's policies improved the American economy","F","block1","F-R-Amy.png","critical","list2","list2_1","list2_D","Tony didn't acknowledge","Amy","conservative",0,"acknowledge",3916,17,"R",1,"Trump_economy","D",0.3,"block2",0,0.42,0.6,0.2,1,19282,26,0.93,"block3",1,10218,48,NA,14,"default","What people think about political parties.","No",41,"Yes","None",3,"Female",2,NA,NA,"Dem",0.03,1,0,0,0,0,0,NA,0,"CA","['CA', 'MI', 'RI']",NA,NA
3998,"default","U.S. presidential elections are held in November",NA,"block1","NA.png","O","list2","list2_1","list2_D",NA,NA,NA,1,NA,4605,18,NA,1,"elections","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"default","What people think about political parties.","No",41,"Yes","None",3,"Female",2,NA,NA,"Dem",0.03,1,0,0,0,0,0,NA,0,"CA","['CA', 'MI', 'RI']",NA,NA
3998,"default","the capital of the US is in Ohio",NA,"block1","NA.png","O","list2","list2_1","list2_D",NA,NA,NA,0,NA,3705,19,NA,1,"capital","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"default","What people think about political parties.","No",41,"Yes","None",3,"Female",2,NA,NA,"Dem",0.03,1,0,0,0,0,0,NA,0,"CA","['CA', 'MI', 'RI']",NA,NA
3843,"default","the capital of the US is in Ohio",NA,"block1","NA.png","O","list2","list2_2","list2_R",NA,NA,NA,0,NA,4940,4,NA,2,"capital","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"default","Perceptions of others' opinions based on party affiliation.","Yes",26,"Yes",NA,2,"Male",2,NA,NA,"Dem",0.34,0,0,0,1,0,0,NA,1,"LA","['LA']","New Orleans",NA
3843,"default","the uprising at the Capitol was patriotic","F","block1","F-D-Anna.png","critical","list2","list2_2","list2_R","Glenn didn't say that","Anna","conservative",0,"say",3584,5,"D",2,"capitol_uprising","R",0.43,"block2",1,0.61,0.76,0.56,0,15626,31,0,"block3",0.25,6787,53,NA,2,"default","Perceptions of others' opinions based on party affiliation.","Yes",26,"Yes",NA,2,"Male",2,NA,NA,"Dem",0.34,0,0,0,1,0,0,NA,1,"LA","['LA']","New Orleans",NA
3843,"default","medicaid is underfunded","M","block1","M-R-Anthony.png","critical","list2","list2_2","list2_R","Allison didn't pretend that","Anthony","liberal",0.72,"pretend",3202,6,"R",2,"medicaid","R",0.59,"block2",0,0.45,0.04,0.46,1,17280,33,0.13,"block3",0.51,10498,40,NA,3,"default","Perceptions of others' opinions based on party affiliation.","Yes",26,"Yes",NA,2,"Male",2,NA,NA,"Dem",0.34,0,0,0,1,0,0,NA,1,"LA","['LA']","New Orleans",NA
3843,"default","the military is underfunded","M","block1","M-R-Ryan.png","critical","list2","list2_2","list2_R","Emma didn't suggest that","Ryan","conservative",0,"suggest",2384,7,"R",2,"military","R",0.7,"block2",0,0.41,0,0.5,1,17237,25,0.38,"block3",0.88,7033,52,NA,4,"default","Perceptions of others' opinions based on party affiliation.","Yes",26,"Yes",NA,2,"Male",2,NA,NA,"Dem",0.34,0,0,0,1,0,0,NA,1,"LA","['LA']","New Orleans",NA
3843,"default","mask mandates are unnecessary","M","block1","M-R-Joseph.png","critical","list2","list2_2","list2_R","Wendy didn't pretend that","Joseph","conservative",0.76,"pretend",3265,8,"R",2,"masks","R",0.57,"block2",0,0.36,0.02,0.48,1,17177,36,0.87,"block3",0.84,23743,42,NA,5,"default","Perceptions of others' opinions based on party affiliation.","Yes",26,"Yes",NA,2,"Male",2,NA,NA,"Dem",0.34,0,0,0,1,0,0,NA,1,"LA","['LA']","New Orleans",NA
3843,"default","the rich are taxed too much","M","block1","M-R-Eric.png","MC","list2","list2_2","list2_R",NA,"Eric","conservative",0.18,NA,2273,9,"R",2,"taxes","R",0.69,"block2",0,0.42,0,0.53,1,18600,24,0.77,"block3",1,3996,39,NA,6,"default","Perceptions of others' opinions based on party affiliation.","Yes",26,"Yes",NA,2,"Male",2,NA,NA,"Dem",0.34,0,0,0,1,0,0,NA,1,"LA","['LA']","New Orleans",NA
3843,"default","U.S. presidential elections are held in November",NA,"block1","NA.png","O","list2","list2_2","list2_R",NA,NA,NA,1,NA,2456,10,NA,2,"elections","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"default","Perceptions of others' opinions based on party affiliation.","Yes",26,"Yes",NA,2,"Male",2,NA,NA,"Dem",0.34,0,0,0,1,0,0,NA,1,"LA","['LA']","New Orleans",NA
3843,"default","it is too easy to buy guns","M","block1","M-D-Daniel.png","critical","list2","list2_2","list2_R","Owen didn't say that","Daniel","liberal",0.11,"say",3042,11,"D",2,"gun_laws","R",0.47,"block2",1,0.38,0.01,0.51,0,17846,32,0.69,"block3",0.3,7458,44,NA,8,"default","Perceptions of others' opinions based on party affiliation.","Yes",26,"Yes",NA,2,"Male",2,NA,NA,"Dem",0.34,0,0,0,1,0,0,NA,1,"LA","['LA']","New Orleans",NA
3843,"default","the minimum wage is too low","F","block1","F-D-Lisa.png","critical","list2","list2_2","list2_R","Ken didn't acknowledge","Lisa","liberal",0.74,"acknowledge",3214,12,"D",2,"minimum_wage","R",0.42,"block2",1,0.65,0.85,0.61,0,16006,28,0.79,"block3",1,2639,49,NA,9,"default","Perceptions of others' opinions based on party affiliation.","Yes",26,"Yes",NA,2,"Male",2,NA,NA,"Dem",0.34,0,0,0,1,0,0,NA,1,"LA","['LA']","New Orleans",NA
3843,"default","Trump's policies improved the American economy","F","block1","F-D-Elizabeth.png","critical","list2","list2_2","list2_R","Tony didn't acknowledge","Elizabeth","conservative",0.34,"acknowledge",3751,13,"D",2,"Trump_economy","R",0.32,"block2",1,0.5,0.66,0.41,0,24282,22,0,"block3",0.84,6694,59,NA,10,"default","Perceptions of others' opinions based on party affiliation.","Yes",26,"Yes",NA,2,"Male",2,NA,NA,"Dem",0.34,0,0,0,1,0,0,NA,1,"LA","['LA']","New Orleans",NA
3843,"default","the 2020 election was legitimate","F","block1","F-R-Donna.png","critical","list2","list2_2","list2_R","Jen didn't suggest that","Donna","liberal",1,"suggest",2431,14,"R",2,"2020_election","R",0.7,"block2",0,0.29,0.57,0.4,1,20478,34,0.18,"block3",0.29,9952,55,NA,11,"default","Perceptions of others' opinions based on party affiliation.","Yes",26,"Yes",NA,2,"Male",2,NA,NA,"Dem",0.34,0,0,0,1,0,0,NA,1,"LA","['LA']","New Orleans",NA
