workerid,proliferate.condition,CC,SpeakerGender,assertiveness_rating,block,democrat_rating,empathy_rating,femininity_rating,file,intelligence_rating,item_type,list,list_genderMaxes,list_whichSpPoliticsFirst,matrix_clause,name,orientation,participant_beliefs,predicate,projection,republican_rating,rt,slide_number_in_experiment,socialInfo,spBelief_rating,speakerGendersMaxes,topic,true_false,whichSpPoliticsFirst,error
3934,default,the break will be shortened today,F,,block3,,,,F-D-Elizabeth.png,,critical,list2,list2_1,list2_D,Amelia isn't right that,Elizabeth,N,,be_right,0.01,,16076,55,D,,1,break,NA,D,
3934,default,there are too many restrictions on welfare benefits,F,,block3,,,,F-D-Rachel.png,,itIsT_F,list2,list2_1,list2_D,NA,Rachel,liberal,,NA,0.01,,15610,56,D,,1,welfare,false,D,
3934,default,medicaid is underfunded,M,,block3,,,,M-D-John.png,,critical,list2,list2_1,list2_D,Allison didn't say that,John,liberal,,say,0.27,,9520,57,D,,1,medicaid,NA,D,
3934,default,it is too easy to buy guns,M,,block3,,,,M-R-Ryan.png,,critical,list2,list2_1,list2_D,Owen doesn't think that,Ryan,liberal,,think,0.23,,9508,58,R,,1,gun_laws,NA,D,
3934,default,Trump handled the pandemic well,M,,block3,,,,M-R-Anthony.png,,critical,list2,list2_1,list2_D,Danny doesn't see that,Anthony,conservative,,see,0.8,,7847,59,R,,1,Trump_pandemic,NA,D,
3758,default,it is too easy to buy guns,M,,block1,,,,M-R-Ryan.png,,critical,list2,list2_1,list2_D,Owen didn't confess that,Ryan,liberal,0.75,confess,,,4369,4,R,,1,gun_laws,,D,
3758,default,the rich are taxed too much,F,,block1,,,,F-D-Veronica.png,,MC,list2,list2_1,list2_D,NA,Veronica,conservative,0.35,NA,,,2248,5,D,,1,taxes,,D,
3758,default,COVID is an overhyped virus,F,,block1,,,,F-D-Michelle.png,,critical,list2,list2_1,list2_D,Mary isn't right that,Michelle,conservative,0.12,be_right,,,2243,6,D,,1,COVID,,D,
3758,default,U.S. presidential elections are held in November,NA,,block1,,,,NA.png,,O,list2,list2_1,list2_D,NA,NA,NA,1,NA,,,3332,7,NA,,1,elections,,D,
3758,default,mask mandates are unnecessary,M,,block1,,,,M-D-James.png,,critical,list2,list2_1,list2_D,Wendy didn't admit that,James,conservative,0.07,admit,,,2448,8,D,,1,masks,,D,
3758,default,it is too hard to get an abortion,F,,block1,,,,F-D-Helen.png,,critical,list2,list2_1,list2_D,Grace isn't right that,Helen,liberal,0.53,be_right,,,3547,9,D,,1,abortion,,D,
3758,default,the capital of the US is in Ohio,NA,,block1,,,,NA.png,,O,list2,list2_1,list2_D,NA,NA,NA,0,NA,,,3332,10,NA,,1,capital,,D,
3758,default,the military is underfunded,M,,block1,,,,M-D-Tim.png,,critical,list2,list2_1,list2_D,Emma doesn't know that,Tim,conservative,0.01,know,,,2948,11,D,,1,military,,D,
3758,default,closing businesses during COVID was unnecessary,F,,block1,,,,F-R-Lily.png,,MC,list2,list2_1,list2_D,NA,Lily,conservative,0.04,NA,,,2918,12,R,,1,lockdown,,D,
3758,default,the uprising at the Capitol was patriotic,F,,block1,,,,F-R-Kimberly.png,,critical,list2,list2_1,list2_D,Glenn didn't confess that,Kimberly,conservative,0.02,confess,,,2667,13,R,,1,capitol_uprising,,D,
3758,default,the 2020 election was legitimate,F,,block1,,,,F-D-Anna.png,,critical,list2,list2_1,list2_D,Jen doesn't know that,Anna,liberal,0.99,know,,,2558,14,D,,1,2020_election,,D,
3758,default,the minimum wage is too low,F,,block1,,,,F-R-Sarah.png,,critical,list2,list2_1,list2_D,Ken didn't pretend that,Sarah,liberal,0.93,pretend,,,2450,15,R,,1,minimum_wage,,D,
3758,default,Trump handled the pandemic well,M,,block1,,,,M-R-Joseph.png,,critical,list2,list2_1,list2_D,Danny doesn't see that,Joseph,conservative,0.13,see,,,3015,16,R,,1,Trump_pandemic,,D,
3758,default,Trump's policies improved the American economy,F,,block1,,,,F-R-Donna.png,,critical,list2,list2_1,list2_D,Tony didn't pretend that,Donna,conservative,0.52,pretend,,,3245,17,R,,1,Trump_economy,,D,
3758,default,immigrants support the economy,M,,block1,,,,M-R-Jason.png,,critical,list2,list2_1,list2_D,Ben doesn't see that,Jason,liberal,0.62,see,,,1938,18,R,,1,immigrants,,D,
3758,default,medicaid is underfunded,M,,block1,,,,M-D-Daniel.png,,critical,list2,list2_1,list2_D,Allison didn't admit that,Daniel,liberal,0.62,admit,,,1553,19,D,,1,medicaid,,D,
3758,default,the minimum wage is too low,F,0.52,block2,0.02,0.52,0.1,F-R-Sarah.png,0.5,critical,list2,list2_1,list2_D,Ken didn't pretend that,Sarah,liberal,,pretend,,0.99,18212,21,R,0.16,1,minimum_wage,,D,
3758,default,the uprising at the Capitol was patriotic,F,0.54,block2,0.02,0.47,0.36,F-R-Kimberly.png,0.54,critical,list2,list2_1,list2_D,Glenn didn't confess that,Kimberly,conservative,,confess,,0.99,15423,22,R,0.63,1,capitol_uprising,,D,
3758,default,the rich are taxed too much,F,0.53,block2,0.99,0.55,0.57,F-D-Veronica.png,0.51,MC,list2,list2_1,list2_D,NA,Veronica,conservative,,NA,,0.01,11839,23,D,0.3,1,taxes,,D,
3758,default,the military is underfunded,M,0.5,block2,0.99,0.53,0.11,M-D-Tim.png,0.5,critical,list2,list2_1,list2_D,Emma doesn't know that,Tim,conservative,,know,,0.02,21782,24,D,0.3,1,military,,D,
3758,default,mask mandates are unnecessary,M,0.48,block2,0.98,0.5,0.18,M-D-James.png,0.47,critical,list2,list2_1,list2_D,Wendy didn't admit that,James,conservative,,admit,,0.02,10703,25,D,0.49,1,masks,,D,
3758,default,immigrants support the economy,M,0.51,block2,0.01,0.52,0,M-R-Jason.png,0.51,critical,list2,list2_1,list2_D,Ben doesn't see that,Jason,liberal,,see,,0.99,23001,26,R,0.24,1,immigrants,,D,
3758,default,there are too few environmental laws,M,0.5,block2,0.01,0.5,0.04,M-R-Eric.png,0.47,itIsT_F,list2,list2_1,list2_D,NA,Eric,liberal,,NA,,0.99,11745,27,R,0.37,1,environment,,D,
3758,default,COVID is an overhyped virus,F,0.49,block2,0.98,0.51,0.51,F-D-Michelle.png,0.49,critical,list2,list2_1,list2_D,Mary isn't right that,Michelle,conservative,,be_right,,0.02,35848,28,D,0.19,1,COVID,,D,
3758,default,closing businesses during COVID was unnecessary,F,0.5,block2,0.01,0.52,0.48,F-R-Lily.png,0.5,MC,list2,list2_1,list2_D,NA,Lily,conservative,,NA,,0.99,12167,29,R,0.52,1,lockdown,,D,
3758,default,Trump's policies improved the American economy,F,0.52,block2,0.01,0.5,0.5,F-R-Donna.png,0.51,critical,list2,list2_1,list2_D,Tony didn't pretend that,Donna,conservative,,pretend,,0.98,16649,30,R,0.73,1,Trump_economy,,D,
3758,default,it is too easy to buy guns,M,0.51,block2,0.01,0.51,0,M-R-Ryan.png,0.5,critical,list2,list2_1,list2_D,Owen didn't confess that,Ryan,liberal,,confess,,0.98,36301,31,R,0.04,1,gun_laws,,D,
3758,default,medicaid is underfunded,M,0.49,block2,1,0.48,0.1,M-D-Daniel.png,0.47,critical,list2,list2_1,list2_D,Allison didn't admit that,Daniel,liberal,,admit,,0.01,9546,32,D,0.46,1,medicaid,,D,
3758,default,there are too many restrictions on welfare benefits,F,0.48,block2,0.99,0.5,0.52,F-D-Rachel.png,0.49,itIsT_F,list2,list2_1,list2_D,NA,Rachel,liberal,,NA,,0.02,9260,33,D,0.5,1,welfare,,D,
3758,default,the 2020 election was legitimate,F,0.5,block2,0.99,0.5,0.57,F-D-Anna.png,0.49,critical,list2,list2_1,list2_D,Jen doesn't know that,Anna,liberal,,know,,0.01,10840,34,D,0.93,1,2020_election,,D,
3758,default,it is too hard to get an abortion,F,0.48,block2,0.99,0.51,0.66,F-D-Helen.png,0.49,critical,list2,list2_1,list2_D,Grace isn't right that,Helen,liberal,,be_right,,0.01,10353,35,D,0.49,1,abortion,,D,
3758,default,Trump handled the pandemic well,M,0.47,block2,0.01,0.48,0.03,M-R-Joseph.png,0.49,critical,list2,list2_1,list2_D,Danny doesn't see that,Joseph,conservative,,see,,0.99,9858,36,R,0.81,1,Trump_pandemic,,D,
3758,default,the break will be shortened today,F,,block3,,,,F-D-Elizabeth.png,,critical,list2,list2_1,list2_D,Amelia isn't right that,Elizabeth,N,,be_right,0.25,,30148,38,D,,1,break,NA,D,
3758,default,medicaid is underfunded,M,,block3,,,,M-D-Daniel.png,,critical,list2,list2_1,list2_D,Allison didn't admit that,Daniel,liberal,,admit,0.67,,7134,39,D,,1,medicaid,NA,D,
3758,default,it is too easy to buy guns,M,,block3,,,,M-R-Ryan.png,,critical,list2,list2_1,list2_D,Owen didn't confess that,Ryan,liberal,,confess,0.77,,6915,40,R,,1,gun_laws,NA,D,
3758,default,mask mandates are unnecessary,M,,block3,,,,M-D-James.png,,critical,list2,list2_1,list2_D,Wendy didn't admit that,James,conservative,,admit,0.88,,6843,41,D,,1,masks,NA,D,
3758,default,the agenda is longer than usual today,F,,block3,,,,F-R-Amy.png,,critical,list2,list2_1,list2_D,Ethan didn't pretend that,Amy,N,,pretend,0.85,,4997,42,R,,1,agenda,NA,D,
3758,default,the organizers' contact info is outdated,M,,block3,,,,M-R-Anthony.png,,critical,list2,list2_1,list2_D,Noah didn't confess that,Anthony,N,,confess,0.21,,9088,43,R,,1,contact,NA,D,
3758,default,closing businesses during COVID was unnecessary,F,,block3,,,,F-R-Lily.png,,MC,list2,list2_1,list2_D,NA,Lily,conservative,,NA,0.98,,5217,44,R,,1,lockdown,NA,D,
3758,default,the 2020 election was legitimate,F,,block3,,,,F-D-Anna.png,,critical,list2,list2_1,list2_D,Jen doesn't know that,Anna,liberal,,know,0.99,,5615,45,D,,1,2020_election,NA,D,
3758,default,the event was advertised on social media,F,,block3,,,,F-D-Lisa.png,,critical,list2,list2_1,list2_D,Chloe doesn't know that,Lisa,N,,know,0.98,,4521,46,D,,1,social_media,NA,D,
3758,default,it is too hard to get an abortion,F,,block3,,,,F-D-Helen.png,,critical,list2,list2_1,list2_D,Grace isn't right that,Helen,liberal,,be_right,0.09,,6051,47,D,,1,abortion,NA,D,
3758,default,these events are well-organized,M,,block3,,,,M-D-John.png,,critical,list2,list2_1,list2_D,Leah didn't admit that,John,N,,admit,0.95,,4473,48,D,,1,organized,NA,D,
3758,default,the uprising at the Capitol was patriotic,F,,block3,,,,F-R-Kimberly.png,,critical,list2,list2_1,list2_D,Glenn didn't confess that,Kimberly,conservative,,confess,0.83,,5899,49,R,,1,capitol_uprising,NA,D,
3758,default,there are too many restrictions on welfare benefits,F,,block3,,,,F-D-Rachel.png,,itIsT_F,list2,list2_1,list2_D,NA,Rachel,liberal,,NA,0.03,,7588,50,D,,1,welfare,false,D,
3758,default,the military is underfunded,M,,block3,,,,M-D-Tim.png,,critical,list2,list2_1,list2_D,Emma doesn't know that,Tim,conservative,,know,0.95,,7595,51,D,,1,military,NA,D,
3758,default,immigrants support the economy,M,,block3,,,,M-R-Jason.png,,critical,list2,list2_1,list2_D,Ben doesn't see that,Jason,liberal,,see,0.97,,3664,52,R,,1,immigrants,NA,D,
3758,default,last month's newsletter was sent late,M,,block3,,,,M-R-Michael.png,,critical,list2,list2_1,list2_D,Liam doesn't see that,Michael,N,,see,0.95,,4058,53,R,,1,newsletter,NA,D,
3758,default,Trump's policies improved the American economy,F,,block3,,,,F-R-Donna.png,,critical,list2,list2_1,list2_D,Tony didn't pretend that,Donna,conservative,,pretend,0.46,,4208,54,R,,1,Trump_economy,NA,D,
3758,default,there are too few environmental laws,M,,block3,,,,M-R-Eric.png,,itIsT_F,list2,list2_1,list2_D,NA,Eric,liberal,,NA,0.93,,4329,55,R,,1,environment,true,D,
3758,default,COVID is an overhyped virus,F,,block3,,,,F-D-Michelle.png,,critical,list2,list2_1,list2_D,Mary isn't right that,Michelle,conservative,,be_right,0.03,,4904,56,D,,1,COVID,NA,D,
3758,default,the minimum wage is too low,F,,block3,,,,F-R-Sarah.png,,critical,list2,list2_1,list2_D,Ken didn't pretend that,Sarah,liberal,,pretend,0.52,,4203,57,R,,1,minimum_wage,NA,D,
3758,default,Trump handled the pandemic well,M,,block3,,,,M-R-Joseph.png,,critical,list2,list2_1,list2_D,Danny doesn't see that,Joseph,conservative,,see,0.94,,2887,58,R,,1,Trump_pandemic,NA,D,
3758,default,the rich are taxed too much,F,,block3,,,,F-D-Veronica.png,,MC,list2,list2_1,list2_D,NA,Veronica,conservative,,NA,0.94,,4631,59,D,,1,taxes,NA,D,
3875,default,it is too easy to buy guns,M,,block1,,,,M-D-James.png,,critical,list2,list2_2,list2_R,Owen didn't say that,James,liberal,0.92,say,,,6823,4,D,,2,gun_laws,,R,
3875,default,closing businesses during COVID was unnecessary,F,,block1,,,,F-D-Veronica.png,,MC,list2,list2_2,list2_R,NA,Veronica,conservative,0,NA,,,4117,5,D,,2,lockdown,,R,
3875,default,Trump handled the pandemic well,M,,block1,,,,M-D-Daniel.png,,critical,list2,list2_2,list2_R,Danny didn't acknowledge,Daniel,conservative,0,acknowledge,,,8070,6,D,,2,Trump_pandemic,,R,
3875,default,U.S. presidential elections are held in November,NA,,block1,,,,NA.png,,O,list2,list2_2,list2_R,NA,NA,NA,1,NA,,,51938,7,NA,,2,elections,,R,
3875,default,the capital of the US is in Ohio,NA,,block1,,,,NA.png,,O,list2,list2_2,list2_R,NA,NA,NA,0,NA,,,3857,8,NA,,2,capital,,R,
3875,default,the rich are taxed too much,M,,block1,,,,M-R-Eric.png,,MC,list2,list2_2,list2_R,NA,Eric,conservative,0,NA,,,5541,9,R,,2,taxes,,R,
3875,default,Trump's policies improved the American economy,F,,block1,,,,F-D-Lisa.png,,critical,list2,list2_2,list2_R,Tony didn't confess that,Lisa,conservative,0.2,confess,,,4199,10,D,,2,Trump_economy,,R,
3875,default,the minimum wage is too low,F,,block1,,,,F-D-Michelle.png,,critical,list2,list2_2,list2_R,Ken didn't confess that,Michelle,liberal,0.87,confess,,,3922,11,D,,2,minimum_wage,,R,
3875,default,mask mandates are unnecessary,M,,block1,,,,M-R-Ryan.png,,critical,list2,list2_2,list2_R,Wendy isn't annoyed that,Ryan,conservative,0,be_annoyed,,,3559,12,R,,2,masks,,R,
3875,default,medicaid is underfunded,M,,block1,,,,M-R-Anthony.png,,critical,list2,list2_2,list2_R,Allison isn't annoyed that,Anthony,liberal,0.93,be_annoyed,,,4649,13,R,,2,medicaid,,R,
3875,default,the military is underfunded,M,,block1,,,,M-R-Michael.png,,critical,list2,list2_2,list2_R,Emma isn't right that,Michael,conservative,0.03,be_right,,,3319,14,R,,2,military,,R,
3875,default,the uprising at the Capitol was patriotic,F,,block1,,,,F-D-Elizabeth.png,,critical,list2,list2_2,list2_R,Glenn didn't say that,Elizabeth,conservative,0.03,say,,,4518,15,D,,2,capitol_uprising,,R,
3875,default,the 2020 election was legitimate,F,,block1,,,,F-R-Donna.png,,critical,list2,list2_2,list2_R,Jen isn't right that,Donna,liberal,0.85,be_right,,,6769,16,R,,2,2020_election,,R,
3875,default,it is too hard to get an abortion,F,,block1,,,,F-R-Sarah.png,,critical,list2,list2_2,list2_R,Grace doesn't think that,Sarah,liberal,0.85,think,,,13373,17,R,,2,abortion,,R,
3875,default,immigrants support the economy,M,,block1,,,,M-D-John.png,,critical,list2,list2_2,list2_R,Ben didn't acknowledge,John,liberal,0.99,acknowledge,,,4969,18,D,,2,immigrants,,R,
3875,default,COVID is an overhyped virus,F,,block1,,,,F-R-Kimberly.png,,critical,list2,list2_2,list2_R,Mary doesn't think that,Kimberly,conservative,0.01,think,,,30970,19,R,,2,COVID,,R,
3875,default,mask mandates are unnecessary,M,0.67,block2,0,0.36,0.47,M-R-Ryan.png,0.5,critical,list2,list2_2,list2_R,Wendy isn't annoyed that,Ryan,conservative,,be_annoyed,,1,233474,21,R,0.79,2,masks,,R,
3875,default,it is too easy to buy guns,M,0.51,block2,0.99,0.71,0.46,M-D-James.png,0.57,critical,list2,list2_2,list2_R,Owen didn't say that,James,liberal,,say,,0,41048,22,D,0.78,2,gun_laws,,R,
3875,default,medicaid is underfunded,M,0.58,block2,1,0.35,0.46,M-R-Anthony.png,0.51,critical,list2,list2_2,list2_R,Allison isn't annoyed that,Anthony,liberal,,be_annoyed,,0,217184,23,R,0.28,2,medicaid,,R,
3875,default,the uprising at the Capitol was patriotic,F,0.56,block2,1,0.65,0.85,F-D-Elizabeth.png,0.56,critical,list2,list2_2,list2_R,Glenn didn't say that,Elizabeth,conservative,,say,,0,30309,24,D,0.07,2,capitol_uprising,,R,
3875,default,Trump handled the pandemic well,M,0.58,block2,1,0.62,0.38,M-D-Daniel.png,0.6,critical,list2,list2_2,list2_R,Danny didn't acknowledge,Daniel,conservative,,acknowledge,,0,68509,25,D,0.16,2,Trump_pandemic,,R,
3875,default,Trump's policies improved the American economy,F,0.5,block2,1,0.66,0.88,F-D-Lisa.png,0.52,critical,list2,list2_2,list2_R,Tony didn't confess that,Lisa,conservative,,confess,,0,46282,26,D,0.18,2,Trump_economy,,R,
3875,default,there are too few environmental laws,F,0.58,block2,0.98,0.72,0.81,F-D-Rachel.png,0.57,itIsT_F,list2,list2_2,list2_R,NA,Rachel,liberal,,NA,,0,238517,27,D,0.72,2,environment,,R,
3875,default,the military is underfunded,M,0.58,block2,0,0.36,0.16,M-R-Michael.png,0.54,critical,list2,list2_2,list2_R,Emma isn't right that,Michael,conservative,,be_right,,1,208348,28,R,0.74,2,military,,R,
3875,default,the rich are taxed too much,M,0.54,block2,1,0.4,0.14,M-R-Eric.png,0.56,MC,list2,list2_2,list2_R,NA,Eric,conservative,,NA,,0,154617,29,R,0.32,2,taxes,,R,
3875,default,closing businesses during COVID was unnecessary,F,0.53,block2,1,0.6,0.9,F-D-Veronica.png,0.53,MC,list2,list2_2,list2_R,NA,Veronica,conservative,,NA,,0,23970,30,D,0.24,2,lockdown,,R,
3875,default,immigrants support the economy,M,0.52,block2,0.96,0.58,0.17,M-D-John.png,0.53,critical,list2,list2_2,list2_R,Ben didn't acknowledge,John,liberal,,acknowledge,,0,19972,31,D,0.8,2,immigrants,,R,
3875,default,there are too many restrictions on welfare benefits,F,0.57,block2,0,0.46,0.85,F-R-Lily.png,0.55,itIsT_F,list2,list2_2,list2_R,NA,Lily,liberal,,NA,,1,24770,32,R,0.23,2,welfare,,R,
3875,default,the 2020 election was legitimate,F,0.56,block2,0,0.36,0.75,F-R-Donna.png,0.53,critical,list2,list2_2,list2_R,Jen isn't right that,Donna,liberal,,be_right,,1,20593,33,R,0.35,2,2020_election,,R,
3875,default,COVID is an overhyped virus,F,0.53,block2,0,0.34,0.74,F-R-Kimberly.png,0.53,critical,list2,list2_2,list2_R,Mary doesn't think that,Kimberly,conservative,,think,,1,31084,34,R,0.88,2,COVID,,R,
3875,default,it is too hard to get an abortion,F,0.52,block2,0,0.34,0.86,F-R-Sarah.png,0.5,critical,list2,list2_2,list2_R,Grace doesn't think that,Sarah,liberal,,think,,1,47189,35,R,0.21,2,abortion,,R,
3875,default,the minimum wage is too low,F,0.58,block2,1,0.66,0.89,F-D-Michelle.png,0.59,critical,list2,list2_2,list2_R,Ken didn't confess that,Michelle,liberal,,confess,,0,16370,36,D,0.82,2,minimum_wage,,R,
3875,default,medicaid is underfunded,M,,block3,,,,M-R-Anthony.png,,critical,list2,list2_2,list2_R,Allison isn't annoyed that,Anthony,liberal,,be_annoyed,0.28,,27641,38,R,,2,medicaid,NA,R,
3875,default,the organizers' contact info is outdated,F,,block3,,,,F-D-Helen.png,,critical,list2,list2_2,list2_R,Noah didn't say that,Helen,N,,say,0.59,,16260,39,D,,2,contact,NA,R,
3875,default,COVID is an overhyped virus,F,,block3,,,,F-R-Kimberly.png,,critical,list2,list2_2,list2_R,Mary doesn't think that,Kimberly,conservative,,think,0.5,,17512,40,R,,2,COVID,NA,R,
3875,default,these events are well-organized,M,,block3,,,,M-R-Joseph.png,,critical,list2,list2_2,list2_R,Leah isn't annoyed that,Joseph,N,,be_annoyed,0.59,,10528,41,R,,2,organized,NA,R,
3875,default,the rich are taxed too much,M,,block3,,,,M-R-Eric.png,,MC,list2,list2_2,list2_R,NA,Eric,conservative,,NA,1,,9975,42,R,,2,taxes,NA,R,
3875,default,the agenda is longer than usual today,F,,block3,,,,F-D-Anna.png,,critical,list2,list2_2,list2_R,Ethan didn't confess that,Anna,N,,confess,0.83,,10155,43,D,,2,agenda,NA,R,
3875,default,the minimum wage is too low,F,,block3,,,,F-D-Michelle.png,,critical,list2,list2_2,list2_R,Ken didn't confess that,Michelle,liberal,,confess,0.83,,6730,44,D,,2,minimum_wage,NA,R,
3875,default,there are too many restrictions on welfare benefits,F,,block3,,,,F-R-Lily.png,,itIsT_F,list2,list2_2,list2_R,NA,Lily,liberal,,NA,1,,5694,45,R,,2,welfare,true,R,
3875,default,there are too few environmental laws,F,,block3,,,,F-D-Rachel.png,,itIsT_F,list2,list2_2,list2_R,NA,Rachel,liberal,,NA,1,,17371,46,D,,2,environment,false,R,
3875,default,last month's newsletter was sent late,M,,block3,,,,M-D-Tim.png,,critical,list2,list2_2,list2_R,Liam didn't acknowledge,Tim,N,,acknowledge,1,,13408,47,D,,2,newsletter,NA,R,
3875,default,Trump handled the pandemic well,M,,block3,,,,M-D-Daniel.png,,critical,list2,list2_2,list2_R,Danny didn't acknowledge,Daniel,conservative,,acknowledge,0.91,,15220,48,D,,2,Trump_pandemic,NA,R,
3875,default,the event was advertised on social media,M,,block3,,,,M-R-Jason.png,,critical,list2,list2_2,list2_R,Chloe isn't right that,Jason,N,,be_right,0.09,,10278,49,R,,2,social_media,NA,R,
3875,default,it is too easy to buy guns,M,,block3,,,,M-D-James.png,,critical,list2,list2_2,list2_R,Owen didn't say that,James,liberal,,say,0.51,,20592,50,D,,2,gun_laws,NA,R,
3875,default,the 2020 election was legitimate,F,,block3,,,,F-R-Donna.png,,critical,list2,list2_2,list2_R,Jen isn't right that,Donna,liberal,,be_right,0.07,,15998,51,R,,2,2020_election,NA,R,
3875,default,the uprising at the Capitol was patriotic,F,,block3,,,,F-D-Elizabeth.png,,critical,list2,list2_2,list2_R,Glenn didn't say that,Elizabeth,conservative,,say,0.22,,17618,52,D,,2,capitol_uprising,NA,R,
3875,default,it is too hard to get an abortion,F,,block3,,,,F-R-Sarah.png,,critical,list2,list2_2,list2_R,Grace doesn't think that,Sarah,liberal,,think,0.52,,24968,53,R,,2,abortion,NA,R,
3875,default,mask mandates are unnecessary,M,,block3,,,,M-R-Ryan.png,,critical,list2,list2_2,list2_R,Wendy isn't annoyed that,Ryan,conservative,,be_annoyed,0.91,,10427,54,R,,2,masks,NA,R,
3875,default,closing businesses during COVID was unnecessary,F,,block3,,,,F-D-Veronica.png,,MC,list2,list2_2,list2_R,NA,Veronica,conservative,,NA,1,,7790,55,D,,2,lockdown,NA,R,
3875,default,the break will be shortened today,F,,block3,,,,F-R-Amy.png,,critical,list2,list2_2,list2_R,Amelia doesn't think that,Amy,N,,think,0.15,,16904,56,R,,2,break,NA,R,
3875,default,the military is underfunded,M,,block3,,,,M-R-Michael.png,,critical,list2,list2_2,list2_R,Emma isn't right that,Michael,conservative,,be_right,0.13,,17287,57,R,,2,military,NA,R,
3875,default,Trump's policies improved the American economy,F,,block3,,,,F-D-Lisa.png,,critical,list2,list2_2,list2_R,Tony didn't confess that,Lisa,conservative,,confess,0.77,,12542,58,D,,2,Trump_economy,NA,R,
3875,default,immigrants support the economy,M,,block3,,,,M-D-John.png,,critical,list2,list2_2,list2_R,Ben didn't acknowledge,John,liberal,,acknowledge,0.97,,8658,59,D,,2,immigrants,NA,R,
3792,default,Trump's policies damaged the American economy,F,,block1,,,,F-R-Donna.png,,critical,list1,list1_1,list1_D,Tony didn't acknowledge,Donna,liberal,1,acknowledge,,,4708,4,R,,1,Trump_economy,,D,
3792,default,mask mandates are necessary,M,,block1,,,,M-D-John.png,,critical,list1,list1_1,list1_D,Wendy doesn't know that,John,liberal,1,know,,,3440,5,D,,1,masks,,D,
3792,default,U.S. presidential elections are held in November,NA,,block1,,,,NA.png,,O,list1,list1_1,list1_D,NA,NA,NA,1,NA,,,3464,6,NA,,1,elections,,D,
3792,default,medicaid is overfunded,M,,block1,,,,M-D-Tim.png,,critical,list1,list1_1,list1_D,Allison doesn't know that,Tim,conservative,0,know,,,3215,7,D,,1,medicaid,,D,
3792,default,the minimum wage is too high,F,,block1,,,,F-R-Kimberly.png,,critical,list1,list1_1,list1_D,Ken didn't acknowledge,Kimberly,conservative,0,acknowledge,,,2200,8,R,,1,minimum_wage,,D,
3792,default,immigrants steal jobs from Americans,M,,block1,,,,M-R-Joseph.png,,critical,list1,list1_1,list1_D,Ben didn't admit that,Joseph,conservative,0,admit,,,6263,9,R,,1,immigrants,,D,
3792,default,the capital of the US is in Ohio,NA,,block1,,,,NA.png,,O,list1,list1_1,list1_D,NA,NA,NA,0,NA,,,3591,10,NA,,1,capital,,D,
3792,default,it is too easy to get an abortion,F,,block1,,,,F-D-Lisa.png,,critical,list1,list1_1,list1_D,Grace didn't pretend that,Lisa,conservative,0,pretend,,,2687,11,D,,1,abortion,,D,
3792,default,the 2020 election was rigged,M,,block1,,,,M-D-Daniel.png,,critical,list1,list1_1,list1_D,Jen isn't annoyed that,Daniel,conservative,0,be_annoyed,,,3599,12,D,,1,2020_election,,D,
3792,default,Trump handled the pandemic badly,M,,block1,,,,M-R-Jason.png,,critical,list1,list1_1,list1_D,Danny didn't admit that,Jason,liberal,1,admit,,,2609,13,R,,1,Trump_pandemic,,D,
3792,default,it is too difficult to buy guns,F,,block1,,,,F-R-Sarah.png,,critical,list1,list1_1,list1_D,Owen didn't confess that,Sarah,conservative,0.12,confess,,,6967,14,R,,1,gun_laws,,D,
3792,default,the military is overfunded,F,,block1,,,,F-D-Anna.png,,critical,list1,list1_1,list1_D,Emma isn't annoyed that,Anna,liberal,1,be_annoyed,,,2519,15,D,,1,military,,D,
3792,default,the uprising at the Capitol was domestic terrorism,M,,block1,,,,M-R-Ryan.png,,critical,list1,list1_1,list1_D,Glenn didn't confess that,Ryan,liberal,0.06,confess,,,6183,16,R,,1,capitol_uprising,,D,
3792,default,closing businesses during COVID was necessary,M,,block1,,,,M-R-Eric.png,,MC,list1,list1_1,list1_D,NA,Eric,liberal,1,NA,,,2681,17,R,,1,lockdown,,D,
3792,default,COVID is a dangerous virus,F,,block1,,,,F-D-Elizabeth.png,,critical,list1,list1_1,list1_D,Mary didn't pretend that,Elizabeth,liberal,1,pretend,,,2151,18,D,,1,COVID,,D,
3792,default,the rich are taxed too little,F,,block1,,,,F-D-Rachel.png,,MC,list1,list1_1,list1_D,NA,Rachel,liberal,1,NA,,,2937,19,D,,1,taxes,,D,
3792,default,there are too few restrictions on welfare benefits,F,0.71,block2,1,0.75,0.55,F-D-Veronica.png,0.96,itIsT_F,list1,list1_1,list1_D,NA,Veronica,conservative,,NA,,0,36480,21,D,0.3,1,welfare,,D,
3792,default,there are too many environmental laws,F,0.61,block2,0,0.23,0.56,F-R-Lily.png,0.76,itIsT_F,list1,list1_1,list1_D,NA,Lily,conservative,,NA,,1,25175,22,R,0.18,1,environment,,D,
3792,default,the 2020 election was rigged,M,0.42,block2,1,0.54,0,M-D-Daniel.png,0.52,critical,list1,list1_1,list1_D,Jen isn't annoyed that,Daniel,conservative,,be_annoyed,,0,17814,23,D,0,1,2020_election,,D,
3792,default,mask mandates are necessary,M,0.82,block2,1,0.52,0,M-D-John.png,0.53,critical,list1,list1_1,list1_D,Wendy doesn't know that,John,liberal,,know,,0,18830,24,D,0.73,1,masks,,D,
