"workerid","proliferate.condition.x","SpeakerGender","list","list_firstSocCond","name","response","rt","slide_number_in_experiment","socialCondition","socialInfo","socialInfo_code","trigger_class","whichSocConditionFirst","error.x","proliferate.condition.y","about","accent","age","american","comments","education","gender","income","language","otherParty","party","politics","race_asian","race_black","race_hawaiian","race_latino","race_native","race_otherRaceCheck","race_otherRaceText","race_white","state","whichAccent","error.y","trial"
3654,"default","M","list1","list1-R","Ryan",0.26,9447,16,"D","southern","S","C","R",NA,"default","Making political party affilation generalizations about people based upon home location, gender, and age.","No",64,"Yes","None",4,"Male",6,"None",NA,"Rep",0.98,0,0,0,0,0,0,NA,1,"NJ",NA,NA,13
3654,"default","M","list1","list1-R","Joseph",0.83,6440,17,"R","southern","S","C","R",NA,"default","Making political party affilation generalizations about people based upon home location, gender, and age.","No",64,"Yes","None",4,"Male",6,"None",NA,"Rep",0.98,0,0,0,0,0,0,NA,1,"NJ",NA,NA,14
3654,"default","M","list1","list1-R","Jeff",0.59,8278,18,"R","southern","S","Empty","R",NA,"default","Making political party affilation generalizations about people based upon home location, gender, and age.","No",64,"Yes","None",4,"Male",6,"None",NA,"Rep",0.98,0,0,0,0,0,0,NA,1,"NJ",NA,NA,15
3654,"default","M","list1","list1-R","Scott",0.65,8182,19,"D","non-southern","N","C","R",NA,"default","Making political party affilation generalizations about people based upon home location, gender, and age.","No",64,"Yes","None",4,"Male",6,"None",NA,"Rep",0.98,0,0,0,0,0,0,NA,1,"NJ",NA,NA,16
3654,"default","F","list1","list1-R","Jessica",0.18,6608,20,"R","non-southern","N","C","R",NA,"default","Making political party affilation generalizations about people based upon home location, gender, and age.","No",64,"Yes","None",4,"Male",6,"None",NA,"Rep",0.98,0,0,0,0,0,0,NA,1,"NJ",NA,NA,17
3654,"default","F","list1","list1-R","Lisa",0.92,8742,21,"D","non-southern","N","C","R",NA,"default","Making political party affilation generalizations about people based upon home location, gender, and age.","No",64,"Yes","None",4,"Male",6,"None",NA,"Rep",0.98,0,0,0,0,0,0,NA,1,"NJ",NA,NA,18
3654,"default","M","list1","list1-R","Andrew",0.9,7574,22,"R","southern","S","C","R",NA,"default","Making political party affilation generalizations about people based upon home location, gender, and age.","No",64,"Yes","None",4,"Male",6,"None",NA,"Rep",0.98,0,0,0,0,0,0,NA,1,"NJ",NA,NA,19
3654,"default","F","list1","list1-R","Emily",0.07,15006,23,"R","non-southern","N","C","R",NA,"default","Making political party affilation generalizations about people based upon home location, gender, and age.","No",64,"Yes","None",4,"Male",6,"None",NA,"Rep",0.98,0,0,0,0,0,0,NA,1,"NJ",NA,NA,20
3654,"default","M","list1","list1-R","Michael",0.37,7782,24,"D","southern","S","C","R",NA,"default","Making political party affilation generalizations about people based upon home location, gender, and age.","No",64,"Yes","None",4,"Male",6,"None",NA,"Rep",0.98,0,0,0,0,0,0,NA,1,"NJ",NA,NA,21
3654,"default","M","list1","list1-R","Tim",0.16,20095,25,"R","non-southern","N","C","R",NA,"default","Making political party affilation generalizations about people based upon home location, gender, and age.","No",64,"Yes","None",4,"Male",6,"None",NA,"Rep",0.98,0,0,0,0,0,0,NA,1,"NJ",NA,NA,22
3654,"default","F","list1","list1-R","Rachel",0.67,6182,26,"R","southern","S","C","R",NA,"default","Making political party affilation generalizations about people based upon home location, gender, and age.","No",64,"Yes","None",4,"Male",6,"None",NA,"Rep",0.98,0,0,0,0,0,0,NA,1,"NJ",NA,NA,23
3654,"default","M","list1","list1-R","William",0.79,10359,27,"D","non-southern","N","C","R",NA,"default","Making political party affilation generalizations about people based upon home location, gender, and age.","No",64,"Yes","None",4,"Male",6,"None",NA,"Rep",0.98,0,0,0,0,0,0,NA,1,"NJ",NA,NA,24
3655,"default","M","list2","list2-R","James",0.2,25336,4,"R","non-southern","N","C","R",NA,"default","How we view people and their suspected political parties","Yes",26,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.45,0,0,0,0,0,0,NA,1,"MI","Midwest/Michigander",NA,1
3655,"default","F","list2","list2-R","Kimberly",0.8,6496,5,"R","southern","S","C","R",NA,"default","How we view people and their suspected political parties","Yes",26,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.45,0,0,0,0,0,0,NA,1,"MI","Midwest/Michigander",NA,2
3655,"default","F","list2","list2-R","Angela",0.28,4414,6,"D","southern","S","Empty","R",NA,"default","How we view people and their suspected political parties","Yes",26,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.45,0,0,0,0,0,0,NA,1,"MI","Midwest/Michigander",NA,3
3655,"default","F","list2","list2-R","Jennifer",0.38,6914,7,"R","non-southern","N","C","R",NA,"default","How we view people and their suspected political parties","Yes",26,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.45,0,0,0,0,0,0,NA,1,"MI","Midwest/Michigander",NA,4
3655,"default","M","list2","list2-R","Paul",0.75,5800,8,"D","southern","S","C","R",NA,"default","How we view people and their suspected political parties","Yes",26,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.45,0,0,0,0,0,0,NA,1,"MI","Midwest/Michigander",NA,5
3655,"default","M","list2","list2-R","Anthony",0.41,4517,9,"R","southern","S","C","R",NA,"default","How we view people and their suspected political parties","Yes",26,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.45,0,0,0,0,0,0,NA,1,"MI","Midwest/Michigander",NA,6
3655,"default","M","list2","list2-R","John",0.15,4436,10,"R","non-southern","N","C","R",NA,"default","How we view people and their suspected political parties","Yes",26,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.45,0,0,0,0,0,0,NA,1,"MI","Midwest/Michigander",NA,7
3655,"default","M","list2","list2-R","Jason",0.69,5410,11,"R","southern","S","C","R",NA,"default","How we view people and their suspected political parties","Yes",26,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.45,0,0,0,0,0,0,NA,1,"MI","Midwest/Michigander",NA,8
3655,"default","M","list2","list2-R","Patrick",1,6695,12,"R","Republican","R","Party","R",NA,"default","How we view people and their suspected political parties","Yes",26,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.45,0,0,0,0,0,0,NA,1,"MI","Midwest/Michigander",NA,9
3655,"default","F","list2","list2-R","Amy",0.54,4664,13,"R","southern","S","C","R",NA,"default","How we view people and their suspected political parties","Yes",26,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.45,0,0,0,0,0,0,NA,1,"MI","Midwest/Michigander",NA,10
3655,"default","F","list2","list2-R","Rebecca",0.72,31805,14,"D","non-southern","N","Empty","R",NA,"default","How we view people and their suspected political parties","Yes",26,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.45,0,0,0,0,0,0,NA,1,"MI","Midwest/Michigander",NA,11
3655,"default","F","list2","list2-R","Michelle",0.81,4896,15,"D","non-southern","N","C","R",NA,"default","How we view people and their suspected political parties","Yes",26,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.45,0,0,0,0,0,0,NA,1,"MI","Midwest/Michigander",NA,12
3655,"default","M","list2","list2-R","Justin",0,4113,16,"R","Democrat","D","Party","R",NA,"default","How we view people and their suspected political parties","Yes",26,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.45,0,0,0,0,0,0,NA,1,"MI","Midwest/Michigander",NA,13
3655,"default","F","list2","list2-R","Amanda",1,4200,17,"D","Democrat","D","Party","R",NA,"default","How we view people and their suspected political parties","Yes",26,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.45,0,0,0,0,0,0,NA,1,"MI","Midwest/Michigander",NA,14
3655,"default","M","list2","list2-R","Christopher",0.29,3973,18,"D","southern","S","C","R",NA,"default","How we view people and their suspected political parties","Yes",26,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.45,0,0,0,0,0,0,NA,1,"MI","Midwest/Michigander",NA,15
3655,"default","F","list2","list2-R","Stephanie",0,3930,19,"D","Republican","R","Party","R",NA,"default","How we view people and their suspected political parties","Yes",26,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.45,0,0,0,0,0,0,NA,1,"MI","Midwest/Michigander",NA,16
3655,"default","M","list2","list2-R","Eric",0.32,3539,20,"R","non-southern","N","Empty","R",NA,"default","How we view people and their suspected political parties","Yes",26,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.45,0,0,0,0,0,0,NA,1,"MI","Midwest/Michigander",NA,17
3655,"default","F","list2","list2-R","Emma",0.32,4392,21,"D","southern","S","C","R",NA,"default","How we view people and their suspected political parties","Yes",26,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.45,0,0,0,0,0,0,NA,1,"MI","Midwest/Michigander",NA,18
3655,"default","F","list2","list2-R","Helen",0.01,5499,22,"R","non-southern","N","C","R",NA,"default","How we view people and their suspected political parties","Yes",26,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.45,0,0,0,0,0,0,NA,1,"MI","Midwest/Michigander",NA,19
3655,"default","M","list2","list2-R","Jeff",0.66,3451,23,"R","southern","S","Empty","R",NA,"default","How we view people and their suspected political parties","Yes",26,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.45,0,0,0,0,0,0,NA,1,"MI","Midwest/Michigander",NA,20
3655,"default","F","list2","list2-R","Ashley",0.6,3247,24,"D","southern","S","C","R",NA,"default","How we view people and their suspected political parties","Yes",26,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.45,0,0,0,0,0,0,NA,1,"MI","Midwest/Michigander",NA,21
3655,"default","M","list2","list2-R","Kenneth",0.37,4469,25,"D","non-southern","N","C","R",NA,"default","How we view people and their suspected political parties","Yes",26,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.45,0,0,0,0,0,0,NA,1,"MI","Midwest/Michigander",NA,22
3655,"default","M","list2","list2-R","Daniel",0.8,3667,26,"D","non-southern","N","C","R",NA,"default","How we view people and their suspected political parties","Yes",26,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.45,0,0,0,0,0,0,NA,1,"MI","Midwest/Michigander",NA,23
3655,"default","F","list2","list2-R","Anna",0.76,4340,27,"D","non-southern","N","C","R",NA,"default","How we view people and their suspected political parties","Yes",26,"Yes",NA,3,"Male",3,NA,NA,"Dem",0.45,0,0,0,0,0,0,NA,1,"MI","Midwest/Michigander",NA,24
3656,"default","M","list1","list1-R","Tim",0.02,15480,4,"R","non-southern","N","C","R",NA,"default","Peoples knowledge on politics","No",21,"Yes",NA,1,"Female",2,"Spanish",NA,"Lib",0.44,0,0,0,1,0,0,NA,0,"CA",NA,NA,1
3656,"default","F","list1","list1-R","Angela",0.22,16375,5,"D","southern","S","Empty","R",NA,"default","Peoples knowledge on politics","No",21,"Yes",NA,1,"Female",2,"Spanish",NA,"Lib",0.44,0,0,0,1,0,0,NA,0,"CA",NA,NA,2
3656,"default","F","list1","list1-R","Rebecca",0.01,9473,6,"D","non-southern","N","Empty","R",NA,"default","Peoples knowledge on politics","No",21,"Yes",NA,1,"Female",2,"Spanish",NA,"Lib",0.44,0,0,0,1,0,0,NA,0,"CA",NA,NA,3
3656,"default","F","list1","list1-R","Donna",0.04,15215,7,"D","southern","S","C","R",NA,"default","Peoples knowledge on politics","No",21,"Yes",NA,1,"Female",2,"Spanish",NA,"Lib",0.44,0,0,0,1,0,0,NA,0,"CA",NA,NA,4
3656,"default","M","list1","list1-R","Justin",0,11625,8,"R","Democrat","D","Party","R",NA,"default","Peoples knowledge on politics","No",21,"Yes",NA,1,"Female",2,"Spanish",NA,"Lib",0.44,0,0,0,1,0,0,NA,0,"CA",NA,NA,5
3656,"default","M","list1","list1-R","David",1,15358,9,"R","non-southern","N","C","R",NA,"default","Peoples knowledge on politics","No",21,"Yes",NA,1,"Female",2,"Spanish",NA,"Lib",0.44,0,0,0,1,0,0,NA,0,"CA",NA,NA,6
3656,"default","F","list1","list1-R","Stephanie",0,6564,10,"D","Republican","R","Party","R",NA,"default","Peoples knowledge on politics","No",21,"Yes",NA,1,"Female",2,"Spanish",NA,"Lib",0.44,0,0,0,1,0,0,NA,0,"CA",NA,NA,7
3656,"default","M","list1","list1-R","Andrew",0.98,23917,11,"R","southern","S","C","R",NA,"default","Peoples knowledge on politics","No",21,"Yes",NA,1,"Female",2,"Spanish",NA,"Lib",0.44,0,0,0,1,0,0,NA,0,"CA",NA,NA,8
3656,"default","F","list1","list1-R","Elizabeth",1,14273,12,"D","non-southern","N","C","R",NA,"default","Peoples knowledge on politics","No",21,"Yes",NA,1,"Female",2,"Spanish",NA,"Lib",0.44,0,0,0,1,0,0,NA,0,"CA",NA,NA,9
3656,"default","F","list1","list1-R","Lisa",1,11511,13,"D","non-southern","N","C","R",NA,"default","Peoples knowledge on politics","No",21,"Yes",NA,1,"Female",2,"Spanish",NA,"Lib",0.44,0,0,0,1,0,0,NA,0,"CA",NA,NA,10
3656,"default","F","list1","list1-R","Emily",0.01,8401,14,"R","non-southern","N","C","R",NA,"default","Peoples knowledge on politics","No",21,"Yes",NA,1,"Female",2,"Spanish",NA,"Lib",0.44,0,0,0,1,0,0,NA,0,"CA",NA,NA,11
3656,"default","M","list1","list1-R","Michael",0.42,14664,15,"D","southern","S","C","R",NA,"default","Peoples knowledge on politics","No",21,"Yes",NA,1,"Female",2,"Spanish",NA,"Lib",0.44,0,0,0,1,0,0,NA,0,"CA",NA,NA,12
3656,"default","M","list1","list1-R","Jeff",0.73,20028,16,"R","southern","S","Empty","R",NA,"default","Peoples knowledge on politics","No",21,"Yes",NA,1,"Female",2,"Spanish",NA,"Lib",0.44,0,0,0,1,0,0,NA,0,"CA",NA,NA,13
3656,"default","M","list1","list1-R","Patrick",0.98,4680,17,"R","Republican","R","Party","R",NA,"default","Peoples knowledge on politics","No",21,"Yes",NA,1,"Female",2,"Spanish",NA,"Lib",0.44,0,0,0,1,0,0,NA,0,"CA",NA,NA,14
3656,"default","F","list1","list1-R","Amanda",1,5640,18,"D","Democrat","D","Party","R",NA,"default","Peoples knowledge on politics","No",21,"Yes",NA,1,"Female",2,"Spanish",NA,"Lib",0.44,0,0,0,1,0,0,NA,0,"CA",NA,NA,15
3656,"default","M","list1","list1-R","Joseph",0.99,9114,19,"R","southern","S","C","R",NA,"default","Peoples knowledge on politics","No",21,"Yes",NA,1,"Female",2,"Spanish",NA,"Lib",0.44,0,0,0,1,0,0,NA,0,"CA",NA,NA,16
3656,"default","F","list1","list1-R","Jessica",0,10545,20,"R","non-southern","N","C","R",NA,"default","Peoples knowledge on politics","No",21,"Yes",NA,1,"Female",2,"Spanish",NA,"Lib",0.44,0,0,0,1,0,0,NA,0,"CA",NA,NA,17
3656,"default","F","list1","list1-R","Rachel",0.14,6343,21,"R","southern","S","C","R",NA,"default","Peoples knowledge on politics","No",21,"Yes",NA,1,"Female",2,"Spanish",NA,"Lib",0.44,0,0,0,1,0,0,NA,0,"CA",NA,NA,18
3656,"default","M","list1","list1-R","Eric",0.76,23979,22,"R","non-southern","N","Empty","R",NA,"default","Peoples knowledge on politics","No",21,"Yes",NA,1,"Female",2,"Spanish",NA,"Lib",0.44,0,0,0,1,0,0,NA,0,"CA",NA,NA,19
3656,"default","F","list1","list1-R","Sarah",0.96,5737,23,"R","southern","S","C","R",NA,"default","Peoples knowledge on politics","No",21,"Yes",NA,1,"Female",2,"Spanish",NA,"Lib",0.44,0,0,0,1,0,0,NA,0,"CA",NA,NA,20
3656,"default","M","list1","list1-R","Scott",0.04,9552,24,"D","non-southern","N","C","R",NA,"default","Peoples knowledge on politics","No",21,"Yes",NA,1,"Female",2,"Spanish",NA,"Lib",0.44,0,0,0,1,0,0,NA,0,"CA",NA,NA,21
3656,"default","M","list1","list1-R","William",1,14574,25,"D","non-southern","N","C","R",NA,"default","Peoples knowledge on politics","No",21,"Yes",NA,1,"Female",2,"Spanish",NA,"Lib",0.44,0,0,0,1,0,0,NA,0,"CA",NA,NA,22
3656,"default","F","list1","list1-R","Haley",0.5,11557,26,"D","southern","S","C","R",NA,"default","Peoples knowledge on politics","No",21,"Yes",NA,1,"Female",2,"Spanish",NA,"Lib",0.44,0,0,0,1,0,0,NA,0,"CA",NA,NA,23
3656,"default","M","list1","list1-R","Ryan",0.53,7333,27,"D","southern","S","C","R",NA,"default","Peoples knowledge on politics","No",21,"Yes",NA,1,"Female",2,"Spanish",NA,"Lib",0.44,0,0,0,1,0,0,NA,0,"CA",NA,NA,24
3658,"default","F","list2","list2-D","Stephanie",0.99,26816,4,"R","Republican","R","Party","D",NA,"default","It was interesting to be given so little information to form an initial assessment.  Made me realize I still only have a basic understanding of which states lean Republican and which states lean Democrat.  Obviously the chances of a person being one or the other increases when the state already leans that way. For example, living in Utah I know the chances of a person being Republican are very high.  As well as in some if not all of the Southern States.  I'm still learning about politics so I think that's all I can offer at this time.","No",45,"Yes","Thank You.",2,"Female",3,"None",NA,"Dem",0.35,1,0,0,0,0,0,NA,1,"UT","N/A",NA,1
3658,"default","F","list2","list2-D","Amanda",0.01,9432,5,"R","Democrat","D","Party","D",NA,"default","It was interesting to be given so little information to form an initial assessment.  Made me realize I still only have a basic understanding of which states lean Republican and which states lean Democrat.  Obviously the chances of a person being one or the other increases when the state already leans that way. For example, living in Utah I know the chances of a person being Republican are very high.  As well as in some if not all of the Southern States.  I'm still learning about politics so I think that's all I can offer at this time.","No",45,"Yes","Thank You.",2,"Female",3,"None",NA,"Dem",0.35,1,0,0,0,0,0,NA,1,"UT","N/A",NA,2
3658,"default","M","list2","list2-D","James",0.49,22717,6,"D","non-southern","N","C","D",NA,"default","It was interesting to be given so little information to form an initial assessment.  Made me realize I still only have a basic understanding of which states lean Republican and which states lean Democrat.  Obviously the chances of a person being one or the other increases when the state already leans that way. For example, living in Utah I know the chances of a person being Republican are very high.  As well as in some if not all of the Southern States.  I'm still learning about politics so I think that's all I can offer at this time.","No",45,"Yes","Thank You.",2,"Female",3,"None",NA,"Dem",0.35,1,0,0,0,0,0,NA,1,"UT","N/A",NA,3
3658,"default","M","list2","list2-D","Daniel",0.99,16523,7,"R","non-southern","N","C","D",NA,"default","It was interesting to be given so little information to form an initial assessment.  Made me realize I still only have a basic understanding of which states lean Republican and which states lean Democrat.  Obviously the chances of a person being one or the other increases when the state already leans that way. For example, living in Utah I know the chances of a person being Republican are very high.  As well as in some if not all of the Southern States.  I'm still learning about politics so I think that's all I can offer at this time.","No",45,"Yes","Thank You.",2,"Female",3,"None",NA,"Dem",0.35,1,0,0,0,0,0,NA,1,"UT","N/A",NA,4
3658,"default","M","list2","list2-D","John",0.49,20610,8,"D","non-southern","N","C","D",NA,"default","It was interesting to be given so little information to form an initial assessment.  Made me realize I still only have a basic understanding of which states lean Republican and which states lean Democrat.  Obviously the chances of a person being one or the other increases when the state already leans that way. For example, living in Utah I know the chances of a person being Republican are very high.  As well as in some if not all of the Southern States.  I'm still learning about politics so I think that's all I can offer at this time.","No",45,"Yes","Thank You.",2,"Female",3,"None",NA,"Dem",0.35,1,0,0,0,0,0,NA,1,"UT","N/A",NA,5
3658,"default","F","list2","list2-D","Rebecca",0.75,11178,9,"R","non-southern","N","Empty","D",NA,"default","It was interesting to be given so little information to form an initial assessment.  Made me realize I still only have a basic understanding of which states lean Republican and which states lean Democrat.  Obviously the chances of a person being one or the other increases when the state already leans that way. For example, living in Utah I know the chances of a person being Republican are very high.  As well as in some if not all of the Southern States.  I'm still learning about politics so I think that's all I can offer at this time.","No",45,"Yes","Thank You.",2,"Female",3,"None",NA,"Dem",0.35,1,0,0,0,0,0,NA,1,"UT","N/A",NA,6
3658,"default","F","list2","list2-D","Helen",0.96,10323,10,"D","non-southern","N","C","D",NA,"default","It was interesting to be given so little information to form an initial assessment.  Made me realize I still only have a basic understanding of which states lean Republican and which states lean Democrat.  Obviously the chances of a person being one or the other increases when the state already leans that way. For example, living in Utah I know the chances of a person being Republican are very high.  As well as in some if not all of the Southern States.  I'm still learning about politics so I think that's all I can offer at this time.","No",45,"Yes","Thank You.",2,"Female",3,"None",NA,"Dem",0.35,1,0,0,0,0,0,NA,1,"UT","N/A",NA,7
3658,"default","M","list2","list2-D","Anthony",0.27,12354,11,"D","southern","S","C","D",NA,"default","It was interesting to be given so little information to form an initial assessment.  Made me realize I still only have a basic understanding of which states lean Republican and which states lean Democrat.  Obviously the chances of a person being one or the other increases when the state already leans that way. For example, living in Utah I know the chances of a person being Republican are very high.  As well as in some if not all of the Southern States.  I'm still learning about politics so I think that's all I can offer at this time.","No",45,"Yes","Thank You.",2,"Female",3,"None",NA,"Dem",0.35,1,0,0,0,0,0,NA,1,"UT","N/A",NA,8
3658,"default","F","list2","list2-D","Angela",0.79,9106,12,"R","southern","S","Empty","D",NA,"default","It was interesting to be given so little information to form an initial assessment.  Made me realize I still only have a basic understanding of which states lean Republican and which states lean Democrat.  Obviously the chances of a person being one or the other increases when the state already leans that way. For example, living in Utah I know the chances of a person being Republican are very high.  As well as in some if not all of the Southern States.  I'm still learning about politics so I think that's all I can offer at this time.","No",45,"Yes","Thank You.",2,"Female",3,"None",NA,"Dem",0.35,1,0,0,0,0,0,NA,1,"UT","N/A",NA,9
3658,"default","M","list2","list2-D","Jeff",0.52,14463,13,"D","southern","S","Empty","D",NA,"default","It was interesting to be given so little information to form an initial assessment.  Made me realize I still only have a basic understanding of which states lean Republican and which states lean Democrat.  Obviously the chances of a person being one or the other increases when the state already leans that way. For example, living in Utah I know the chances of a person being Republican are very high.  As well as in some if not all of the Southern States.  I'm still learning about politics so I think that's all I can offer at this time.","No",45,"Yes","Thank You.",2,"Female",3,"None",NA,"Dem",0.35,1,0,0,0,0,0,NA,1,"UT","N/A",NA,10
3658,"default","F","list2","list2-D","Emma",0.77,6726,14,"R","southern","S","C","D",NA,"default","It was interesting to be given so little information to form an initial assessment.  Made me realize I still only have a basic understanding of which states lean Republican and which states lean Democrat.  Obviously the chances of a person being one or the other increases when the state already leans that way. For example, living in Utah I know the chances of a person being Republican are very high.  As well as in some if not all of the Southern States.  I'm still learning about politics so I think that's all I can offer at this time.","No",45,"Yes","Thank You.",2,"Female",3,"None",NA,"Dem",0.35,1,0,0,0,0,0,NA,1,"UT","N/A",NA,11
3658,"default","F","list2","list2-D","Anna",0.5,12370,15,"R","non-southern","N","C","D",NA,"default","It was interesting to be given so little information to form an initial assessment.  Made me realize I still only have a basic understanding of which states lean Republican and which states lean Democrat.  Obviously the chances of a person being one or the other increases when the state already leans that way. For example, living in Utah I know the chances of a person being Republican are very high.  As well as in some if not all of the Southern States.  I'm still learning about politics so I think that's all I can offer at this time.","No",45,"Yes","Thank You.",2,"Female",3,"None",NA,"Dem",0.35,1,0,0,0,0,0,NA,1,"UT","N/A",NA,12
3658,"default","F","list2","list2-D","Jennifer",0.51,15704,16,"D","non-southern","N","C","D",NA,"default","It was interesting to be given so little information to form an initial assessment.  Made me realize I still only have a basic understanding of which states lean Republican and which states lean Democrat.  Obviously the chances of a person being one or the other increases when the state already leans that way. For example, living in Utah I know the chances of a person being Republican are very high.  As well as in some if not all of the Southern States.  I'm still learning about politics so I think that's all I can offer at this time.","No",45,"Yes","Thank You.",2,"Female",3,"None",NA,"Dem",0.35,1,0,0,0,0,0,NA,1,"UT","N/A",NA,13
3658,"default","M","list2","list2-D","Paul",0.77,6557,17,"R","southern","S","C","D",NA,"default","It was interesting to be given so little information to form an initial assessment.  Made me realize I still only have a basic understanding of which states lean Republican and which states lean Democrat.  Obviously the chances of a person being one or the other increases when the state already leans that way. For example, living in Utah I know the chances of a person being Republican are very high.  As well as in some if not all of the Southern States.  I'm still learning about politics so I think that's all I can offer at this time.","No",45,"Yes","Thank You.",2,"Female",3,"None",NA,"Dem",0.35,1,0,0,0,0,0,NA,1,"UT","N/A",NA,14
3658,"default","M","list2","list2-D","Patrick",0.01,13121,18,"D","Republican","R","Party","D",NA,"default","It was interesting to be given so little information to form an initial assessment.  Made me realize I still only have a basic understanding of which states lean Republican and which states lean Democrat.  Obviously the chances of a person being one or the other increases when the state already leans that way. For example, living in Utah I know the chances of a person being Republican are very high.  As well as in some if not all of the Southern States.  I'm still learning about politics so I think that's all I can offer at this time.","No",45,"Yes","Thank You.",2,"Female",3,"None",NA,"Dem",0.35,1,0,0,0,0,0,NA,1,"UT","N/A",NA,15
3658,"default","F","list2","list2-D","Ashley",0.77,10249,19,"R","southern","S","C","D",NA,"default","It was interesting to be given so little information to form an initial assessment.  Made me realize I still only have a basic understanding of which states lean Republican and which states lean Democrat.  Obviously the chances of a person being one or the other increases when the state already leans that way. For example, living in Utah I know the chances of a person being Republican are very high.  As well as in some if not all of the Southern States.  I'm still learning about politics so I think that's all I can offer at this time.","No",45,"Yes","Thank You.",2,"Female",3,"None",NA,"Dem",0.35,1,0,0,0,0,0,NA,1,"UT","N/A",NA,16
3658,"default","M","list2","list2-D","Christopher",0.71,10257,20,"R","southern","S","C","D",NA,"default","It was interesting to be given so little information to form an initial assessment.  Made me realize I still only have a basic understanding of which states lean Republican and which states lean Democrat.  Obviously the chances of a person being one or the other increases when the state already leans that way. For example, living in Utah I know the chances of a person being Republican are very high.  As well as in some if not all of the Southern States.  I'm still learning about politics so I think that's all I can offer at this time.","No",45,"Yes","Thank You.",2,"Female",3,"None",NA,"Dem",0.35,1,0,0,0,0,0,NA,1,"UT","N/A",NA,17
3658,"default","M","list2","list2-D","Justin",0.98,6396,21,"D","Democrat","D","Party","D",NA,"default","It was interesting to be given so little information to form an initial assessment.  Made me realize I still only have a basic understanding of which states lean Republican and which states lean Democrat.  Obviously the chances of a person being one or the other increases when the state already leans that way. For example, living in Utah I know the chances of a person being Republican are very high.  As well as in some if not all of the Southern States.  I'm still learning about politics so I think that's all I can offer at this time.","No",45,"Yes","Thank You.",2,"Female",3,"None",NA,"Dem",0.35,1,0,0,0,0,0,NA,1,"UT","N/A",NA,18
3658,"default","M","list2","list2-D","Eric",0.51,10865,22,"D","non-southern","N","Empty","D",NA,"default","It was interesting to be given so little information to form an initial assessment.  Made me realize I still only have a basic understanding of which states lean Republican and which states lean Democrat.  Obviously the chances of a person being one or the other increases when the state already leans that way. For example, living in Utah I know the chances of a person being Republican are very high.  As well as in some if not all of the Southern States.  I'm still learning about politics so I think that's all I can offer at this time.","No",45,"Yes","Thank You.",2,"Female",3,"None",NA,"Dem",0.35,1,0,0,0,0,0,NA,1,"UT","N/A",NA,19
3658,"default","M","list2","list2-D","Kenneth",0.77,6858,23,"R","non-southern","N","C","D",NA,"default","It was interesting to be given so little information to form an initial assessment.  Made me realize I still only have a basic understanding of which states lean Republican and which states lean Democrat.  Obviously the chances of a person being one or the other increases when the state already leans that way. For example, living in Utah I know the chances of a person being Republican are very high.  As well as in some if not all of the Southern States.  I'm still learning about politics so I think that's all I can offer at this time.","No",45,"Yes","Thank You.",2,"Female",3,"None",NA,"Dem",0.35,1,0,0,0,0,0,NA,1,"UT","N/A",NA,20
3658,"default","F","list2","list2-D","Michelle",0.49,11297,24,"R","non-southern","N","C","D",NA,"default","It was interesting to be given so little information to form an initial assessment.  Made me realize I still only have a basic understanding of which states lean Republican and which states lean Democrat.  Obviously the chances of a person being one or the other increases when the state already leans that way. For example, living in Utah I know the chances of a person being Republican are very high.  As well as in some if not all of the Southern States.  I'm still learning about politics so I think that's all I can offer at this time.","No",45,"Yes","Thank You.",2,"Female",3,"None",NA,"Dem",0.35,1,0,0,0,0,0,NA,1,"UT","N/A",NA,21
3658,"default","M","list2","list2-D","Jason",0.51,10567,25,"D","southern","S","C","D",NA,"default","It was interesting to be given so little information to form an initial assessment.  Made me realize I still only have a basic understanding of which states lean Republican and which states lean Democrat.  Obviously the chances of a person being one or the other increases when the state already leans that way. For example, living in Utah I know the chances of a person being Republican are very high.  As well as in some if not all of the Southern States.  I'm still learning about politics so I think that's all I can offer at this time.","No",45,"Yes","Thank You.",2,"Female",3,"None",NA,"Dem",0.35,1,0,0,0,0,0,NA,1,"UT","N/A",NA,22
